pair_id,pair_type,beta,Delta_policy,Delta_ref,u,sigmoid_beta_u,gradient_scale,near_zero,saturated
protocol_v1_A_021_02202_collision_orbit_right_64_seed41202_physical_event_local_failure,local_corruption,0.2,-0.004637688398361206,-0.004637688398361206,0.0,0.5,0.1,True,False
protocol_v1_A_021_02202_collision_orbit_right_64_seed41202_physical_event_local_failure,local_corruption,0.5,-0.004637688398361206,-0.004637688398361206,0.0,0.5,0.25,True,False
protocol_v1_A_021_02202_collision_orbit_right_64_seed41202_physical_event_local_failure,local_corruption,1.0,-0.004637688398361206,-0.004637688398361206,0.0,0.5,0.5,True,False
protocol_v1_A_021_02202_collision_orbit_right_64_seed41202_physical_event_local_failure,local_corruption,2.0,-0.004637688398361206,-0.004637688398361206,0.0,0.5,1.0,True,False
protocol_v1_A_021_02202_collision_orbit_right_64_seed41202_physical_event_local_failure,local_corruption,5.0,-0.004637688398361206,-0.004637688398361206,0.0,0.5,2.5,True,False
protocol_v1_A_021_02202_collision_orbit_right_64_seed41202_physical_event_local_failure,local_corruption,10.0,-0.004637688398361206,-0.004637688398361206,0.0,0.5,5.0,True,False
protocol_v1_A_022_02202_collision_orbit_right_64_seed41202_background_drift_local,local_corruption,0.05,0.005025491118431091,0.005025491118431091,0.0,0.5,0.025,True,False
protocol_v1_A_022_02202_collision_orbit_right_64_seed41202_background_drift_local,local_corruption,0.1,0.005025491118431091,0.005025491118431091,0.0,0.5,0.05,True,False
protocol_v1_A_022_02202_collision_orbit_right_64_seed41202_background_drift_local,local_corruption,0.2,0.005025491118431091,0.005025491118431091,0.0,0.5,0.1,True,False
protocol_v1_A_022_02202_collision_orbit_right_64_seed41202_background_drift_local,local_corruption,0.5,0.005025491118431091,0.005025491118431091,0.0,0.5,0.25,True,False
protocol_v1_A_022_02202_collision_orbit_right_64_seed41202_background_drift_local,local_corruption,1.0,0.005025491118431091,0.005025491118431091,0.0,0.5,0.5,True,False
protocol_v1_A_022_02202_collision_orbit_right_64_seed41202_background_drift_local,local_corruption,2.0,0.005025491118431091,0.005025491118431091,0.0,0.5,1.0,True,False
protocol_v1_A_022_02202_collision_orbit_right_64_seed41202_background_drift_local,local_corruption,5.0,0.005025491118431091,0.005025491118431091,0.0,0.5,2.5,True,False
protocol_v1_A_022_02202_collision_orbit_right_64_seed41202_background_drift_local,local_corruption,10.0,0.005025491118431091,0.005025491118431091,0.0,0.5,5.0,True,False
protocol_v1_A_023_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,0.05,0.025608859956264496,0.025608859956264496,0.0,0.5,0.025,True,False
protocol_v1_A_023_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,0.1,0.025608859956264496,0.025608859956264496,0.0,0.5,0.05,True,False
protocol_v1_A_023_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,0.2,0.025608859956264496,0.025608859956264496,0.0,0.5,0.1,True,False
protocol_v1_A_023_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,0.5,0.025608859956264496,0.025608859956264496,0.0,0.5,0.25,True,False
protocol_v1_A_023_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,1.0,0.025608859956264496,0.025608859956264496,0.0,0.5,0.5,True,False
protocol_v1_A_023_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,2.0,0.025608859956264496,0.025608859956264496,0.0,0.5,1.0,True,False
protocol_v1_A_023_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,5.0,0.025608859956264496,0.025608859956264496,0.0,0.5,2.5,True,False
protocol_v1_A_023_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,10.0,0.025608859956264496,0.025608859956264496,0.0,0.5,5.0,True,False
protocol_v1_A_024_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,0.05,-0.024275071918964386,-0.024275071918964386,0.0,0.5,0.025,True,False
protocol_v1_A_024_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,0.1,-0.024275071918964386,-0.024275071918964386,0.0,0.5,0.05,True,False
protocol_v1_A_024_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,0.2,-0.024275071918964386,-0.024275071918964386,0.0,0.5,0.1,True,False
protocol_v1_A_024_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,0.5,-0.024275071918964386,-0.024275071918964386,0.0,0.5,0.25,True,False
protocol_v1_A_024_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,1.0,-0.024275071918964386,-0.024275071918964386,0.0,0.5,0.5,True,False
protocol_v1_A_024_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,2.0,-0.024275071918964386,-0.024275071918964386,0.0,0.5,1.0,True,False
protocol_v1_A_024_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,5.0,-0.024275071918964386,-0.024275071918964386,0.0,0.5,2.5,True,False
protocol_v1_A_024_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,10.0,-0.024275071918964386,-0.024275071918964386,0.0,0.5,5.0,True,False
protocol_v1_A_025_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,0.05,0.003550207242369652,0.003550207242369652,0.0,0.5,0.025,True,False
protocol_v1_A_025_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,0.1,0.003550207242369652,0.003550207242369652,0.0,0.5,0.05,True,False
protocol_v1_A_025_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,0.2,0.003550207242369652,0.003550207242369652,0.0,0.5,0.1,True,False
protocol_v1_A_025_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,0.5,0.003550207242369652,0.003550207242369652,0.0,0.5,0.25,True,False
protocol_v1_A_025_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,1.0,0.003550207242369652,0.003550207242369652,0.0,0.5,0.5,True,False
protocol_v1_A_025_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,2.0,0.003550207242369652,0.003550207242369652,0.0,0.5,1.0,True,False
protocol_v1_A_025_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,5.0,0.003550207242369652,0.003550207242369652,0.0,0.5,2.5,True,False
protocol_v1_A_025_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,10.0,0.003550207242369652,0.003550207242369652,0.0,0.5,5.0,True,False
protocol_v1_A_026_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,0.05,0.0034581273794174194,0.0034581273794174194,0.0,0.5,0.025,True,False
protocol_v1_A_026_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,0.1,0.0034581273794174194,0.0034581273794174194,0.0,0.5,0.05,True,False
protocol_v1_A_026_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,0.2,0.0034581273794174194,0.0034581273794174194,0.0,0.5,0.1,True,False
protocol_v1_A_026_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,0.5,0.0034581273794174194,0.0034581273794174194,0.0,0.5,0.25,True,False
protocol_v1_A_026_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,1.0,0.0034581273794174194,0.0034581273794174194,0.0,0.5,0.5,True,False
protocol_v1_A_026_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,2.0,0.0034581273794174194,0.0034581273794174194,0.0,0.5,1.0,True,False
protocol_v1_A_026_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,5.0,0.0034581273794174194,0.0034581273794174194,0.0,0.5,2.5,True,False
protocol_v1_A_026_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,10.0,0.0034581273794174194,0.0034581273794174194,0.0,0.5,5.0,True,False
protocol_v1_A_027_02222_collision_orbit_right_64_seed41222_partial_freeze,local_corruption,0.05,0.019311197102069855,0.019311197102069855,0.0,0.5,0.025,True,False
protocol_v1_A_027_02222_collision_orbit_right_64_seed41222_partial_freeze,local_corruption,0.1,0.019311197102069855,0.019311197102069855,0.0,0.5,0.05,True,False
protocol_v1_A_027_02222_collision_orbit_right_64_seed41222_partial_freeze,local_corruption,0.2,0.019311197102069855,0.019311197102069855,0.0,0.5,0.1,True,False
protocol_v1_A_027_02222_collision_orbit_right_64_seed41222_partial_freeze,local_corruption,0.5,0.019311197102069855,0.019311197102069855,0.0,0.5,0.25,True,False
protocol_v1_A_027_02222_collision_orbit_right_64_seed41222_partial_freeze,local_corruption,1.0,0.019311197102069855,0.019311197102069855,0.0,0.5,0.5,True,False
protocol_v1_A_027_02222_collision_orbit_right_64_seed41222_partial_freeze,local_corruption,2.0,0.019311197102069855,0.019311197102069855,0.0,0.5,1.0,True,False
protocol_v1_A_027_02222_collision_orbit_right_64_seed41222_partial_freeze,local_corruption,5.0,0.019311197102069855,0.019311197102069855,0.0,0.5,2.5,True,False
protocol_v1_A_027_02222_collision_orbit_right_64_seed41222_partial_freeze,local_corruption,10.0,0.019311197102069855,0.019311197102069855,0.0,0.5,5.0,True,False
protocol_v1_A_028_02222_collision_orbit_right_64_seed41222_physical_event_local_failure,local_corruption,0.05,0.008275605738162994,0.008275605738162994,0.0,0.5,0.025,True,False
protocol_v1_A_028_02222_collision_orbit_right_64_seed41222_physical_event_local_failure,local_corruption,0.1,0.008275605738162994,0.008275605738162994,0.0,0.5,0.05,True,False
protocol_v1_A_028_02222_collision_orbit_right_64_seed41222_physical_event_local_failure,local_corruption,0.2,0.008275605738162994,0.008275605738162994,0.0,0.5,0.1,True,False
protocol_v1_A_028_02222_collision_orbit_right_64_seed41222_physical_event_local_failure,local_corruption,0.5,0.008275605738162994,0.008275605738162994,0.0,0.5,0.25,True,False
protocol_v1_A_028_02222_collision_orbit_right_64_seed41222_physical_event_local_failure,local_corruption,1.0,0.008275605738162994,0.008275605738162994,0.0,0.5,0.5,True,False
protocol_v1_A_028_02222_collision_orbit_right_64_seed41222_physical_event_local_failure,local_corruption,2.0,0.008275605738162994,0.008275605738162994,0.0,0.5,1.0,True,False
protocol_v1_A_028_02222_collision_orbit_right_64_seed41222_physical_event_local_failure,local_corruption,5.0,0.008275605738162994,0.008275605738162994,0.0,0.5,2.5,True,False
protocol_v1_A_028_02222_collision_orbit_right_64_seed41222_physical_event_local_failure,local_corruption,10.0,0.008275605738162994,0.008275605738162994,0.0,0.5,5.0,True,False
protocol_v1_A_029_02222_collision_orbit_right_64_seed41222_background_drift_local,local_corruption,0.05,0.0204792320728302,0.0204792320728302,0.0,0.5,0.025,True,False
protocol_v1_A_029_02222_collision_orbit_right_64_seed41222_background_drift_local,local_corruption,0.1,0.0204792320728302,0.0204792320728302,0.0,0.5,0.05,True,False
protocol_v1_A_029_02222_collision_orbit_right_64_seed41222_background_drift_local,local_corruption,0.2,0.0204792320728302,0.0204792320728302,0.0,0.5,0.1,True,False
protocol_v1_A_029_02222_collision_orbit_right_64_seed41222_background_drift_local,local_corruption,0.5,0.0204792320728302,0.0204792320728302,0.0,0.5,0.25,True,False
protocol_v1_A_029_02222_collision_orbit_right_64_seed41222_background_drift_local,local_corruption,1.0,0.0204792320728302,0.0204792320728302,0.0,0.5,0.5,True,False
protocol_v1_A_029_02222_collision_orbit_right_64_seed41222_background_drift_local,local_corruption,2.0,0.0204792320728302,0.0204792320728302,0.0,0.5,1.0,True,False
protocol_v1_A_029_02222_collision_orbit_right_64_seed41222_background_drift_local,local_corruption,5.0,0.0204792320728302,0.0204792320728302,0.0,0.5,2.5,True,False
protocol_v1_A_029_02222_collision_orbit_right_64_seed41222_background_drift_local,local_corruption,10.0,0.0204792320728302,0.0204792320728302,0.0,0.5,5.0,True,False
protocol_v1_A_030_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,0.05,0.028059273958206177,0.028059273958206177,0.0,0.5,0.025,True,False
protocol_v1_A_030_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,0.1,0.028059273958206177,0.028059273958206177,0.0,0.5,0.05,True,False
protocol_v1_A_030_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,0.2,0.028059273958206177,0.028059273958206177,0.0,0.5,0.1,True,False
protocol_v1_A_030_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,0.5,0.028059273958206177,0.028059273958206177,0.0,0.5,0.25,True,False
protocol_v1_A_030_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,1.0,0.028059273958206177,0.028059273958206177,0.0,0.5,0.5,True,False
protocol_v1_A_030_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,2.0,0.028059273958206177,0.028059273958206177,0.0,0.5,1.0,True,False
protocol_v1_A_030_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,5.0,0.028059273958206177,0.028059273958206177,0.0,0.5,2.5,True,False
protocol_v1_A_030_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,10.0,0.028059273958206177,0.028059273958206177,0.0,0.5,5.0,True,False
protocol_v1_A_031_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,0.05,0.01172696053981781,0.01172696053981781,0.0,0.5,0.025,True,False
protocol_v1_A_031_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,0.1,0.01172696053981781,0.01172696053981781,0.0,0.5,0.05,True,False
protocol_v1_A_031_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,0.2,0.01172696053981781,0.01172696053981781,0.0,0.5,0.1,True,False
protocol_v1_A_031_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,0.5,0.01172696053981781,0.01172696053981781,0.0,0.5,0.25,True,False
protocol_v1_A_031_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,1.0,0.01172696053981781,0.01172696053981781,0.0,0.5,0.5,True,False
protocol_v1_A_031_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,2.0,0.01172696053981781,0.01172696053981781,0.0,0.5,1.0,True,False
protocol_v1_A_031_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,5.0,0.01172696053981781,0.01172696053981781,0.0,0.5,2.5,True,False
protocol_v1_A_031_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,10.0,0.01172696053981781,0.01172696053981781,0.0,0.5,5.0,True,False
protocol_v1_A_032_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,0.05,0.027669377624988556,0.027669377624988556,0.0,0.5,0.025,True,False
protocol_v1_A_032_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,0.1,0.027669377624988556,0.027669377624988556,0.0,0.5,0.05,True,False
protocol_v1_A_032_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,0.2,0.027669377624988556,0.027669377624988556,0.0,0.5,0.1,True,False
protocol_v1_A_032_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,0.5,0.027669377624988556,0.027669377624988556,0.0,0.5,0.25,True,False
protocol_v1_A_032_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,1.0,0.027669377624988556,0.027669377624988556,0.0,0.5,0.5,True,False
protocol_v1_A_032_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,2.0,0.027669377624988556,0.027669377624988556,0.0,0.5,1.0,True,False
protocol_v1_A_032_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,5.0,0.027669377624988556,0.027669377624988556,0.0,0.5,2.5,True,False
protocol_v1_A_032_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,10.0,0.027669377624988556,0.027669377624988556,0.0,0.5,5.0,True,False
protocol_v1_A_033_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,0.05,0.010373637080192566,0.010373637080192566,0.0,0.5,0.025,True,False
protocol_v1_A_033_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,0.1,0.010373637080192566,0.010373637080192566,0.0,0.5,0.05,True,False
protocol_v1_A_033_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,0.2,0.010373637080192566,0.010373637080192566,0.0,0.5,0.1,True,False
protocol_v1_A_033_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,0.5,0.010373637080192566,0.010373637080192566,0.0,0.5,0.25,True,False
protocol_v1_A_033_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,1.0,0.010373637080192566,0.010373637080192566,0.0,0.5,0.5,True,False
protocol_v1_A_033_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,2.0,0.010373637080192566,0.010373637080192566,0.0,0.5,1.0,True,False
protocol_v1_A_033_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,5.0,0.010373637080192566,0.010373637080192566,0.0,0.5,2.5,True,False
protocol_v1_A_033_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,10.0,0.010373637080192566,0.010373637080192566,0.0,0.5,5.0,True,False
protocol_v1_A_034_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,0.05,0.010853692889213562,0.010853692889213562,0.0,0.5,0.025,True,False
protocol_v1_A_034_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,0.1,0.010853692889213562,0.010853692889213562,0.0,0.5,0.05,True,False
protocol_v1_A_034_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,0.2,0.010853692889213562,0.010853692889213562,0.0,0.5,0.1,True,False
protocol_v1_A_034_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,0.5,0.010853692889213562,0.010853692889213562,0.0,0.5,0.25,True,False
protocol_v1_A_034_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,1.0,0.010853692889213562,0.010853692889213562,0.0,0.5,0.5,True,False
protocol_v1_A_034_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,2.0,0.010853692889213562,0.010853692889213562,0.0,0.5,1.0,True,False
protocol_v1_A_034_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,5.0,0.010853692889213562,0.010853692889213562,0.0,0.5,2.5,True,False
protocol_v1_A_034_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,10.0,0.010853692889213562,0.010853692889213562,0.0,0.5,5.0,True,False
protocol_v1_A_035_02226_collision_orbit_right_64_seed41226_physical_event_local_failure,local_corruption,0.05,0.0034134909510612488,0.0034134909510612488,0.0,0.5,0.025,True,False
protocol_v1_A_035_02226_collision_orbit_right_64_seed41226_physical_event_local_failure,local_corruption,0.1,0.0034134909510612488,0.0034134909510612488,0.0,0.5,0.05,True,False
protocol_v1_A_035_02226_collision_orbit_right_64_seed41226_physical_event_local_failure,local_corruption,0.2,0.0034134909510612488,0.0034134909510612488,0.0,0.5,0.1,True,False
protocol_v1_A_035_02226_collision_orbit_right_64_seed41226_physical_event_local_failure,local_corruption,0.5,0.0034134909510612488,0.0034134909510612488,0.0,0.5,0.25,True,False
protocol_v1_A_035_02226_collision_orbit_right_64_seed41226_physical_event_local_failure,local_corruption,1.0,0.0034134909510612488,0.0034134909510612488,0.0,0.5,0.5,True,False
protocol_v1_A_035_02226_collision_orbit_right_64_seed41226_physical_event_local_failure,local_corruption,2.0,0.0034134909510612488,0.0034134909510612488,0.0,0.5,1.0,True,False
protocol_v1_A_035_02226_collision_orbit_right_64_seed41226_physical_event_local_failure,local_corruption,5.0,0.0034134909510612488,0.0034134909510612488,0.0,0.5,2.5,True,False
protocol_v1_A_035_02226_collision_orbit_right_64_seed41226_physical_event_local_failure,local_corruption,10.0,0.0034134909510612488,0.0034134909510612488,0.0,0.5,5.0,True,False
protocol_v1_A_036_02226_collision_orbit_right_64_seed41226_background_drift_local,local_corruption,0.05,0.0006158892065286636,0.0006158892065286636,0.0,0.5,0.025,True,False
protocol_v1_A_036_02226_collision_orbit_right_64_seed41226_background_drift_local,local_corruption,0.1,0.0006158892065286636,0.0006158892065286636,0.0,0.5,0.05,True,False
protocol_v1_A_036_02226_collision_orbit_right_64_seed41226_background_drift_local,local_corruption,0.2,0.0006158892065286636,0.0006158892065286636,0.0,0.5,0.1,True,False
protocol_v1_A_036_02226_collision_orbit_right_64_seed41226_background_drift_local,local_corruption,0.5,0.0006158892065286636,0.0006158892065286636,0.0,0.5,0.25,True,False
protocol_v1_A_036_02226_collision_orbit_right_64_seed41226_background_drift_local,local_corruption,1.0,0.0006158892065286636,0.0006158892065286636,0.0,0.5,0.5,True,False
protocol_v1_A_036_02226_collision_orbit_right_64_seed41226_background_drift_local,local_corruption,2.0,0.0006158892065286636,0.0006158892065286636,0.0,0.5,1.0,True,False
protocol_v1_A_036_02226_collision_orbit_right_64_seed41226_background_drift_local,local_corruption,5.0,0.0006158892065286636,0.0006158892065286636,0.0,0.5,2.5,True,False
protocol_v1_A_036_02226_collision_orbit_right_64_seed41226_background_drift_local,local_corruption,10.0,0.0006158892065286636,0.0006158892065286636,0.0,0.5,5.0,True,False
protocol_v1_A_037_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local,local_corruption,0.05,0.007965032011270523,0.007965032011270523,0.0,0.5,0.025,True,False
protocol_v1_A_037_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local,local_corruption,0.1,0.007965032011270523,0.007965032011270523,0.0,0.5,0.05,True,False
protocol_v1_A_037_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local,local_corruption,0.2,0.007965032011270523,0.007965032011270523,0.0,0.5,0.1,True,False
protocol_v1_A_037_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local,local_corruption,0.5,0.007965032011270523,0.007965032011270523,0.0,0.5,0.25,True,False
protocol_v1_A_037_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local,local_corruption,1.0,0.007965032011270523,0.007965032011270523,0.0,0.5,0.5,True,False
protocol_v1_A_037_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local,local_corruption,2.0,0.007965032011270523,0.007965032011270523,0.0,0.5,1.0,True,False
protocol_v1_A_037_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local,local_corruption,5.0,0.007965032011270523,0.007965032011270523,0.0,0.5,2.5,True,False
protocol_v1_A_037_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local,local_corruption,10.0,0.007965032011270523,0.007965032011270523,0.0,0.5,5.0,True,False
protocol_v1_A_038_02226_collision_orbit_right_64_seed41226_object_deformation_local,local_corruption,0.05,0.00934562087059021,0.00934562087059021,0.0,0.5,0.025,True,False
protocol_v1_A_038_02226_collision_orbit_right_64_seed41226_object_deformation_local,local_corruption,0.1,0.00934562087059021,0.00934562087059021,0.0,0.5,0.05,True,False
protocol_v1_A_038_02226_collision_orbit_right_64_seed41226_object_deformation_local,local_corruption,0.2,0.00934562087059021,0.00934562087059021,0.0,0.5,0.1,True,False
protocol_v1_A_038_02226_collision_orbit_right_64_seed41226_object_deformation_local,local_corruption,0.5,0.00934562087059021,0.00934562087059021,0.0,0.5,0.25,True,False
protocol_v1_A_038_02226_collision_orbit_right_64_seed41226_object_deformation_local,local_corruption,1.0,0.00934562087059021,0.00934562087059021,0.0,0.5,0.5,True,False
protocol_v1_A_038_02226_collision_orbit_right_64_seed41226_object_deformation_local,local_corruption,2.0,0.00934562087059021,0.00934562087059021,0.0,0.5,1.0,True,False
protocol_v1_A_038_02226_collision_orbit_right_64_seed41226_object_deformation_local,local_corruption,5.0,0.00934562087059021,0.00934562087059021,0.0,0.5,2.5,True,False
protocol_v1_A_038_02226_collision_orbit_right_64_seed41226_object_deformation_local,local_corruption,10.0,0.00934562087059021,0.00934562087059021,0.0,0.5,5.0,True,False
protocol_v1_A_039_02226_collision_orbit_right_64_seed41226_object_identity_change_local,local_corruption,0.05,0.010155301541090012,0.010155301541090012,0.0,0.5,0.025,True,False
protocol_v1_A_039_02226_collision_orbit_right_64_seed41226_object_identity_change_local,local_corruption,0.1,0.010155301541090012,0.010155301541090012,0.0,0.5,0.05,True,False
protocol_v1_A_039_02226_collision_orbit_right_64_seed41226_object_identity_change_local,local_corruption,0.2,0.010155301541090012,0.010155301541090012,0.0,0.5,0.1,True,False
protocol_v1_A_039_02226_collision_orbit_right_64_seed41226_object_identity_change_local,local_corruption,0.5,0.010155301541090012,0.010155301541090012,0.0,0.5,0.25,True,False
protocol_v1_A_039_02226_collision_orbit_right_64_seed41226_object_identity_change_local,local_corruption,1.0,0.010155301541090012,0.010155301541090012,0.0,0.5,0.5,True,False
protocol_v1_A_039_02226_collision_orbit_right_64_seed41226_object_identity_change_local,local_corruption,2.0,0.010155301541090012,0.010155301541090012,0.0,0.5,1.0,True,False
protocol_v1_A_039_02226_collision_orbit_right_64_seed41226_object_identity_change_local,local_corruption,5.0,0.010155301541090012,0.010155301541090012,0.0,0.5,2.5,True,False
protocol_v1_A_039_02226_collision_orbit_right_64_seed41226_object_identity_change_local,local_corruption,10.0,0.010155301541090012,0.010155301541090012,0.0,0.5,5.0,True,False
protocol_v1_A_040_02226_collision_orbit_right_64_seed41226_reobserve_mismatch_local,local_corruption,0.05,0.003439582884311676,0.003439582884311676,0.0,0.5,0.025,True,False
protocol_v1_A_040_02226_collision_orbit_right_64_seed41226_reobserve_mismatch_local,local_corruption,0.1,0.003439582884311676,0.003439582884311676,0.0,0.5,0.05,True,False
protocol_v1_A_040_02226_collision_orbit_right_64_seed41226_reobserve_mismatch_local,local_corruption,0.2,0.003439582884311676,0.003439582884311676,0.0,0.5,0.1,True,False
protocol_v1_A_040_02226_collision_orbit_right_64_seed41226_reobserve_mismatch_local,local_corruption,0.5,0.003439582884311676,0.003439582884311676,0.0,0.5,0.25,True,False
protocol_v1_A_040_02226_collision_orbit_right_64_seed41226_reobserve_mismatch_local,local_corruption,1.0,0.003439582884311676,0.003439582884311676,0.0,0.5,0.5,True,False
protocol_v1_A_040_02226_collision_orbit_right_64_seed41226_reobserve_mismatch_local,local_corruption,2.0,0.003439582884311676,0.003439582884311676,0.0,0.5,1.0,True,False
protocol_v1_A_040_02226_collision_orbit_right_64_seed41226_reobserve_mismatch_local,local_corruption,5.0,0.003439582884311676,0.003439582884311676,0.0,0.5,2.5,True,False
protocol_v1_A_040_02226_collision_orbit_right_64_seed41226_reobserve_mismatch_local,local_corruption,10.0,0.003439582884311676,0.003439582884311676,0.0,0.5,5.0,True,False
protocol_v1_A_041_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,0.05,0.021677203476428986,0.021677203476428986,0.0,0.5,0.025,True,False
protocol_v1_A_041_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,0.1,0.021677203476428986,0.021677203476428986,0.0,0.5,0.05,True,False
protocol_v1_A_041_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,0.2,0.021677203476428986,0.021677203476428986,0.0,0.5,0.1,True,False
protocol_v1_A_041_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,0.5,0.021677203476428986,0.021677203476428986,0.0,0.5,0.25,True,False
protocol_v1_A_041_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,1.0,0.021677203476428986,0.021677203476428986,0.0,0.5,0.5,True,False
protocol_v1_A_041_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,2.0,0.021677203476428986,0.021677203476428986,0.0,0.5,1.0,True,False
protocol_v1_A_041_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,5.0,0.021677203476428986,0.021677203476428986,0.0,0.5,2.5,True,False
protocol_v1_A_041_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,10.0,0.021677203476428986,0.021677203476428986,0.0,0.5,5.0,True,False
