mode,step,pair_id,loss,policy_energy,ref_energy,winner_improvement,loser_degradation,grad_norm,lora_param_norm,update_norm_proxy,timestep_index,sigma,step_time_sec,cuda_memory_gb,target_groups,rank,block_end,policy_trainable_params
loser_only,1,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.20953424274921417,0.20953424274921417,0.20953424274921417,nan,0.0,0.043087615198265955,14.606717809999115,1.0271280537210714e-07,253,0.9672407507896423,97.80187463760376,34.90950632095337,camera_conditioning,4,,6553600
loser_only,2,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.1862126737833023,0.1862126737833023,0.186129629611969,nan,8.304417133331299e-05,0.06472971992767054,14.606723984037199,6.1740380843389175e-06,175,0.9792285561561584,96.8341453075409,34.90950632095337,camera_conditioning,4,,6553600
loser_only,3,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.21492287516593933,0.21492287516593933,0.21525320410728455,nan,-0.00033032894134521484,0.04447248388542813,14.606732375955541,8.391918342454119e-06,236,0.9700355529785156,96.26630926132202,34.90950632095337,camera_conditioning,4,,6553600
loser_only,4,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.231265127658844,0.231265127658844,0.23036250472068787,nan,0.0009026229381561279,0.04641258053025729,14.606742084602804,9.708647262129944e-06,273,0.9638074636459351,96.6678946018219,34.90950632095337,camera_conditioning,4,,6553600
loser_only,5,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.1688045710325241,0.1688045710325241,0.16873915493488312,nan,6.541609764099121e-05,0.0446434397774793,14.60675287894374,1.079434093576026e-05,175,0.9792285561561584,96.43859791755676,34.90950632095337,camera_conditioning,4,,6553600
loser_only,6,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.04390016570687294,0.04390016570687294,0.04403674975037575,nan,-0.00013658404350280762,0.006534085725062787,14.606762417966843,9.539023103855016e-06,17,0.9982735514640808,96.38532614707947,34.90950632095337,camera_conditioning,4,,6553600
loser_only,7,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.10463432222604752,0.10463432222604752,0.10352026671171188,nan,0.0011140555143356323,0.058530889631994425,14.606770426228735,8.008261891845336e-06,41,0.9957429766654968,96.3091778755188,34.90950632095337,camera_conditioning,4,,6553600
loser_only,8,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.012734686024487019,0.012734686024487019,0.012732204981148243,nan,2.4810433387756348e-06,0.000998986541122917,14.606777567292985,7.141064250149043e-06,5,0.9994977116584778,96.71777057647705,34.90950632095337,camera_conditioning,4,,6553600
loser_only,9,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.1974276453256607,0.1974276453256607,0.19669942557811737,nan,0.000728219747543335,0.05371591617432385,14.606785253798044,7.686505059112392e-06,106,0.9882821440696716,96.13385272026062,34.90950632095337,camera_conditioning,4,,6553600
loser_only,10,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.23806501924991608,0.23806501924991608,0.23782643675804138,nan,0.00023858249187469482,0.06935095073062428,14.606794487515595,9.233717550571896e-06,211,0.9739538431167603,96.236407995224,34.90950632095337,camera_conditioning,4,,6553600
loser_only,11,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.22849957644939423,0.22849957644939423,0.22912421822547913,nan,-0.0006246417760848999,0.05240035180202205,14.606805067744911,1.0580229316659029e-05,238,0.9697123765945435,96.32074165344238,34.90950632095337,camera_conditioning,4,,6553600
loser_only,12,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.2286214530467987,0.2286214530467987,0.2274232655763626,nan,0.0011981874704360962,0.056675500408246364,14.606816547572214,1.1479827302096623e-05,279,0.9627453088760376,96.29020404815674,34.90950632095337,camera_conditioning,4,,6553600
loser_only,13,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.06952523440122604,0.06952523440122604,0.0703728199005127,nan,-0.0008475854992866516,0.03595300513547989,14.606827768540263,1.1220968049840963e-05,34,0.9964926242828369,96.41027235984802,34.90950632095337,camera_conditioning,4,,6553600
loser_only,14,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.23633524775505066,0.23633524775505066,0.23666642606258392,nan,-0.00033117830753326416,0.06987850264439861,14.60683992530495,1.2156764686466204e-05,274,0.9636315703392029,96.21713352203369,34.90950632095337,camera_conditioning,4,,6553600
loser_only,15,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.20943011343479156,0.20943011343479156,0.20982949435710907,nan,-0.0003993809223175049,0.04766944945729768,14.606853243409837,1.331810488736096e-05,202,0.9753116965293884,96.70552635192871,34.90950632095337,camera_conditioning,4,,6553600
loser_only,16,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.26546525955200195,0.26546525955200195,0.2666471600532532,nan,-0.0011819005012512207,0.09464903820215645,14.606867082220228,1.3838810390964795e-05,281,0.9623878598213196,96.74212265014648,34.90950632095337,camera_conditioning,4,,6553600
loser_only,17,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.1675957888364792,0.1675957888364792,0.16729621589183807,nan,0.0002995729446411133,0.02117468708660646,14.60688070726713,1.362504690227695e-05,62,0.9934335947036743,96.4466917514801,34.90950632095337,camera_conditioning,4,,6553600
loser_only,18,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.2356344312429428,0.2356344312429428,0.23615165054798126,nan,-0.0005172193050384521,0.030311681926105304,14.606894867678747,1.4160411616614965e-05,324,0.9542631506919861,96.40646147727966,34.90950632095337,camera_conditioning,4,,6553600
loser_only,19,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.19593605399131775,0.19593605399131775,0.19395503401756287,nan,0.001981019973754883,0.10910001324732438,14.606909371207776,1.4503529028431217e-05,130,0.9852774739265442,96.31768703460693,34.90950632095337,camera_conditioning,4,,6553600
loser_only,20,protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,-0.20436331629753113,0.20436331629753113,0.2045183628797531,nan,-0.00015504658222198486,0.05045269928966045,14.60692466974943,1.5298541654829023e-05,161,0.9811717867851257,96.16144824028015,34.90950632095337,camera_conditioning,4,,6553600
