exists,false_positive_reason,file_count,has_action,has_camera,has_gravity_metadata,has_intrinsics,has_mp4,matched_token,path,root,type
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_16s/PHY_GRAVITY_005_Seed_2046,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_16s/PHY_GRAVITY_005_Seed_42,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_16s/PHY_GRAVITY_001_Seed_2046,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_16s/PHY_GRAVITY_005_Seed_1024,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_16s/PHY_GRAVITY_002_Seed_2046,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_16s/PHY_GRAVITY_004_Seed_2046,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_16s/PHY_GRAVITY_002_Seed_1024,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_16s/PHY_GRAVITY_003_Seed_42,/home/nvme03,candidate_dir
True,,32,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_64s/PHY_GRAVITY_001_Seed_42,/home/nvme03,candidate_dir
True,,32,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_64s/PHY_GRAVITY_002_Seed_42,/home/nvme03,candidate_dir
True,,32,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_64s/PHY_GRAVITY_003_Seed_2046,/home/nvme03,candidate_dir
True,,32,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_64s/PHY_GRAVITY_003_Seed_1024,/home/nvme03,candidate_dir
True,,32,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_64s/PHY_GRAVITY_004_Seed_1024,/home/nvme03,candidate_dir
True,,32,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_64s/PHY_GRAVITY_001_Seed_1024,/home/nvme03,candidate_dir
True,,32,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_64s/PHY_GRAVITY_004_Seed_42,/home/nvme03,candidate_dir
True,,32,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_64s/PHY_GRAVITY_005_Seed_2046,/home/nvme03,candidate_dir
True,,32,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_64s/PHY_GRAVITY_005_Seed_42,/home/nvme03,candidate_dir
True,,32,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_64s/PHY_GRAVITY_001_Seed_2046,/home/nvme03,candidate_dir
True,,32,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_64s/PHY_GRAVITY_005_Seed_1024,/home/nvme03,candidate_dir
True,,32,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_64s/PHY_GRAVITY_002_Seed_2046,/home/nvme03,candidate_dir
True,,32,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_64s/PHY_GRAVITY_004_Seed_2046,/home/nvme03,candidate_dir
True,,32,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_64s/PHY_GRAVITY_002_Seed_1024,/home/nvme03,candidate_dir
True,,32,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_14B_64s/PHY_GRAVITY_003_Seed_42,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_1_3B_16s/PHY_GRAVITY_001_Seed_42,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_1_3B_16s/PHY_GRAVITY_002_Seed_42,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_1_3B_16s/PHY_GRAVITY_003_Seed_2046,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_1_3B_16s/PHY_GRAVITY_003_Seed_1024,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_1_3B_16s/PHY_GRAVITY_004_Seed_1024,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_1_3B_16s/PHY_GRAVITY_001_Seed_1024,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_1_3B_16s/PHY_GRAVITY_004_Seed_42,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_1_3B_16s/PHY_GRAVITY_005_Seed_2046,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_1_3B_16s/PHY_GRAVITY_005_Seed_42,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_1_3B_16s/PHY_GRAVITY_001_Seed_2046,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_1_3B_16s/PHY_GRAVITY_005_Seed_1024,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_1_3B_16s/PHY_GRAVITY_002_Seed_2046,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_1_3B_16s/PHY_GRAVITY_004_Seed_2046,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_1_3B_16s/PHY_GRAVITY_002_Seed_1024,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,gravity,/home/nvme03/workspace/Wan2.2/AI_Eval_Frames/Wan2_1_1_3B_16s/PHY_GRAVITY_003_Seed_42,/home/nvme03,candidate_dir
True,,26,False,False,True,False,False,gravity,/home/nvme03/workspace/physion_moving_camera_mainline_20260505/repos/tdw_physics/tdw_physics/target_controllers,/home/nvme03,candidate_dir
True,,26,False,False,True,False,False,gravity,/home/nvme03/workspace/physion_moving_camera_mainline_20260505/generation_functional_files_20260525/repos/tdw_physics/tdw_physics/target_controllers,/home/nvme03,candidate_dir
True,,174,True,False,True,False,False,gravity,/home/nvme03/workspace/physion_moving_camera_mainline_20260505/.conda_envs/tdw-physion/lib/python3.10,/home/nvme03,candidate_dir
True,,172,True,False,True,False,False,gravity,/home/nvme03/workspace/physion_moving_camera_mainline_20260505/.conda_envs/tdw-physion/lib/python3.10/__pycache__,/home/nvme03,candidate_dir
True,,173,True,False,True,False,False,gravity,/home/nvme03/SZQ-WAM/miniconda3/envs/fastwam/lib/python3.10,/home/nvme03,candidate_dir
True,,171,True,False,True,False,False,gravity,/home/nvme03/SZQ-WAM/miniconda3/envs/fastwam/lib/python3.10/__pycache__,/home/nvme03,candidate_dir
True,,173,True,False,True,False,False,gravity,/home/nvme03/SZQ-WAM/miniconda3/pkgs/python-3.10.20-h267e890_1_cpython/lib/python3.10,/home/nvme03,candidate_dir
True,,171,True,False,True,False,False,gravity,/home/nvme03/SZQ-WAM/miniconda3/pkgs/python-3.10.20-h267e890_1_cpython/lib/python3.10/__pycache__,/home/nvme03,candidate_dir
True,,158,True,False,True,False,False,gravity,/home/nvme03/SZQ-WAM/miniconda3/pkgs/python-3.13.13-hb7b561f_100_cp313/lib/python3.13,/home/nvme03,candidate_dir
True,,156,True,False,True,False,False,gravity,/home/nvme03/SZQ-WAM/miniconda3/pkgs/python-3.13.13-hb7b561f_100_cp313/lib/python3.13/__pycache__,/home/nvme03,candidate_dir
True,,158,True,False,True,False,False,gravity,/home/nvme03/SZQ-WAM/miniconda3/lib/python3.13,/home/nvme03,candidate_dir
True,,156,True,False,True,False,False,gravity,/home/nvme03/SZQ-WAM/miniconda3/lib/python3.13/__pycache__,/home/nvme03,candidate_dir
True,,27,False,False,True,False,False,gravity,/home/nvme03/ubuntu_home_redirect/.vscode-server/extensions/openai.chatgpt-26.506.31421-linux-x64/webview/apps,/home/nvme03,candidate_dir
True,,248,True,False,True,False,False,gravity,/home/nvme03/ubuntu_home_redirect/.vscode-server/extensions/ms-python.vscode-pylance-2026.2.1/dist/typeshed-fallback/stdlib,/home/nvme03,candidate_dir
True,,39,False,False,False,False,False,replay,/home/nvme03/ubuntu_home_redirect/.cache/uv/archive-v0/Lgoio6djvSHkK4SGKLX_B/torch/_dynamo,/home/nvme03,candidate_dir
True,,45,False,False,False,False,False,replay,/home/nvme03/ubuntu_home_redirect/.cache/uv/archive-v0/fYfojECAJS7apRL2/torch/_dynamo,/home/nvme03,candidate_dir
True,,174,True,False,True,False,False,gravity,/home/nvme03/envs/worldmodel_phys/lib/python3.10,/home/nvme03,candidate_dir
True,,44,False,False,False,False,False,replay,/home/nvme03/envs/worldmodel_phys/lib/python3.10/site-packages/torch/_dynamo,/home/nvme03,candidate_dir
True,,172,True,False,True,False,False,gravity,/home/nvme03/envs/worldmodel_phys/lib/python3.10/__pycache__,/home/nvme03,candidate_dir
True,,1,False,False,False,False,False,replay,/home/nvme03/nvme02_migration/VIDEOPHY2/output/random_subset_replay_videophy2,/home/nvme03,candidate_dir
True,,5,False,False,False,False,False,replay,/home/nvme03/nvme02_migration/VIDEOPHY2/output/random_subset_replay_videophy2/manifests,/home/nvme03,candidate_dir
True,,152,True,False,False,False,False,replay,/home/nvme03/qianyupeng/miniconda3/envs/memoryvla/nsight-compute-2026.1.1/docs/_images,/home/nvme03,candidate_dir
True,,174,True,False,True,False,False,gravity,/home/nvme03/qianyupeng/miniconda3/envs/memoryvla/lib/python3.10,/home/nvme03,candidate_dir
True,,172,True,False,True,False,False,gravity,/home/nvme03/qianyupeng/miniconda3/envs/memoryvla/lib/python3.10/__pycache__,/home/nvme03,candidate_dir
True,,174,True,False,True,False,False,gravity,/home/nvme03/qianyupeng/miniconda3/envs/mikasa/lib/python3.10,/home/nvme03,candidate_dir
True,,172,True,False,True,False,False,gravity,/home/nvme03/qianyupeng/miniconda3/envs/mikasa/lib/python3.10/__pycache__,/home/nvme03,candidate_dir
True,,174,True,False,True,False,False,gravity,/home/nvme03/qianyupeng/miniconda3/pkgs/python-3.10.20-h741d88c_0/lib/python3.10,/home/nvme03,candidate_dir
True,,172,True,False,True,False,False,gravity,/home/nvme03/qianyupeng/miniconda3/pkgs/python-3.10.20-h741d88c_0/lib/python3.10/__pycache__,/home/nvme03,candidate_dir
True,,152,True,False,False,False,False,replay,/home/nvme03/qianyupeng/miniconda3/pkgs/nsight-compute-2026.1.1.2-h934865d_0/nsight-compute-2026.1.1/docs/_images,/home/nvme03,candidate_dir
True,,158,True,False,True,False,False,gravity,/home/nvme03/qianyupeng/miniconda3/pkgs/python-3.13.12-hb7b561f_100_cp313/lib/python3.13,/home/nvme03,candidate_dir
True,,156,True,False,True,False,False,gravity,/home/nvme03/qianyupeng/miniconda3/pkgs/python-3.13.12-hb7b561f_100_cp313/lib/python3.13/__pycache__,/home/nvme03,candidate_dir
True,,158,True,False,True,False,False,gravity,/home/nvme03/qianyupeng/miniconda3/lib/python3.13,/home/nvme03,candidate_dir
True,,156,True,False,True,False,False,gravity,/home/nvme03/qianyupeng/miniconda3/lib/python3.13/__pycache__,/home/nvme03,candidate_dir
True,,8,False,False,False,False,False,replay,/home/nvme04/chenzhihong/habitat-sim/examples/tutorials/colabs,/home/nvme04,candidate_dir
True,,8,False,False,False,False,False,replay,/home/nvme04/chenzhihong/habitat-sim/examples/tutorials/nb_python,/home/nvme04,candidate_dir
True,,10,False,False,False,False,False,replay,/home/nvme04/chenzhihong/habitat-sim/habitat_sim/utils,/home/nvme04,candidate_dir
True,,10,False,False,False,False,False,replay,/home/nvme04/chenzhihong/habitat-sim/build/lib.linux-x86_64-cpython-38/habitat_sim/utils,/home/nvme04,candidate_dir
True,,26,False,False,False,False,False,replay,/home/nvme04/chenzhihong/habitat-sim/build/esp/bindings/CMakeFiles/habitat_sim_bindings.dir,/home/nvme04,candidate_dir
True,,47,False,False,True,False,False,gravity,/home/nvme04/chenzhihong/habitat-sim/src/deps/bullet3/src/BulletSoftBody,/home/nvme04,candidate_dir
True,,7,False,False,False,False,False,replay,/home/nvme04/chenzhihong/habitat-sim/src/esp/gfx/replay,/home/nvme04,candidate_dir
True,,18,False,False,False,False,False,replay,/home/nvme04/chenzhihong/habitat-sim/src/esp/bindings,/home/nvme04,candidate_dir
True,,19,False,False,False,False,False,replay,/home/nvme04/chenzhihong/habitat-sim/src/tests,/home/nvme04,candidate_dir
True,,8,False,False,False,False,False,replay,/home/nvme04/hezekai/habitat-sim/examples/tutorials/colabs,/home/nvme04,candidate_dir
True,,8,False,False,False,False,False,replay,/home/nvme04/hezekai/habitat-sim/examples/tutorials/nb_python,/home/nvme04,candidate_dir
True,,10,False,False,False,False,False,replay,/home/nvme04/hezekai/habitat-sim/habitat_sim/utils,/home/nvme04,candidate_dir
True,,40,False,False,False,False,False,replay,/home/nvme04/hezekai/habitat-sim/build/esp/bindings/CMakeFiles/habitat_sim_bindings.dir,/home/nvme04,candidate_dir
True,,10,False,False,False,False,False,replay,/home/nvme04/hezekai/habitat-sim/build/lib.linux-x86_64-cpython-313/habitat_sim/utils,/home/nvme04,candidate_dir
True,,47,False,False,True,False,False,gravity,/home/nvme04/hezekai/habitat-sim/src/deps/bullet3/src/BulletSoftBody,/home/nvme04,candidate_dir
True,,7,False,False,False,False,False,replay,/home/nvme04/hezekai/habitat-sim/src/esp/gfx/replay,/home/nvme04,candidate_dir
True,,18,False,False,False,False,False,replay,/home/nvme04/hezekai/habitat-sim/src/esp/bindings,/home/nvme04,candidate_dir
True,,19,False,False,False,False,False,replay,/home/nvme04/hezekai/habitat-sim/src/tests,/home/nvme04,candidate_dir
True,,8,False,False,False,False,False,replay,/home/nvme04/hezekai/habitat-sim.bak/examples/tutorials/colabs,/home/nvme04,candidate_dir
True,,8,False,False,False,False,False,replay,/home/nvme04/hezekai/habitat-sim.bak/examples/tutorials/nb_python,/home/nvme04,candidate_dir
True,,10,False,False,False,False,False,replay,/home/nvme04/hezekai/habitat-sim.bak/habitat_sim/utils,/home/nvme04,candidate_dir
True,,10,False,False,False,False,False,replay,/home/nvme04/hezekai/habitat-sim.bak/build/lib.linux-x86_64-cpython-38/habitat_sim/utils,/home/nvme04,candidate_dir
True,,7,False,False,False,False,False,replay,/home/nvme04/hezekai/habitat-sim.bak/src/esp/gfx/replay,/home/nvme04,candidate_dir
True,,18,False,False,False,False,False,replay,/home/nvme04/hezekai/habitat-sim.bak/src/esp/bindings,/home/nvme04,candidate_dir
True,,19,False,False,False,False,False,replay,/home/nvme04/hezekai/habitat-sim.bak/src/tests,/home/nvme04,candidate_dir
True,,173,True,False,True,False,False,gravity,/home/nvme04/code_sync/H20_active_code_backup_before_promote_20260529_112635/third_party_video_inpainting/envs/qwen_caption/lib/python3.10,/home/nvme04,candidate_dir
True,,174,True,False,True,False,False,gravity,/home/nvme04/code_sync/H20_active_code_backup_before_promote_20260529_112635/third_party_video_inpainting/envs/minimax/lib/python3.10,/home/nvme04,candidate_dir
True,,174,True,False,True,False,False,gravity,/home/nvme04/code_sync/H20_active_code_backup_before_promote_20260529_112635/third_party_video_inpainting/envs/propainter/lib/python3.10,/home/nvme04,candidate_dir
True,,174,True,False,True,False,False,gravity,/home/nvme04/code_sync/H20_active_code_backup_before_promote_20260529_112635/third_party_video_inpainting/envs/cococo/lib/python3.10,/home/nvme04,candidate_dir
True,,174,True,False,True,False,False,gravity,/home/nvme04/code_sync/H20_active_code_backup_before_promote_20260529_112635/third_party_video_inpainting/envs/vbench/lib/python3.10,/home/nvme04,candidate_dir
True,,26,False,False,False,False,False,physedit,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/reports/migration,/home/nvme04,candidate_dir
True,,9,True,False,True,False,False,physedit|gravity|replay,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/reports/physeditworld_50h,/home/nvme04,candidate_dir
True,,3,False,False,False,False,False,physedit,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/reports/physeditworld_50h/test_logs,/home/nvme04,candidate_dir
True,,0,False,False,False,False,False,physedit,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/reports/physeditworld_50h/root_search,/home/nvme04,candidate_dir
True,,13,True,False,True,True,False,physedit|gravity,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/manifests,/home/nvme04,candidate_dir
True,,49,False,True,False,True,False,physedit,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/docs,/home/nvme04,candidate_dir
True,,1,False,False,True,False,False,physedit|gravity,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/docs/experiments,/home/nvme04,candidate_dir
True,,19,False,False,False,False,False,physedit,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/cam_physgeo/data,/home/nvme04,candidate_dir
True,,35,False,False,False,False,False,physedit,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/cam_physgeo/data/__pycache__,/home/nvme04,candidate_dir
True,,24,False,False,False,False,False,physedit,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/tests,/home/nvme04,candidate_dir
True,,4,False,False,False,False,False,physedit,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/tests/__pycache__,/home/nvme04,candidate_dir
True,,3,False,False,False,False,False,replay,/home/nvme04/WM_datacollector/TWIST2/rsl_rl/rsl_rl/storage,/home/nvme04,candidate_dir
True,,3,False,False,False,False,False,replay,/home/nvme04/WM_datacollector/TWIST2/rsl_rl/rsl_rl/storage/__pycache__,/home/nvme04,candidate_dir
True,,6,False,False,False,False,False,replay,/home/nvme04/holodiffusion/holosoma/src/holosoma/holosoma,/home/nvme04,candidate_dir
False,,,,,,,,,/mnt/workspace/hj/nas_hj,/mnt/workspace/hj/nas_hj,missing_root
