pair_id,cache_status,cache_tensor_path,sha256,E_ref_winner_cached,E_ref_loser_cached,Delta_ref,timestep,timestep_index,actual_sigma,same_seed_noise_id,used_window_frames,prefix_len,prediction_start_frame,winner_latent_loss_indices,loser_latent_loss_indices,winner_target_shape,loser_target_shape,finite,reviewed,seconds,allocated_gb,reserved_gb,max_allocated_gb,max_reserved_gb,error_reason
v6b_GT_C_005_04209_containment_orbit_left_44_seed43209,PASS,local_assets/dpo_training_sanity_v12/guarded_sdpo_anchor_s1/cache_s1_window49_run1/000_v6b_GT_C_005_04209_containment_orbit_left_44_seed43209.pt,7bb08edab5433089200f32abbfbe4e9f676b8b704623772edf095eeebc0e31f0,0.810210645198822,0.9399484395980835,0.12973779439926147,349.5545349121094,949,0.34955453872680664,1234,49,5,5,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[16, 13, 60, 104]","[16, 13, 60, 104]",True,True,178.69015288352966,35.17017364501953,51.12109375,46.21381855010986,51.12109375,
v6b_GT_C_013_03435_roll_orbit_right_60_seed42435,PASS,local_assets/dpo_training_sanity_v12/guarded_sdpo_anchor_s1/cache_s1_window49_run1/001_v6b_GT_C_013_03435_roll_orbit_right_60_seed42435.pt,5afd41a21f1061c493eb9e61f8701799f92172c5ad9bc0f79c710f2089f22bee,0.7355092763900757,0.866544783115387,0.13103550672531128,349.5545349121094,949,0.34955453872680664,2231,49,5,5,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[16, 13, 60, 104]","[16, 13, 60, 104]",True,True,156.29361009597778,35.17017364501953,51.169921875,46.21454906463623,51.169921875,
v6b_GT_C_008_01029_drop_orbit_left_72_seed40029,PASS,local_assets/dpo_training_sanity_v12/guarded_sdpo_anchor_s1/cache_s1_window49_run1/002_v6b_GT_C_008_01029_drop_orbit_left_72_seed40029.pt,6c11fbcada5b4a795895a5169e415792d096e230fa08c4e51b02243067d223c9,0.8004783987998962,0.7849302291870117,-0.015548169612884521,349.5545349121094,949,0.34955453872680664,3228,49,5,5,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[16, 13, 60, 104]","[16, 13, 60, 104]",True,True,160.7332112789154,35.17017364501953,51.138671875,46.21454906463623,51.169921875,
v6b_GT_C_011_02276_collision_orbit_right_64_seed41276,PASS,local_assets/dpo_training_sanity_v12/guarded_sdpo_anchor_s1/cache_s1_window49_run1/003_v6b_GT_C_011_02276_collision_orbit_right_64_seed41276.pt,69b620ba392e7baba0b36568334fbde37283bf3ea9d9d17feb279411bb1bc23a,0.7547791004180908,1.0478148460388184,0.29303574562072754,349.5545349121094,949,0.34955453872680664,4225,49,5,5,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[16, 13, 60, 104]","[16, 13, 60, 104]",True,True,157.4186933040619,35.17017364501953,51.138671875,46.21454906463623,51.169921875,
v6b_GT_C_016_04249_containment_orbit_left_44_seed43249,PASS,local_assets/dpo_training_sanity_v12/guarded_sdpo_anchor_s1/cache_s1_window49_run1/004_v6b_GT_C_016_04249_containment_orbit_left_44_seed43249.pt,d5e25c734ed696195e14e2ebc7ab450a61394bc7f35f37038b9324a91c9adaa7,0.8373399376869202,0.8735456466674805,0.0362057089805603,349.5545349121094,949,0.34955453872680664,5222,49,5,5,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[16, 13, 60, 104]","[16, 13, 60, 104]",True,True,112.44285917282104,35.17017364501953,47.837890625,46.21454906463623,51.169921875,
v6b_GT_C_015_04248_containment_orbit_left_44_seed43248,PASS,local_assets/dpo_training_sanity_v12/guarded_sdpo_anchor_s1/cache_s1_window49_run1/005_v6b_GT_C_015_04248_containment_orbit_left_44_seed43248.pt,add6ed407924d5ea3d51cfc74c0096c54e249782bfc6227fba86f9f160018748,0.7257495522499084,0.7887374758720398,0.06298792362213135,349.5545349121094,949,0.34955453872680664,6219,49,5,5,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[16, 13, 60, 104]","[16, 13, 60, 104]",True,True,94.44915652275085,35.17017364501953,47.837890625,46.21454906463623,51.169921875,
v6b_GT_C_002_03410_roll_orbit_right_60_seed42410,PASS,local_assets/dpo_training_sanity_v12/guarded_sdpo_anchor_s1/cache_s1_window49_run1/006_v6b_GT_C_002_03410_roll_orbit_right_60_seed42410.pt,1f43b5fe50aa01cc21c784791b1d7c871e4d2645bca7112f90cab19dd561b267,0.7885614633560181,0.8711698651313782,0.08260840177536011,349.5545349121094,949,0.34955453872680664,7216,49,5,5,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[16, 13, 60, 104]","[16, 13, 60, 104]",True,True,114.8717873096466,35.17017364501953,47.837890625,46.21454906463623,51.169921875,
v6b_GT_C_004_04204_containment_orbit_left_44_seed43204,PASS,local_assets/dpo_training_sanity_v12/guarded_sdpo_anchor_s1/cache_s1_window49_run1/007_v6b_GT_C_004_04204_containment_orbit_left_44_seed43204.pt,97ef67053f3180d116021ffe4b31fdb5a547fb3630b6ea0188442fee49b1e301,0.9839404225349426,1.1347389221191406,0.150798499584198,349.5545349121094,949,0.34955453872680664,8213,49,5,5,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[16, 13, 60, 104]","[16, 13, 60, 104]",True,True,112.1035430431366,35.17017364501953,47.837890625,46.21454906463623,51.169921875,
v11_SYN_0053_02262_collision_orbit_right_64_seed41262_background_drift_visible,PASS,local_assets/dpo_training_sanity_v12/guarded_sdpo_anchor_s1/cache_s1_window49_run1/008_v11_SYN_0053_02262_collision_orbit_right_64_seed41262_background_drift_visible.pt,b7b90a5482f5781a8ab5f8d9763aa801baa4f7541582a6add71b21092c8dd0bb,0.7503600120544434,0.7623981237411499,0.012038111686706543,349.5545349121094,949,0.34955453872680664,9210,49,5,5,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[16, 13, 60, 104]","[16, 13, 60, 104]",True,True,102.63959980010986,35.17017364501953,47.837890625,46.21454906463623,51.169921875,
v11_SYN_0578_03533_roll_orbit_right_60_seed42533_wrong_camera_motion_visible,PASS,local_assets/dpo_training_sanity_v12/guarded_sdpo_anchor_s1/cache_s1_window49_run1/009_v11_SYN_0578_03533_roll_orbit_right_60_seed42533_wrong_camera_motion_visible.pt,445597e16a2f08c1e7194b9ab9fd07bbdeab086c959d8dc72d0a3c1a2fb6b5d3,0.7105194926261902,0.6978632211685181,-0.01265627145767212,349.5545349121094,949,0.34955453872680664,10207,49,5,5,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[16, 13, 60, 104]","[16, 13, 60, 104]",True,True,104.38755416870117,35.17017364501953,47.837890625,46.21454906463623,51.169921875,
