manifest_path,total_rows,read_error,prefix_exists,image_exists,gt_full_exists,gt_future_exists,target_exists,prompt_exists_or_text,poses_exists,intrinsics_exists,runnable,can_cut_prefix_future,template_distribution,camera_motion_distribution,path_root_type
reports/dpo_preference_protocol_v1/full_real_energy_audit.csv,66,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 44, ""containment"": 6}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_audit.jsonl,66,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 44, ""containment"": 6}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_shards_20260628_093052/shard_00_of_08.csv,11,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 6, ""containment"": 1}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_shards_20260628_093052/shard_00_of_08.jsonl,11,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 6, ""containment"": 1}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_shards_20260628_093052/shard_01_of_08.csv,11,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 6, ""containment"": 1}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_shards_20260628_093052/shard_01_of_08.jsonl,11,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 6, ""containment"": 1}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_shards_20260628_093052/shard_02_of_08.csv,10,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 6}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_shards_20260628_093052/shard_02_of_08.jsonl,10,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 6}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_shards_20260628_093052/shard_03_of_08.csv,10,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 6}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_shards_20260628_093052/shard_03_of_08.jsonl,10,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 6}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_shards_20260628_093052/shard_04_of_08.csv,10,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 5, ""containment"": 1}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_shards_20260628_093052/shard_04_of_08.jsonl,10,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 5, ""containment"": 1}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_shards_20260628_093052/shard_05_of_08.csv,10,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 5, ""containment"": 1}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_shards_20260628_093052/shard_05_of_08.jsonl,10,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 5, ""containment"": 1}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_shards_20260628_093052/shard_06_of_08.csv,10,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 5, ""containment"": 1}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_shards_20260628_093052/shard_06_of_08.jsonl,10,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 5, ""containment"": 1}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_shards_20260628_093052/shard_07_of_08.csv,10,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 5, ""containment"": 1}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_shards_20260628_093052/shard_07_of_08.jsonl,10,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 5, ""containment"": 1}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_smoke/shard_00_of_01.csv,66,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 44, ""containment"": 6}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_smoke/shard_00_of_01.jsonl,66,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 44, ""containment"": 6}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_smoke_cuda/shard_00_of_01.csv,1,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 1}",{},{}
reports/dpo_preference_protocol_v1/full_real_energy_smoke_cuda/shard_00_of_01.jsonl,1,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 1}",{},{}
reports/dpo_preference_protocol_v1/local_corruption_audit.csv,50,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 44, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 44}",{}
reports/dpo_preference_protocol_v1/localdpo_ready_pairs.jsonl,34,,34,34,34,34,34,34,34,34,34,34,"{""collision"": 30, ""containment"": 4}","{""orbit_left_44"": 4, ""orbit_right_64"": 30}","{""local_assets"": 102}"
reports/dpo_preference_protocol_v1/pair_audit.csv,66,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 44, ""containment"": 6}",{},{}
reports/dpo_preference_protocol_v1/pair_audit.jsonl,66,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 44, ""containment"": 6}",{},{}
reports/dpo_preference_protocol_v1/pair_energy_audit.csv,66,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 44, ""containment"": 6}",{},{}
reports/dpo_preference_protocol_v1/quality_floor_report.csv,48,,0,0,0,48,0,0,0,0,0,0,"{""collision"": 30, ""containment"": 18}","{""orbit_left_44"": 18, ""orbit_right_64"": 30}","{""local_assets"": 48}"
reports/dpo_preference_protocol_v1/reward_vectors.jsonl,48,,0,0,0,0,0,0,0,0,0,0,"{""anchored"": 48}",{},{}
reports/dpo_preference_protocol_v1/rollout_scores.csv,48,,0,0,0,48,0,0,0,0,0,0,"{""collision"": 30, ""containment"": 18}","{""orbit_left_44"": 18, ""orbit_right_64"": 30}","{""local_assets"": 48}"
reports/dpo_preference_protocol_v1/rollout_video_audit.csv,48,,0,0,0,48,0,0,0,0,0,0,"{""collision"": 30, ""containment"": 18}","{""orbit_left_44"": 18, ""orbit_right_64"": 30}","{""local_assets"": 48}"
reports/dpo_preference_protocol_v1/rollout_video_audit.jsonl,48,,0,0,0,48,0,0,0,0,0,0,"{""collision"": 30, ""containment"": 18}","{""orbit_left_44"": 18, ""orbit_right_64"": 30}","{""local_assets"": 48}"
reports/dpo_preference_protocol_v1/selected_medium_hard_losers.csv,16,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 10, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 10}",{}
reports/dpo_preference_protocol_v2/localdpo_ready_pairs_v2.jsonl,34,,34,34,34,34,34,34,34,34,34,34,"{""collision"": 30, ""containment"": 4}","{""orbit_left_44"": 4, ""orbit_right_64"": 30}","{""local_assets"": 102}"
reports/dpo_preference_protocol_v2/pair_audit.csv,34,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 30, ""containment"": 4}",{},{}
reports/dpo_preference_protocol_v2/pair_audit.jsonl,34,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 30, ""containment"": 4}",{},{}
reports/dpo_preference_protocol_v2/pair_metric_summary.csv,34,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 30, ""containment"": 4}",{},{}
reports/dpo_preference_protocol_v2/typeA_localdpo_pair_audit.csv,34,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 30, ""containment"": 4}",{},{}
reports/dpo_preference_protocol_v2/typeB_loser_quality_gate.csv,48,,0,0,0,48,0,0,0,0,0,0,"{""collision"": 30, ""containment"": 18}","{""orbit_left_44"": 18, ""orbit_right_64"": 30}","{""local_assets"": 48}"
reports/dpo_preference_protocol_v2/typeB_rejected_losers.csv,16,,0,0,0,16,0,0,0,0,0,0,"{""collision"": 10, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 10}","{""local_assets"": 16}"
reports/dpo_preference_protocol_v2/typeB_selected_medium_hard_losers.csv,0,,0,0,0,0,0,0,0,0,0,0,{},{},{}
reports/dpo_preference_protocol_v3/dpo_ready_pairs_v3.jsonl,34,,34,34,34,34,34,34,34,34,34,34,"{""collision"": 30, ""containment"": 4}","{""orbit_left_44"": 4, ""orbit_right_64"": 30}","{""local_assets"": 102}"
reports/dpo_preference_protocol_v3/localdpo_ready_pairs_v3.jsonl,34,,34,34,34,34,34,34,34,34,34,34,"{""collision"": 30, ""containment"": 4}","{""orbit_left_44"": 4, ""orbit_right_64"": 30}","{""local_assets"": 102}"
reports/dpo_preference_protocol_v3/pair_audit.csv,34,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 30, ""containment"": 4}","{""orbit_left_44"": 4, ""orbit_right_64"": 30}",{}
reports/dpo_preference_protocol_v3/pair_audit.jsonl,34,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 30, ""containment"": 4}","{""orbit_left_44"": 4, ""orbit_right_64"": 30}",{}
reports/dpo_preference_protocol_v3/pair_metric_summary.csv,2,,0,0,0,0,0,0,0,0,0,0,{},{},{}
reports/dpo_preference_protocol_v3/rejected_pairs.csv,1,,0,0,0,0,0,0,0,0,0,0,{},{},{}
reports/dpo_preference_protocol_v3/typeA_summary.csv,1,,0,0,0,0,0,0,0,0,0,0,{},{},{}
reports/dpo_preference_protocol_v3/typeB_summary.csv,1,,0,0,0,0,0,0,0,0,0,0,{},{},{}
reports/dpo_prefix5_pair_visual_audit/pair_audit.csv,50,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 44, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 44}",{}
reports/dpo_prefix5_pair_visual_audit/pair_audit.jsonl,50,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 44, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 44}",{}
reports/dpo_prefix5_pair_visual_audit/prefix5_training_readiness_check.csv,50,,0,0,0,0,0,0,0,0,0,0,{},{},{}
reports/localdpo_mask_v2/localdpo_ready_pairs_spatial_v2.jsonl,34,,34,34,34,34,34,34,34,34,34,34,"{""collision"": 30, ""containment"": 4}","{""orbit_left_44"": 4, ""orbit_right_64"": 30}","{""local_assets"": 102}"
reports/ppt_dpo_pair_examples_20260629_092647/selected_pairs_summary.csv,5,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 3, ""containment"": 2}","{""orbit_left_44"": 2, ""orbit_right_64"": 3}",{}
reports/ppt_dpo_pair_examples_20260629_093540/selected_pairs_summary.csv,5,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 2, ""containment"": 3}","{""orbit_left_44"": 3, ""orbit_right_64"": 2}",{}
reports/ppt_dpo_pair_examples_simple/loser_blur_audit.csv,18,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 11, ""containment"": 7}","{""orbit_left_44"": 7, ""orbit_right_64"": 11}",{}
reports/ppt_dpo_pair_examples_simple/selected_pairs.csv,5,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 3, ""containment"": 2}","{""orbit_left_44"": 2, ""orbit_right_64"": 3}",{}
reports/ppt_dpo_pair_examples_simple/stageA_lora_audit.csv,17,,0,0,0,0,0,0,0,0,0,0,{},{},{}
reports/ppt_winlose_showcase_latest/reward_guided_v4_selected_pairs.csv,5,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 5}",{},{}
reports/ppt_winlose_showcase_latest/selected_pairs_for_ppt.csv,5,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 3, ""containment"": 2}",{},{}
reports/ppt_winlose_showcase_latest/visible_mediumhard_v5_selected_pairs.csv,5,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 5}",{},{}
reports/quant_benchmark_v1/gt_sanity_4_skip_geometry/camera_breakdown.csv,1,,0,0,0,0,0,0,0,0,0,0,{},"{""orbit_left_72"": 1}",{}
reports/quant_benchmark_v1/gt_sanity_4_skip_geometry/failure_counts.csv,0,,0,0,0,0,0,0,0,0,0,0,{},{},{}
reports/quant_benchmark_v1/gt_sanity_4_skip_geometry/model_summary.csv,1,,0,0,0,0,0,0,0,0,0,0,{},{},{}
reports/quant_benchmark_v1/gt_sanity_4_skip_geometry/per_sample_metrics.csv,4,,0,0,0,0,0,0,0,0,0,0,"{""drop"": 4}","{""orbit_left_72"": 4}",{}
reports/quant_benchmark_v1/gt_sanity_4_skip_geometry/template_breakdown.csv,1,,0,0,0,0,0,0,0,0,0,0,"{""drop"": 1}",{},{}
reports/quant_benchmark_v1/gt_sanity_geometry_smoke/camera_breakdown.csv,1,,0,0,0,0,0,0,0,0,0,0,{},"{""orbit_left_72"": 1}",{}
reports/quant_benchmark_v1/gt_sanity_geometry_smoke/failure_counts.csv,0,,0,0,0,0,0,0,0,0,0,0,{},{},{}
reports/quant_benchmark_v1/gt_sanity_geometry_smoke/model_summary.csv,1,,0,0,0,0,0,0,0,0,0,0,{},{},{}
reports/quant_benchmark_v1/gt_sanity_geometry_smoke/per_sample_metrics.csv,4,,0,0,0,0,0,0,0,0,0,0,"{""drop"": 4}","{""orbit_left_72"": 4}",{}
reports/quant_benchmark_v1/gt_sanity_geometry_smoke/template_breakdown.csv,1,,0,0,0,0,0,0,0,0,0,0,"{""drop"": 1}",{},{}
reports/quant_benchmark_v1/gt_sanity_skip_geometry/camera_breakdown.csv,5,,0,0,0,0,0,0,0,0,0,0,{},"{""orbit_left_44"": 1, ""orbit_left_72"": 1, ""orbit_right_60"": 1, ""orbit_right_64"": 1, ""strafe_left_180"": 1}",{}
reports/quant_benchmark_v1/gt_sanity_skip_geometry/failure_counts.csv,0,,0,0,0,0,0,0,0,0,0,0,{},{},{}
reports/quant_benchmark_v1/gt_sanity_skip_geometry/model_summary.csv,1,,0,0,0,0,0,0,0,0,0,0,{},{},{}
reports/quant_benchmark_v1/gt_sanity_skip_geometry/per_sample_metrics.csv,80,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 22, ""containment"": 20, ""drop"": 16, ""roll"": 22}","{""orbit_left_44"": 20, ""orbit_left_72"": 16, ""orbit_right_60"": 22, ""orbit_right_64"": 16, ""strafe_left_180"": 6}",{}
reports/quant_benchmark_v1/gt_sanity_skip_geometry/template_breakdown.csv,4,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 1, ""containment"": 1, ""drop"": 1, ""roll"": 1}",{},{}
reports/reward_visual_alignment_v5/dpo_ready_pairs_visual_v5.jsonl,3,,3,3,3,3,3,3,3,3,3,3,"{""collision"": 3}","{""orbit_right_64"": 3}","{""local_assets"": 9}"
reports/reward_visual_alignment_v5/pair_visual_alignment.csv,42,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 38, ""containment"": 4}",{},{}
reports/reward_visual_alignment_v5/rejected_too_subtle_pairs.jsonl,39,,39,39,39,39,39,39,39,39,39,39,"{""collision"": 35, ""containment"": 4}","{""orbit_left_44"": 4, ""orbit_right_64"": 35}","{""local_assets"": 117}"
reports/stageA_v2v5_20260627/final/combined_generated_manifest.csv,16,,16,16,16,16,16,16,16,16,16,16,"{""collision"": 10, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 10}","{""local_assets"": 48}"
reports/stageA_v2v5_20260627/final/metrics/psnr_ssim_quality_per_sample.csv,16,,0,0,0,16,0,0,0,0,0,0,"{""collision"": 10, ""containment"": 6}",{},"{""local_assets"": 16}"
reports/stageA_v2v5_20260627/final/video_audit/all_video_audit.csv,16,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 10, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 10}",{}
reports/stageA_v2v5_20260627/final/video_audit/all_video_audit.jsonl,16,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 10, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 10}",{}
reports/stageA_v2v5_20260627/metrics_summary.csv,5,,0,0,0,0,0,0,0,0,0,0,{},{},{}
reports/stageA_v2v5_20260627/original_fast_baseline/combined_manifest.csv,16,,16,0,16,16,16,0,0,0,0,0,"{""collision"": 10, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 10}","{""local_assets"": 48}"
reports/stageA_v2v5_20260627/original_fast_baseline/metrics/psnr_ssim_quality_per_sample.csv,16,,0,0,0,16,0,0,0,0,0,0,"{""collision"": 10, ""containment"": 6}",{},"{""local_assets"": 16}"
reports/stageA_v2v5_20260627/original_fast_baseline/video_audit/all_video_audit.csv,16,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 10, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 10}",{}
reports/stageA_v2v5_20260627/original_fast_baseline/video_audit/all_video_audit.jsonl,16,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 10, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 10}",{}
reports/stageA_v2v5_20260627/step025/metrics/psnr_ssim_quality_per_sample.csv,16,,0,0,0,16,0,0,0,0,0,0,"{""collision"": 10, ""containment"": 6}",{},"{"""": 16}"
reports/stageA_v2v5_20260627/step025/video_audit/all_video_audit.csv,16,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 10, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 10}",{}
reports/stageA_v2v5_20260627/step025/video_audit/all_video_audit.jsonl,16,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 10, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 10}",{}
reports/stageA_v2v5_20260627/step050/combined_generated_manifest.csv,16,,16,16,16,16,16,16,16,16,16,16,"{""collision"": 10, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 10}","{""local_assets"": 48}"
reports/stageA_v2v5_20260627/step050/metrics/psnr_ssim_quality_per_sample.csv,16,,0,0,0,16,0,0,0,0,0,0,"{""collision"": 10, ""containment"": 6}",{},"{""local_assets"": 16}"
reports/stageA_v2v5_20260627/step050/video_audit/all_video_audit.csv,16,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 10, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 10}",{}
reports/stageA_v2v5_20260627/step050/video_audit/all_video_audit.jsonl,16,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 10, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 10}",{}
reports/stageA_v2v5_20260627/step075/combined_generated_manifest.csv,16,,16,16,16,16,16,16,16,16,16,16,"{""collision"": 10, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 10}","{""local_assets"": 48}"
reports/stageA_v2v5_20260627/step075/metrics/psnr_ssim_quality_per_sample.csv,16,,0,0,0,16,0,0,0,0,0,0,"{""collision"": 10, ""containment"": 6}",{},"{""local_assets"": 16}"
reports/stageA_v2v5_20260627/step075/video_audit/all_video_audit.csv,16,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 10, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 10}",{}
reports/stageA_v2v5_20260627/step075/video_audit/all_video_audit.jsonl,16,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 10, ""containment"": 6}","{""orbit_left_44"": 6, ""orbit_right_64"": 10}",{}
reports/targeted_BC_loser_mining_v6/dpo_ready_pairs_v6.jsonl,4,,4,0,0,4,0,0,0,0,0,0,"{""collision"": 4}","{""orbit_right_64"": 4}","{""local_assets"": 8}"
reports/targeted_BC_loser_mining_v6/pair_candidate_audit.csv,5,,0,0,0,0,0,0,0,0,0,0,"{""collision"": 4, ""containment"": 1}",{},{}
