sample_id,condition_id,template,camera_motion,model_key,rollout_set,status,frames_compared,PSNR,SSIM_global_proxy,LPIPS,FVD,VBench,sharpness,median_sharpness,gt_sharpness,sharpness_ratio_to_gt,flicker_proxy,freeze_rate_proxy,pixel_l1,local_absdiff_p95,R_quality_proxy,P_blur_proxy,P_freeze_proxy,R_total_proxy
03440_roll_orbit_right_60_seed42440,v6b_03440_roll_orbit_right_60_seed42440,roll,orbit_right_60,M0_original_fast,remaining16,missing_or_decode_failed,,,,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,,,,,,,,,,,,
03440_roll_orbit_right_60_seed42440,v6b_03440_roll_orbit_right_60_seed42440,roll,orbit_right_60,M_B_camera_r8,remaining16,ok,12,18.516249,0.874041,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,282.069605,262.867231,387.824598,0.727312,6.647614,0.0,0.076502,0.239216,1,0,0.0,0.812368
03440_roll_orbit_right_60_seed42440,v6b_03440_roll_orbit_right_60_seed42440,roll,orbit_right_60,M_C_camera_self_temporal_r4,remaining16,ok,12,18.583804,0.877856,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,285.429805,277.452297,387.824598,0.735977,6.415934,0.0,0.075458,0.239216,1,0,0.0,0.814547
03442_roll_orbit_right_60_seed42442,v6b_03442_roll_orbit_right_60_seed42442,roll,orbit_right_60,M0_original_fast,remaining16,missing_or_decode_failed,,,,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,,,,,,,,,,,,
03442_roll_orbit_right_60_seed42442,v6b_03442_roll_orbit_right_60_seed42442,roll,orbit_right_60,M_B_camera_r8,remaining16,ok,12,17.210103,0.861331,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,293.441305,277.632435,354.53069,0.827689,7.356255,0.0,0.088058,0.321569,1,0,0.0,0.791592
03442_roll_orbit_right_60_seed42442,v6b_03442_roll_orbit_right_60_seed42442,roll,orbit_right_60,M_C_camera_self_temporal_r4,remaining16,ok,12,17.19628,0.860197,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,284.428298,267.88291,354.53069,0.802267,6.108907,0.0,0.087987,0.313725,1,0,0.0,0.791022
04204_containment_orbit_left_44_seed43204,v6b_04204_containment_orbit_left_44_seed43204,containment,orbit_left_44,M0_original_fast,first16,ok,12,16.072969,0.819492,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,531.752923,499.701304,261.498719,2.033482,11.873864,0.0,0.105345,0.376471,1,0,0.0,0.762734
04204_containment_orbit_left_44_seed43204,v6b_04204_containment_orbit_left_44_seed43204,containment,orbit_left_44,M_B_camera_r8,first16,ok,12,15.785178,0.807488,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,534.504573,522.175956,261.498719,2.044005,12.45481,0.0,0.108165,0.384314,1,0,0.0,0.754935
04204_containment_orbit_left_44_seed43204,v6b_04204_containment_orbit_left_44_seed43204,containment,orbit_left_44,M_C_camera_self_temporal_r4,first16,ok,12,16.145196,0.812045,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,533.184825,514.613337,261.498719,2.038958,13.847839,0.0,0.105318,0.376471,1,0,0.0,0.761031
04209_containment_orbit_left_44_seed43209,v6b_04209_containment_orbit_left_44_seed43209,containment,orbit_left_44,M0_original_fast,first16,ok,12,16.330387,0.86196,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,621.993418,595.819562,413.486883,1.504264,11.964072,0.0,0.09732,0.298039,1,0,0.0,0.780816
04209_containment_orbit_left_44_seed43209,v6b_04209_containment_orbit_left_44_seed43209,containment,orbit_left_44,M_B_camera_r8,first16,ok,12,16.552453,0.865901,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,611.956153,598.038771,413.486883,1.479989,11.347053,0.0,0.094047,0.27451,1,0,0.0,0.784971
04209_containment_orbit_left_44_seed43209,v6b_04209_containment_orbit_left_44_seed43209,containment,orbit_left_44,M_C_camera_self_temporal_r4,first16,ok,12,16.230203,0.858539,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,1039.616395,925.716912,413.486883,2.514267,12.730967,0.0,0.097807,0.305882,1,0,0.0,0.778366
04214_containment_orbit_left_44_seed43214,v6b_04214_containment_orbit_left_44_seed43214,containment,orbit_left_44,M0_original_fast,first16,ok,12,15.198588,0.781101,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,1581.331996,1549.343421,1240.02573,1.275241,16.180765,0.0,0.122464,0.364706,1,0,0.0,0.738368
04214_containment_orbit_left_44_seed43214,v6b_04214_containment_orbit_left_44_seed43214,containment,orbit_left_44,M_B_camera_r8,first16,ok,12,15.360434,0.793411,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,1546.3868,1507.063969,1240.02573,1.24706,16.290001,0.0,0.121578,0.337255,1,0,0.0,0.744699
04214_containment_orbit_left_44_seed43214,v6b_04214_containment_orbit_left_44_seed43214,containment,orbit_left_44,M_C_camera_self_temporal_r4,first16,ok,12,15.300148,0.7871,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,1562.47131,1536.515462,1240.02573,1.260031,16.245552,0.0,0.121595,0.341177,1,0,0.0,0.741737
04228_containment_orbit_left_44_seed43228,v6b_04228_containment_orbit_left_44_seed43228,containment,orbit_left_44,M0_original_fast,first16,ok,12,15.976292,0.809568,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,1632.112461,1501.602166,890.144783,1.833536,16.082911,0.0,0.117124,0.32549,1,0,0.0,0.758053
04228_containment_orbit_left_44_seed43228,v6b_04228_containment_orbit_left_44_seed43228,containment,orbit_left_44,M_B_camera_r8,first16,ok,12,16.61681,0.809802,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,1640.212093,1441.294966,890.144783,1.842635,15.819448,0.0,0.106386,0.298039,1,0,0.0,0.766141
04228_containment_orbit_left_44_seed43228,v6b_04228_containment_orbit_left_44_seed43228,containment,orbit_left_44,M_C_camera_self_temporal_r4,first16,ok,12,15.543971,0.793244,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,1710.291458,1522.807744,890.144783,1.921363,16.731468,0.0,0.121621,0.337255,1,0,0.0,0.746935
04236_containment_orbit_left_44_seed43236,v6b_04236_containment_orbit_left_44_seed43236,containment,orbit_left_44,M0_original_fast,remaining16,missing_or_decode_failed,,,,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,,,,,,,,,,,,
04236_containment_orbit_left_44_seed43236,v6b_04236_containment_orbit_left_44_seed43236,containment,orbit_left_44,M_B_camera_r8,remaining16,ok,12,14.97923,0.869359,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,534.953296,536.882528,412.842816,1.29578,12.884897,0.0,0.116535,0.360784,1,0,0.0,0.766516
04236_containment_orbit_left_44_seed43236,v6b_04236_containment_orbit_left_44_seed43236,containment,orbit_left_44,M_C_camera_self_temporal_r4,remaining16,ok,12,14.823784,0.870849,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,562.541463,559.14903,412.842816,1.362604,12.438933,0.0,0.119879,0.376471,1,0,0.0,0.765094
04248_containment_orbit_left_44_seed43248,v6b_04248_containment_orbit_left_44_seed43248,containment,orbit_left_44,M0_original_fast,remaining16,missing_or_decode_failed,,,,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,,,,,,,,,,,,
04248_containment_orbit_left_44_seed43248,v6b_04248_containment_orbit_left_44_seed43248,containment,orbit_left_44,M_B_camera_r8,remaining16,ok,12,14.529919,0.758261,BLOCKED_BY_ENV: lpips unavailable,BLOCKED_BY_ENV: no local FVD/I3D backend,BLOCKED_BY_ENV: no local VBench evaluator,684.24871,663.303111,568.001102,1.204661,13.698783,0.0,0.115272,0.462745,1,0,0.0,0.722015
