sample_id,model_key,condition_id,template,camera_motion,seed,background_stability,camera_following,foreground_identity,object_deformation,physical_event,reobserve,freeze,visual_quality,sharpness_ok,too_blurry,too_collapsed,too_similar_to_gt,medium_hard_loser_candidate,failure_tags,written_reason,contact_sheet,generated_future,gt_future,R_total_proxy,PSNR,SSIM_global_proxy,sharpness_ratio_to_gt
03413_roll_orbit_right_60_seed42413,M0_original_fast,v6b_03413_roll_orbit_right_60_seed42413,roll,orbit_right_60,42413,,,,,,,,,no,yes,,,,,pending Codex visual review,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/contact_sheets/03413_roll_orbit_right_60_seed42413_M0_original_fast_prefix_future.jpg,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/03413_roll_orbit_right_60_seed42413_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03413_roll_orbit_right_60_seed42413/clean_future_5_80.mp4,0.520932,19.567594,0.869336,0.455526
03413_roll_orbit_right_60_seed42413,M_B_camera_r8,v6b_03413_roll_orbit_right_60_seed42413,roll,orbit_right_60,42413,,,,,,,,,no,yes,,,,,pending Codex visual review,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/03413_roll_orbit_right_60_seed42413_M_B_camera_r8_prefix_future.jpg,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/03413_roll_orbit_right_60_seed42413_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03413_roll_orbit_right_60_seed42413/clean_future_5_80.mp4,0.557123,19.33321,0.860082,0.48272
03413_roll_orbit_right_60_seed42413,M_C_camera_self_temporal_r4,v6b_03413_roll_orbit_right_60_seed42413,roll,orbit_right_60,42413,,,,,,,,,no,yes,,,,,pending Codex visual review,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/03413_roll_orbit_right_60_seed42413_M_C_camera_self_temporal_r4_prefix_future.jpg,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/03413_roll_orbit_right_60_seed42413_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03413_roll_orbit_right_60_seed42413/clean_future_5_80.mp4,0.523289,19.841572,0.873185,0.453976
03418_roll_orbit_right_60_seed42418,M0_original_fast,v6b_03418_roll_orbit_right_60_seed42418,roll,orbit_right_60,42418,,,,,,,,,yes,no,,,,,pending Codex visual review,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/contact_sheets/03418_roll_orbit_right_60_seed42418_M0_original_fast_prefix_future.jpg,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/03418_roll_orbit_right_60_seed42418_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03418_roll_orbit_right_60_seed42418/clean_future_5_80.mp4,0.813797,18.719919,0.870852,0.946637
03418_roll_orbit_right_60_seed42418,M_B_camera_r8,v6b_03418_roll_orbit_right_60_seed42418,roll,orbit_right_60,42418,,,,,,,,,yes,no,,,,,pending Codex visual review,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/03418_roll_orbit_right_60_seed42418_M_B_camera_r8_prefix_future.jpg,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/03418_roll_orbit_right_60_seed42418_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03418_roll_orbit_right_60_seed42418/clean_future_5_80.mp4,0.789013,17.921377,0.82856,0.887691
03418_roll_orbit_right_60_seed42418,M_C_camera_self_temporal_r4,v6b_03418_roll_orbit_right_60_seed42418,roll,orbit_right_60,42418,,,,,,,,,yes,no,,,,,pending Codex visual review,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/03418_roll_orbit_right_60_seed42418_M_C_camera_self_temporal_r4_prefix_future.jpg,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/03418_roll_orbit_right_60_seed42418_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03418_roll_orbit_right_60_seed42418/clean_future_5_80.mp4,0.788451,17.718095,0.834215,0.905786
04204_containment_orbit_left_44_seed43204,M0_original_fast,v6b_04204_containment_orbit_left_44_seed43204,containment,orbit_left_44,43204,,,,,,,,,yes,no,,,,,pending Codex visual review,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/contact_sheets/04204_containment_orbit_left_44_seed43204_M0_original_fast_prefix_future.jpg,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/04204_containment_orbit_left_44_seed43204_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,0.763995,16.12242,0.821327,2.042356
04204_containment_orbit_left_44_seed43204,M_B_camera_r8,v6b_04204_containment_orbit_left_44_seed43204,containment,orbit_left_44,43204,,,,,,,,,yes,no,,,,,pending Codex visual review,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/04204_containment_orbit_left_44_seed43204_M_B_camera_r8_prefix_future.jpg,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/04204_containment_orbit_left_44_seed43204_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,0.755326,15.803871,0.807936,2.117581
04204_containment_orbit_left_44_seed43204,M_C_camera_self_temporal_r4,v6b_04204_containment_orbit_left_44_seed43204,containment,orbit_left_44,43204,,,,,,,,,yes,no,,,,,pending Codex visual review,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/04204_containment_orbit_left_44_seed43204_M_C_camera_self_temporal_r4_prefix_future.jpg,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/04204_containment_orbit_left_44_seed43204_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,0.762439,16.192261,0.814387,2.11768
04209_containment_orbit_left_44_seed43209,M0_original_fast,v6b_04209_containment_orbit_left_44_seed43209,containment,orbit_left_44,43209,,,,,,,,,yes,no,,,,,pending Codex visual review,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/contact_sheets/04209_containment_orbit_left_44_seed43209_M0_original_fast_prefix_future.jpg,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/04209_containment_orbit_left_44_seed43209_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04209_containment_orbit_left_44_seed43209/clean_future_5_80.mp4,0.780741,16.337177,0.861504,1.507901
04209_containment_orbit_left_44_seed43209,M_B_camera_r8,v6b_04209_containment_orbit_left_44_seed43209,containment,orbit_left_44,43209,,,,,,,,,yes,no,,,,,pending Codex visual review,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/04209_containment_orbit_left_44_seed43209_M_B_camera_r8_prefix_future.jpg,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/04209_containment_orbit_left_44_seed43209_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04209_containment_orbit_left_44_seed43209/clean_future_5_80.mp4,0.784728,16.551328,0.865246,1.495322
04209_containment_orbit_left_44_seed43209,M_C_camera_self_temporal_r4,v6b_04209_containment_orbit_left_44_seed43209,containment,orbit_left_44,43209,,,,,,,,,yes,no,,,,,pending Codex visual review,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/04209_containment_orbit_left_44_seed43209_M_C_camera_self_temporal_r4_prefix_future.jpg,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/04209_containment_orbit_left_44_seed43209_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04209_containment_orbit_left_44_seed43209/clean_future_5_80.mp4,0.778551,16.250374,0.858348,2.548567
04214_containment_orbit_left_44_seed43214,M0_original_fast,v6b_04214_containment_orbit_left_44_seed43214,containment,orbit_left_44,43214,,,,,,,,,yes,no,,,,,pending Codex visual review,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/contact_sheets/04214_containment_orbit_left_44_seed43214_M0_original_fast_prefix_future.jpg,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/04214_containment_orbit_left_44_seed43214_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04214_containment_orbit_left_44_seed43214/clean_future_5_80.mp4,0.738813,15.213512,0.781841,1.256456
04214_containment_orbit_left_44_seed43214,M_B_camera_r8,v6b_04214_containment_orbit_left_44_seed43214,containment,orbit_left_44,43214,,,,,,,,,yes,no,,,,,pending Codex visual review,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/04214_containment_orbit_left_44_seed43214_M_B_camera_r8_prefix_future.jpg,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/04214_containment_orbit_left_44_seed43214_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04214_containment_orbit_left_44_seed43214/clean_future_5_80.mp4,0.744966,15.370753,0.793804,1.226706
04214_containment_orbit_left_44_seed43214,M_C_camera_self_temporal_r4,v6b_04214_containment_orbit_left_44_seed43214,containment,orbit_left_44,43214,,,,,,,,,yes,no,,,,,pending Codex visual review,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/04214_containment_orbit_left_44_seed43214_M_C_camera_self_temporal_r4_prefix_future.jpg,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/04214_containment_orbit_left_44_seed43214_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04214_containment_orbit_left_44_seed43214/clean_future_5_80.mp4,0.741959,15.308883,0.787424,1.248403
04228_containment_orbit_left_44_seed43228,M0_original_fast,v6b_04228_containment_orbit_left_44_seed43228,containment,orbit_left_44,43228,,,,,,,,,yes,no,,,,,pending Codex visual review,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/contact_sheets/04228_containment_orbit_left_44_seed43228_M0_original_fast_prefix_future.jpg,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/04228_containment_orbit_left_44_seed43228_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04228_containment_orbit_left_44_seed43228/clean_future_5_80.mp4,0.758432,16.005997,0.809592,1.831455
04228_containment_orbit_left_44_seed43228,M_B_camera_r8,v6b_04228_containment_orbit_left_44_seed43228,containment,orbit_left_44,43228,,,,,,,,,yes,no,,,,,pending Codex visual review,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/04228_containment_orbit_left_44_seed43228_M_B_camera_r8_prefix_future.jpg,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/04228_containment_orbit_left_44_seed43228_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04228_containment_orbit_left_44_seed43228/clean_future_5_80.mp4,0.766974,16.664652,0.810474,1.850019
04228_containment_orbit_left_44_seed43228,M_C_camera_self_temporal_r4,v6b_04228_containment_orbit_left_44_seed43228,containment,orbit_left_44,43228,,,,,,,,,yes,no,,,,,pending Codex visual review,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/04228_containment_orbit_left_44_seed43228_M_C_camera_self_temporal_r4_prefix_future.jpg,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/04228_containment_orbit_left_44_seed43228_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04228_containment_orbit_left_44_seed43228/clean_future_5_80.mp4,0.747912,15.596682,0.794152,1.920867
