pair_index,pair_type,pair_source,failure_type,condition_id,per_pair_decision,cache_root,pair_manifest_path,summary_path,step,pair_id,scope,objective,used_window_frames,timestep,actual_sigma,pair_weight,E_ref_winner_cached,E_ref_loser_cached,Delta_ref,E_policy_winner_pre,E_policy_loser_pre,Delta_policy_pre,E_policy_winner_post,E_policy_loser_post,Delta_policy_post,winner_improvement_pre,winner_improvement_post,loser_degradation_pre,loser_degradation_post,reference_relative_margin_pre,reference_relative_margin_post,winner_contribution_ratio_pre,winner_contribution_ratio_post,u_raw_pre,u_raw_post,u_clipped,lambda_loser,lambda_winner_anchor,dpo_loss,objective_loss,grad_norm,update_norm,lora_param_norm,lr,allocated_gb,reserved_gb,max_allocated_gb,step_time,finite,status,error_reason
2,TypeM_v10_synthetic_visible,synthetic,foreground_identity_color_shift,01038_drop_orbit_left_72_seed40038,S_PASS,local_assets/dpo_objective_repair_v12b/winner_anchor_diag/cache_L0_camera_r4/002_v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,reports/dpo_objective_repair_v12b/winner_anchor_diag/tmp_pair_manifests/002_v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift.jsonl,reports/dpo_objective_repair_v12b/winner_anchor_diag/per_pair_runs/002_v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift_L0_camera_r4_5step.summary.json,0,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,winner_anchor_repeat,49,349.5545349121094,0.34955453872680664,1.0,0.7348113656044006,0.7403198480606079,0.005508482456207275,0.7348113656044006,0.7403198480606079,0.005508482456207275,0.7346934676170349,0.7402342557907104,0.005540788173675537,0.0,0.00011789798736572266,0.0,-8.559226989746094e-05,0.0,3.230571746826172e-05,0.0,1.0,0.0,3.230571746826172e-05,3.230571746826172e-05,0.0,1.0,0.0,0.7348113656044006,0.11732559307141283,0.0017492558460070506,14.606438765688484,1e-06,35.047006130218506,57.814453125,56.60158967971802,91.89026880264282,True,PASS,
2,TypeM_v10_synthetic_visible,synthetic,foreground_identity_color_shift,01038_drop_orbit_left_72_seed40038,S_PASS,local_assets/dpo_objective_repair_v12b/winner_anchor_diag/cache_L0_camera_r4/002_v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,reports/dpo_objective_repair_v12b/winner_anchor_diag/tmp_pair_manifests/002_v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift.jsonl,reports/dpo_objective_repair_v12b/winner_anchor_diag/per_pair_runs/002_v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift_L0_camera_r4_5step.summary.json,1,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,winner_anchor_repeat,49,349.5545349121094,0.34955453872680664,1.0,0.7348113656044006,0.7403198480606079,0.005508482456207275,0.7346860766410828,0.7402328252792358,0.005546748638153076,0.7347285151481628,0.7402477264404297,0.005519211292266846,0.0001252889633178711,8.285045623779297e-05,-8.702278137207031e-05,-7.212162017822266e-05,3.826618194580078e-05,1.0728836059570312e-05,1.0,1.0,3.826618194580078e-05,1.0728836059570312e-05,1.0728836059570312e-05,0.0,1.0,0.0,0.7347373962402344,0.11728962953575499,0.0018927812498276075,14.606447525909687,1e-06,35.047006130218506,57.814453125,56.6506609916687,93.7895781993866,True,PASS,
2,TypeM_v10_synthetic_visible,synthetic,foreground_identity_color_shift,01038_drop_orbit_left_72_seed40038,S_PASS,local_assets/dpo_objective_repair_v12b/winner_anchor_diag/cache_L0_camera_r4/002_v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,reports/dpo_objective_repair_v12b/winner_anchor_diag/tmp_pair_manifests/002_v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift.jsonl,reports/dpo_objective_repair_v12b/winner_anchor_diag/per_pair_runs/002_v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift_L0_camera_r4_5step.summary.json,2,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,winner_anchor_repeat,49,349.5545349121094,0.34955453872680664,1.0,0.7348113656044006,0.7403198480606079,0.005508482456207275,0.7348199486732483,0.7402885556221008,0.005468606948852539,0.7347375154495239,0.7402287125587463,0.005491197109222412,-8.58306884765625e-06,7.385015487670898e-05,-3.129243850708008e-05,-9.113550186157227e-05,-3.987550735473633e-05,-1.728534698486328e-05,0.0,1.0,-3.987550735473633e-05,-1.728534698486328e-05,-1.728534698486328e-05,0.0,1.0,0.0,0.7348012328147888,0.11781659460897743,0.00197864450853098,14.606458871268424,1e-06,35.047006130218506,57.814453125,56.65122938156128,92.79605627059937,True,PASS,
2,TypeM_v10_synthetic_visible,synthetic,foreground_identity_color_shift,01038_drop_orbit_left_72_seed40038,S_PASS,local_assets/dpo_objective_repair_v12b/winner_anchor_diag/cache_L0_camera_r4/002_v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,reports/dpo_objective_repair_v12b/winner_anchor_diag/tmp_pair_manifests/002_v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift.jsonl,reports/dpo_objective_repair_v12b/winner_anchor_diag/per_pair_runs/002_v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift_L0_camera_r4_5step.summary.json,3,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,winner_anchor_repeat,49,349.5545349121094,0.34955453872680664,1.0,0.7348113656044006,0.7403198480606079,0.005508482456207275,0.7347849607467651,0.7403112649917603,0.005526304244995117,0.7348247170448303,0.740382194519043,0.0055574774742126465,2.6404857635498047e-05,-1.33514404296875e-05,-8.58306884765625e-06,6.23464584350586e-05,1.7821788787841797e-05,4.8995018005371094e-05,1.0,0.0,1.7821788787841797e-05,4.8995018005371094e-05,4.8995018005371094e-05,0.0,1.0,0.0,0.734731912612915,0.11835081244338101,0.0020392331063736006,14.60647178506315,1e-06,35.047006130218506,58.203125,56.65258550643921,91.94624853134155,True,PASS,
2,TypeM_v10_synthetic_visible,synthetic,foreground_identity_color_shift,01038_drop_orbit_left_72_seed40038,S_PASS,local_assets/dpo_objective_repair_v12b/winner_anchor_diag/cache_L0_camera_r4/002_v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,reports/dpo_objective_repair_v12b/winner_anchor_diag/tmp_pair_manifests/002_v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift.jsonl,reports/dpo_objective_repair_v12b/winner_anchor_diag/per_pair_runs/002_v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift_L0_camera_r4_5step.summary.json,4,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,winner_anchor_repeat,49,349.5545349121094,0.34955453872680664,1.0,0.7348113656044006,0.7403198480606079,0.005508482456207275,0.7348262667655945,0.7402990460395813,0.005472779273986816,0.7347815632820129,0.7402304410934448,0.005448877811431885,-1.4901161193847656e-05,2.9802322387695312e-05,-2.0802021026611328e-05,-8.940696716308594e-05,-3.5703182220458984e-05,-5.9604644775390625e-05,0.0,1.0,-3.5703182220458984e-05,-5.9604644775390625e-05,-5.9604644775390625e-05,0.0,1.0,0.0,0.7347831726074219,0.11897179154465055,0.002087995828852265,14.606486010486705,1e-06,35.047006130218506,58.1953125,56.65258550643921,93.11658430099487,True,PASS,
3,TypeM_v10_synthetic_visible,synthetic,foreground_identity_color_shift,01014_drop_orbit_left_72_seed40014,S_PASS,local_assets/dpo_objective_repair_v12b/winner_anchor_diag/cache_L0_camera_r4/003_v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,reports/dpo_objective_repair_v12b/winner_anchor_diag/tmp_pair_manifests/003_v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift.jsonl,reports/dpo_objective_repair_v12b/winner_anchor_diag/per_pair_runs/003_v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift_L0_camera_r4_5step.summary.json,0,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,winner_anchor_repeat,49,349.5545349121094,0.34955453872680664,1.0,0.7200694680213928,0.7255395650863647,0.005470097064971924,0.7200694680213928,0.7255395650863647,0.005470097064971924,0.7199684381484985,0.7255802154541016,0.005611777305603027,0.0,0.00010102987289428711,0.0,4.0650367736816406e-05,0.0,0.00014168024063110352,0.0,0.713083718973496,0.0,0.00014168024063110352,0.00014168024063110352,0.0,1.0,0.0,0.7200694680213928,0.12644433123076707,0.0017488512613863059,14.604560016384612,1e-06,35.047006130218506,57.814453125,56.60158967971802,92.4176595211029,True,PASS,
3,TypeM_v10_synthetic_visible,synthetic,foreground_identity_color_shift,01014_drop_orbit_left_72_seed40014,S_PASS,local_assets/dpo_objective_repair_v12b/winner_anchor_diag/cache_L0_camera_r4/003_v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,reports/dpo_objective_repair_v12b/winner_anchor_diag/tmp_pair_manifests/003_v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift.jsonl,reports/dpo_objective_repair_v12b/winner_anchor_diag/per_pair_runs/003_v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift_L0_camera_r4_5step.summary.json,1,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,winner_anchor_repeat,49,349.5545349121094,0.34955453872680664,1.0,0.7200694680213928,0.7255395650863647,0.005470097064971924,0.7200701832771301,0.7255882024765015,0.005518019199371338,0.7200031280517578,0.7256464958190918,0.005643367767333984,-7.152557373046875e-07,6.633996963500977e-05,4.863739013671875e-05,0.00010693073272705078,4.792213439941406e-05,0.00017327070236206055,0.0,0.3828689370485036,4.792213439941406e-05,0.00017327070236206055,0.00017327070236206055,0.0,1.0,0.0,0.7200291752815247,0.1264192602544085,0.0018895093776355137,14.604568508893859,1e-06,35.047006130218506,57.814453125,56.6506609916687,95.44753932952881,True,PASS,
3,TypeM_v10_synthetic_visible,synthetic,foreground_identity_color_shift,01014_drop_orbit_left_72_seed40014,S_PASS,local_assets/dpo_objective_repair_v12b/winner_anchor_diag/cache_L0_camera_r4/003_v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,reports/dpo_objective_repair_v12b/winner_anchor_diag/tmp_pair_manifests/003_v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift.jsonl,reports/dpo_objective_repair_v12b/winner_anchor_diag/per_pair_runs/003_v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift_L0_camera_r4_5step.summary.json,2,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,winner_anchor_repeat,49,349.5545349121094,0.34955453872680664,1.0,0.7200694680213928,0.7255395650863647,0.005470097064971924,0.7199119925498962,0.7255606651306152,0.005648672580718994,0.7200537919998169,0.7255985736846924,0.005544781684875488,0.00015747547149658203,1.5676021575927734e-05,2.110004425048828e-05,5.900859832763672e-05,0.0001785755157470703,7.468461990356445e-05,0.8818424566088118,0.20989624900239426,0.0001785755157470703,7.468461990356445e-05,7.468461990356445e-05,0.0,1.0,0.0,0.7200251817703247,0.1268934205424865,0.001975658124151832,14.604579600221141,1e-06,35.047006130218506,57.814453125,56.65122938156128,95.36003041267395,True,PASS,
3,TypeM_v10_synthetic_visible,synthetic,foreground_identity_color_shift,01014_drop_orbit_left_72_seed40014,S_PASS,local_assets/dpo_objective_repair_v12b/winner_anchor_diag/cache_L0_camera_r4/003_v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,reports/dpo_objective_repair_v12b/winner_anchor_diag/tmp_pair_manifests/003_v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift.jsonl,reports/dpo_objective_repair_v12b/winner_anchor_diag/per_pair_runs/003_v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift_L0_camera_r4_5step.summary.json,3,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,winner_anchor_repeat,49,349.5545349121094,0.34955453872680664,1.0,0.7200694680213928,0.7255395650863647,0.005470097064971924,0.7199963331222534,0.7256708145141602,0.005674481391906738,0.7200316190719604,0.725664496421814,0.005632877349853516,7.31348991394043e-05,3.784894943237305e-05,0.00013124942779541016,0.00012493133544921875,0.00020438432693481445,0.0001627802848815918,0.357830271216098,0.2325155620651776,0.00020438432693481445,0.0001627802848815918,0.0001627802848815918,0.0,1.0,0.0,0.7200631499290466,0.12742268530916898,0.0020367927450333557,14.604592216980576,1e-06,35.047006130218506,58.203125,56.65258550643921,93.91245126724243,True,PASS,
3,TypeM_v10_synthetic_visible,synthetic,foreground_identity_color_shift,01014_drop_orbit_left_72_seed40014,S_PASS,local_assets/dpo_objective_repair_v12b/winner_anchor_diag/cache_L0_camera_r4/003_v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,reports/dpo_objective_repair_v12b/winner_anchor_diag/tmp_pair_manifests/003_v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift.jsonl,reports/dpo_objective_repair_v12b/winner_anchor_diag/per_pair_runs/003_v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift_L0_camera_r4_5step.summary.json,4,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,winner_anchor_repeat,49,349.5545349121094,0.34955453872680664,1.0,0.7200694680213928,0.7255395650863647,0.005470097064971924,0.7200453877449036,0.7256515026092529,0.005606114864349365,0.7200400233268738,0.7255542278289795,0.005514204502105713,2.4080276489257812e-05,2.944469451904297e-05,0.0001119375228881836,1.4662742614746094e-05,0.0001360177993774414,4.410743713378906e-05,0.17703768624014024,0.6675675675675675,0.0001360177993774414,4.410743713378906e-05,4.410743713378906e-05,0.0,1.0,0.0,0.7200151085853577,0.1280044899715732,0.002085729915062285,14.604606191996886,1e-06,35.047006130218506,58.1953125,56.65258550643921,113.63311982154846,True,PASS,
