utility_type,count,beta,median_abs_u,median_abs_beta_u,p90_abs_beta_u,mean_dpo_loss,mean_gradient_scale,near_zero_ratio,effective_ratio,saturation_ratio
u_raw,494,0.01,0.0001506209373474121,1.506209373474121e-06,2.8795003890991212e-06,0.6931468856675784,0.004999998525536128,1.0,0.0,0.0
u_raw,494,0.02,0.0001506209373474121,3.012418746948242e-06,5.7590007781982425e-06,0.6931465907760256,0.009999994102144529,1.0,0.0,0.0
u_raw,494,0.05,0.0001506209373474121,7.531046867370606e-06,1.4397501945495606e-05,0.6931457061062478,0.02499996313840331,1.0,0.0,0.0
u_raw,494,0.1,0.0001506209373474121,1.5062093734741212e-05,2.8795003890991212e-05,0.6931442316728934,0.04999985255361325,1.0,0.0,0.0
u_raw,494,0.2,0.0001506209373474121,3.0124187469482424e-05,5.7590007781982425e-05,0.6931412828672077,0.09999941021445319,1.0,0.0,0.0
u_raw,494,0.5,0.0001506209373474121,7.531046867370605e-05,0.00014397501945495605,0.6931324369383479,0.2499963138403365,1.0,0.0,0.0
u_raw,494,1,0.0001506209373474121,0.0001506209373474121,0.0002879500389099121,0.6931176953509006,0.49998525536140426,1.0,0.0,0.0
u_raw,494,2,0.0001506209373474121,0.0003012418746948242,0.0005759000778198242,0.693088218278461,0.9999410214465417,1.0,0.0,0.0
u_raw,494,5,0.0001506209373474121,0.0007531046867370605,0.0014397501945495605,0.6929998358807767,2.4996313840813533,1.0,0.0,0.0
u_raw,494,10,0.0001506209373474121,0.001506209373474121,0.002879500389099121,0.6928526946166433,4.998525536903455,1.0,0.0,0.0
u_raw,494,20,0.0001506209373474121,0.003012418746948242,0.005759000778198242,0.6925590223323294,9.994102156862523,1.0,0.0,0.0
u_raw,494,50,0.0001506209373474121,0.0075310468673706055,0.014397501945495605,0.691682887380514,24.963138885012906,0.6923076923076923,0.0,0.0
u_raw,494,100,0.0001506209373474121,0.015062093734741211,0.02879500389099121,0.6902389347519069,49.85256131987601,0.3117408906882591,0.0,0.0
u_raw,494,200,0.0001506209373474121,0.030124187469482422,0.05759000778198242,0.6874120396020263,99.41033772597527,0.1437246963562753,0.1862348178137652,0.0
u_raw,494,500,0.0001506209373474121,0.07531046867370605,0.14397501945495605,0.6794189311036567,246.31864674240668,0.05465587044534413,0.6882591093117408,0.0
u_raw,494,1000,0.0001506209373474121,0.1506209373474121,0.2879500389099121,0.6677152698414787,485.33175860847047,0.02631578947368421,0.8562753036437247,0.0
u_log,494,0.01,0.00020455321269580986,2.045532126958099e-06,3.955064319476866e-06,0.6931467650166507,0.004999997922279729,1.0,0.0,0.0
u_log,494,0.02,0.00020455321269580986,4.091064253916198e-06,7.910128638953733e-06,0.6931463494748727,0.00999999168911895,1.0,0.0,0.0
u_log,494,0.05,0.00020455321269580986,1.0227660634790493e-05,1.9775321597384332e-05,0.6931451028586361,0.024999948056993376,1.0,0.0,0.0
u_log,494,0.1,0.00020455321269580986,2.0455321269580986e-05,3.9550643194768665e-05,0.6931430251952352,0.04999979222797351,1.0,0.0,0.0
u_log,494,0.2,0.00020455321269580986,4.091064253916197e-05,7.910128638953733e-05,0.6931388699821674,0.09999916891189439,1.0,0.0,0.0
u_log,494,0.5,0.00020455321269580986,0.00010227660634790493,0.0001977532159738433,0.6931264052528051,0.24999480569935106,1.0,0.0,0.0
u_log,494,1,0.00020455321269580986,0.00020455321269580986,0.0003955064319476866,0.6931056337366811,0.4999792227975633,1.0,0.0,0.0
u_log,494,2,0.00020455321269580986,0.0004091064253916197,0.0007910128638953732,0.6930641020774875,0.9999168911928029,1.0,0.0,0.0
u_log,494,5,0.00020455321269580986,0.0010227660634790493,0.001977532159738433,0.6929395980842997,2.499480570066582,1.0,0.0,0.0
u_log,494,10,0.00020455321269580986,0.0020455321269580986,0.003955064319476866,0.6927323947100582,4.997922281860057,1.0,0.0,0.0
u_log,494,20,0.00020455321269580986,0.004091064253916197,0.007910128638953733,0.6923191252617528,9.991689152939754,0.9898785425101214,0.0,0.0
u_log,494,50,0.00020455321269580986,0.010227660634790494,0.01977532159738433,0.6910884151419157,24.948058321433155,0.4817813765182186,0.0,0.0
u_log,494,100,0.00020455321269580986,0.020455321269580988,0.03955064319476866,0.6890675565365758,49.79224921975116,0.24696356275303644,0.010121457489878543,0.0
u_log,494,200,0.00020455321269580986,0.040910642539161976,0.07910128638953733,0.6851395194474013,99.16925166426547,0.11133603238866396,0.3684210526315789,0.0
u_log,494,500,0.00020455321269580986,0.10227660634790493,0.1977532159738433,0.6742630917967214,244.81892544927018,0.04251012145748988,0.7530364372469636,0.0
u_log,494,1000,0.00020455321269580986,0.20455321269580987,0.3955064319476866,0.6591367960510969,479.4318275152554,0.018218623481781375,0.888663967611336,0.0
