step,pair_id,scope,objective,used_window_frames,timestep,actual_sigma,actual_sigma_bin,pair_weight,win_gap,lose_gap,g_w,g_l,g_l_clip,loser_dominance,health_flags,E_ref_winner_cached,E_ref_loser_cached,Delta_ref,E_policy_winner_pre,E_policy_loser_pre,Delta_policy_pre,E_policy_winner_post,E_policy_loser_post,Delta_policy_post,winner_improvement_pre,winner_improvement_post,loser_degradation_pre,loser_degradation_post,reference_relative_margin_pre,reference_relative_margin_post,winner_contribution_ratio_pre,winner_contribution_ratio_post,u_raw_pre,u_raw_post,u_clipped,lambda_loser,lambda_winner_anchor,lambda_pref,dpo_loss,objective_loss,grad_norm,update_norm,lora_param_norm,lr,allocated_gb,reserved_gb,max_allocated_gb,step_time,finite,status,error_reason
0,v6b_GT_C_007_04228_containment_orbit_left_44_seed43228,L0_camera_r4,calibrated_winner_detached_log,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.0001201629638671875,2.9981136322021484e-05,-0.00015353116958475015,3.669321433401859e-05,3.669321433401859e-05,0.19289437861808315,WINNER_IMPROVES;LOSER_DEGRADES,0.782721757888794,0.8170607686042786,0.03433901071548462,0.7827064394950867,0.8171393275260925,0.03443288803100586,0.7826015949249268,0.8170907497406006,0.03448915481567383,1.531839370727539e-05,0.0001201629638671875,7.855892181396484e-05,2.9981136322021484e-05,9.387731552124023e-05,0.00015014410018920898,0.16317460317460317,0.8003175863437872,9.387731552124023e-05,0.00015014410018920898,0.00015014410018920898,0.0,1.0,0.005,0.6284676194190979,0.7856875658035278,0.5243236035200598,0.002508036479213693,14.611002258417008,1e-06,34.967875957489014,56.896484375,56.52164316177368,95.18725156784058,True,PASS,
1,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_log,49,349.5545349121094,0.34955453872680664,mid,1.0,0.00018399953842163086,-7.706880569458008e-05,0.00024999931965960563,-0.00010385113704256808,-0.00010385113704256808,0.0,WINNER_WORSE,0.7359081506729126,0.7421469688415527,0.006238818168640137,0.7360357642173767,0.7421430945396423,0.006107330322265625,0.7360921502113342,0.7420699000358582,0.005977749824523926,-0.00012761354446411133,-0.00018399953842163086,-3.874301910400391e-06,-7.706880569458008e-05,-0.00013148784637451172,-0.00026106834411621094,0.0,0.0,-0.00013148784637451172,-0.00026106834411621094,-0.00026106834411621094,0.0,1.0,0.005,0.774368405342102,0.7398592829704285,0.6808953789419203,0.002372442746614175,14.611026446219103,1e-06,34.96790647506714,56.896484375,56.57050275802612,92.9068489074707,True,PASS,
2,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_log,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00013530254364013672,1.8417835235595703e-05,-0.00018653272920455668,2.519930968478216e-05,2.519930968478216e-05,0.11901509954264648,WINNER_IMPROVES;LOSER_DEGRADES,0.7254231572151184,0.7308772802352905,0.005454123020172119,0.7251080274581909,0.730758786201477,0.005650758743286133,0.7252878546714783,0.7308956980705261,0.0056078433990478516,0.00031512975692749023,0.00013530254364013672,-0.00011849403381347656,1.8417835235595703e-05,0.00019663572311401367,0.00015372037887573242,1.0,0.8801861186506398,0.00019663572311401367,0.00015372037887573242,0.00015372037887573242,0.0,1.0,0.005,0.6480168104171753,0.7285749316215515,0.6311027402487978,0.0023584977564709733,14.61105101675162,1e-06,34.96790647506714,56.896484375,56.57050275802612,93.83025884628296,True,PASS,
3,v10_TypeM_039_04214_containment_orbit_left_44_seed43214_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_log,49,349.5545349121094,0.34955453872680664,mid,1.0,-8.177757263183594e-05,-0.00012725591659545898,-0.00010387336230484648,-0.00016292761602048754,-0.00016292761602048754,0.0,WINNER_IMPROVES,0.7873223423957825,0.7811216115951538,-0.006200730800628662,0.7873319983482361,0.7811083197593689,-0.0062236785888671875,0.7872405648231506,0.7809943556785583,-0.006246209144592285,-9.655952453613281e-06,8.177757263183594e-05,-1.329183578491211e-05,-0.00012725591659545898,-2.294778823852539e-05,-4.547834396362305e-05,0.0,1.0,-2.294778823852539e-05,-4.547834396362305e-05,-4.547834396362305e-05,0.0,1.0,0.005,0.6821500062942505,0.7906057238578796,0.5195620284291012,0.0023178397914740256,14.611075756966741,1e-06,34.967875957489014,56.916015625,56.57050275802612,93.0360336303711,True,PASS,
4,v6b_GT_C_007_04228_containment_orbit_left_44_seed43228,L0_camera_r4,calibrated_winner_detached_log,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00015801191329956055,-3.725290298461914e-05,-0.0002018953237952563,-4.5594836071669346e-05,-4.5594836071669346e-05,0.0,WINNER_IMPROVES,0.782721757888794,0.8170607686042786,0.03433901071548462,0.7826464176177979,0.8170886635780334,0.034442245960235596,0.7825637459754944,0.817023515701294,0.03445976972579956,7.534027099609375e-05,0.00015801191329956055,2.7894973754882812e-05,-3.725290298461914e-05,0.00010323524475097656,0.0001207590103149414,0.7297921478060047,1.0,0.00010323524475097656,0.0001207590103149414,0.0001207590103149414,0.0,1.0,0.005,0.6105844378471375,0.7856839299201965,0.5268837239781766,0.0023215231781816043,14.611100879975465,1e-06,34.967875957489014,56.896484375,56.57050275802612,93.08524489402771,True,PASS,
5,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_log,49,349.5545349121094,0.34955453872680664,mid,1.0,-1.233816146850586e-05,5.2988529205322266e-05,-1.676603896950265e-05,7.139642030862035e-05,7.139642030862035e-05,0.8098279119391234,WINNER_IMPROVES;LOSER_DEGRADES;LOSER_DOMINANT,0.7359081506729126,0.7421469688415527,0.006238818168640137,0.7359054684638977,0.7421086430549622,0.006203174591064453,0.7358958125114441,0.7421999573707581,0.006304144859313965,2.682209014892578e-06,1.233816146850586e-05,-3.832578659057617e-05,5.2988529205322266e-05,-3.5643577575683594e-05,6.532669067382812e-05,1.0,0.18886861313868614,-3.5643577575683594e-05,6.532669067382812e-05,6.532669067382812e-05,0.0,1.0,0.005,0.6402068734169006,0.739051342010498,0.6277303700310624,0.0023357084936975942,14.611126589029851,1e-06,34.96790647506714,56.916015625,56.57050275802612,92.64235305786133,True,PASS,
6,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_log,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00028395652770996094,7.110834121704102e-05,-0.00039151233433705706,9.728703198667727e-05,9.728703198667727e-05,0.19903264752238564,WINNER_IMPROVES;LOSER_DEGRADES,0.7254231572151184,0.7308772802352905,0.005454123020172119,0.725102424621582,0.7309061884880066,0.0058037638664245605,0.7251392006874084,0.7309483885765076,0.005809187889099121,0.00032073259353637695,0.00028395652770996094,2.8908252716064453e-05,7.110834121704102e-05,0.0003496408462524414,0.00035506486892700195,0.9173201500170474,0.7997314084270606,0.0003496408462524414,0.00035506486892700195,0.00035506486892700195,0.0,1.0,0.005,0.5086157321929932,0.7276679277420044,0.563426670687456,0.00233271492793361,14.61115254496632,1e-06,34.96790647506714,56.896484375,56.57050275802612,93.89939045906067,True,PASS,
7,v10_TypeM_039_04214_containment_orbit_left_44_seed43214_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_log,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.0001799464225769043,-0.0001456737518310547,-0.00022858107481147993,-0.00018651043968491253,-0.00018651043968491253,0.0,WINNER_IMPROVES,0.7873223423957825,0.7811216115951538,-0.006200730800628662,0.7871341705322266,0.7810227870941162,-0.0061113834381103516,0.7871423959732056,0.7809759378433228,-0.0061664581298828125,0.0001881718635559082,0.0001799464225769043,-9.882450103759766e-05,-0.0001456737518310547,8.934736251831055e-05,3.427267074584961e-05,1.0,1.0,8.934736251831055e-05,3.427267074584961e-05,3.427267074584961e-05,0.0,1.0,0.005,0.6723833680152893,0.7905498147010803,0.5264206932752539,0.0023274440835421573,14.61117888526503,1e-06,34.967875957489014,56.916015625,56.57050275802612,93.347895860672,True,PASS,
8,v6b_GT_C_007_04228_containment_orbit_left_44_seed43228,L0_camera_r4,calibrated_winner_detached_log,49,349.5545349121094,0.34955453872680664,mid,1.0,-9.167194366455078e-05,-2.771615982055664e-05,-0.00011712630992087008,-3.392236005915663e-05,-3.392236005915663e-05,0.0,WINNER_IMPROVES,0.782721757888794,0.8170607686042786,0.03433901071548462,0.782580554485321,0.8170602321624756,0.03447967767715454,0.7826300859451294,0.817033052444458,0.03440296649932861,0.0001412034034729004,9.167194366455078e-05,-5.364418029785156e-07,-2.771615982055664e-05,0.00014066696166992188,6.395578384399414e-05,1.0,1.0,0.00014066696166992188,6.395578384399414e-05,6.395578384399414e-05,0.0,1.0,0.005,0.5578283071517944,0.7853071689605713,0.5122349669851529,0.0023304584495120184,14.611205671460677,1e-06,34.967875957489014,56.896484375,56.57050275802612,93.28251433372498,True,PASS,
9,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_log,49,349.5545349121094,0.34955453872680664,mid,1.0,4.172325134277344e-05,-8.827447891235352e-05,5.6694667678120436e-05,-0.00011895181377535184,-0.00011895181377535184,0.0,WINNER_WORSE,0.7359081506729126,0.7421469688415527,0.006238818168640137,0.7359439730644226,0.7419924736022949,0.0060485005378723145,0.7359498739242554,0.7420586943626404,0.00610882043838501,-3.5822391510009766e-05,-4.172325134277344e-05,-0.0001544952392578125,-8.827447891235352e-05,-0.00019031763076782227,-0.00012999773025512695,0.0,0.0,-0.00019031763076782227,-0.00012999773025512695,-0.00012999773025512695,0.0,1.0,0.005,0.8995382785797119,0.7404873371124268,0.7653069268538607,0.0023664179548435827,14.61123322298953,1e-06,34.96790647506714,56.916015625,56.57050275802612,93.58282423019409,True,PASS,
