step,pair_id,scope,objective,used_window_frames,timestep,actual_sigma,actual_sigma_bin,pair_weight,win_gap,lose_gap,g_w,g_l,g_l_clip,loser_dominance,health_flags,E_ref_winner_cached,E_ref_loser_cached,Delta_ref,E_policy_winner_pre,E_policy_loser_pre,Delta_policy_pre,E_policy_winner_post,E_policy_loser_post,Delta_policy_post,winner_improvement_pre,winner_improvement_post,loser_degradation_pre,loser_degradation_post,reference_relative_margin_pre,reference_relative_margin_post,winner_contribution_ratio_pre,winner_contribution_ratio_post,u_raw_pre,u_raw_post,u_clipped,lambda_loser,lambda_winner_anchor,lambda_pref,dpo_loss,objective_loss,grad_norm,update_norm,lora_param_norm,lr,allocated_gb,reserved_gb,max_allocated_gb,step_time,finite,status,error_reason,winner_contribution_ratio
10,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00020641088485717773,-1.806020736694336e-05,-0.0002845790783776226,-2.4710619345560673e-05,-2.4710619345560673e-05,0.0,WINNER_IMPROVES,0.7254231572151184,0.7308772802352905,0.005454123020172119,0.7251662611961365,0.7307726144790649,0.005606353282928467,0.7252167463302612,0.7308592200279236,0.0056424736976623535,0.0002568960189819336,0.00020641088485717773,-0.00010466575622558594,-1.806020736694336e-05,0.00015223026275634766,0.00018835067749023438,1.0,1.0,0.00015223026275634766,0.00018835067749023438,0.00018835067749023438,0.0,1.0,0.005,0.6185776591300964,0.728228747844696,0.5073211225016446,0.002369286556100662,14.61126067031348,1e-06,34.96790552139282,56.896484375,56.57050180435181,92.67728281021118,True,PASS,,0.9999648616171183
11,v10_TypeM_039_04214_containment_orbit_left_44_seed43214_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.0001138448715209961,-0.00017815828323364258,-0.00014460799037641672,-0.00022810609586954166,-0.00022810609586954166,0.0,WINNER_IMPROVES,0.7873223423957825,0.7811216115951538,-0.006200730800628662,0.7871885299682617,0.7809266448020935,-0.006261885166168213,0.7872084975242615,0.7809434533119202,-0.006265044212341309,0.00013381242752075195,0.0001138448715209961,-0.00019496679306030273,-0.00017815828323364258,-6.115436553955078e-05,-6.431341171264648e-05,1.0,1.0,-6.115436553955078e-05,-6.431341171264648e-05,-6.431341171264648e-05,0.0,1.0,0.005,0.6832427382469177,0.7905964255332947,0.4543693996933139,0.0023678747458590658,14.611288961730754,1e-06,34.9678750038147,56.916015625,56.57050180435181,94.91905522346497,True,PASS,,0.9999308523097716
12,v6b_GT_C_007_04228_containment_orbit_left_44_seed43228,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00012576580047607422,-0.00012475252151489258,-0.00016069044018906267,-0.00015269616366382762,-0.00015269616366382762,0.0,WINNER_IMPROVES,0.782721757888794,0.8170607686042786,0.03433901071548462,0.7824687361717224,0.8169257640838623,0.03445702791213989,0.7825959920883179,0.8169360160827637,0.0343400239944458,0.0002530217170715332,0.00012576580047607422,-0.00013500452041625977,-0.00012475252151489258,0.00011801719665527344,1.0132789611816406e-06,1.0,1.0,0.00011801719665527344,1.0132789611816406e-06,1.0132789611816406e-06,0.0,1.0,0.005,0.611758828163147,0.7855662703514099,0.46058423958409334,0.0023778525948262926,14.611317883101911,1e-06,34.9678750038147,56.896484375,56.57050180435181,92.86111640930176,True,PASS,,0.9999377724168755
13,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-6.192922592163086e-05,-0.00023281574249267578,-8.415701191690881e-05,-0.0003137549226552052,-0.0003137549226552052,0.0,WINNER_IMPROVES,0.7359081506729126,0.7421469688415527,0.006238818168640137,0.7359451055526733,0.7420443296432495,0.006099224090576172,0.735846221446991,0.7419141530990601,0.006067931652069092,-3.695487976074219e-05,6.192922592163086e-05,-0.00010263919830322266,-0.00023281574249267578,-0.00013959407806396484,-0.00017088651657104492,0.0,1.0,-0.00013959407806396484,-0.00017088651657104492,-0.00017088651657104492,0.0,1.0,0.005,0.757657527923584,0.7396062016487122,0.5674643863255063,0.00240271629873835,14.611347483322454,1e-06,34.96790552139282,56.916015625,56.57050180435181,93.59909701347351,True,PASS,,0.9998811886061743
14,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00027942657470703125,-9.828805923461914e-05,-0.0003852653423293085,-0.0001344886070591112,-0.0001344886070591112,0.0,WINNER_IMPROVES,0.7254231572151184,0.7308772802352905,0.005454123020172119,0.7252479791641235,0.73066645860672,0.0054184794425964355,0.7251437306404114,0.7307789921760559,0.005635261535644531,0.00017517805099487305,0.00027942657470703125,-0.00021082162857055664,-9.828805923461914e-05,-3.5643577575683594e-05,0.0001811385154724121,1.0,1.0,-3.5643577575683594e-05,0.0001811385154724121,0.0001811385154724121,0.0,1.0,0.005,0.531438946723938,0.7276822328567505,0.47984414118837704,0.0023994353958355637,14.611377380180947,1e-06,34.96790552139282,56.896484375,56.57050180435181,93.02306056022644,True,PASS,,0.9999740445367213
15,v10_TypeM_039_04214_containment_orbit_left_44_seed43214_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00025528669357299805,-0.0001906752586364746,-0.0003242993034325015,-0.0002441342416996529,-0.0002441342416996529,0.0,WINNER_IMPROVES,0.7873223423957825,0.7811216115951538,-0.006200730800628662,0.7872622013092041,0.7809332609176636,-0.006328940391540527,0.7870670557022095,0.7809309363365173,-0.006136119365692139,6.014108657836914e-05,0.00025528669357299805,-0.00018835067749023438,-0.0001906752586364746,-0.00012820959091186523,6.461143493652344e-05,1.0,1.0,-0.00012820959091186523,6.461143493652344e-05,6.461143493652344e-05,0.0,1.0,0.005,0.6644541621208191,0.7903980612754822,0.4575025247030221,0.0024012075936004082,14.611407681642481,1e-06,34.9678750038147,56.916015625,56.57050180435181,92.77186346054077,True,PASS,,0.9999691652385727
16,v6b_GT_C_007_04228_containment_orbit_left_44_seed43228,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.0002509951591491699,-0.0001099705696105957,-0.0003207211314736504,-0.00013460194612553968,-0.00013460194612553968,0.0,WINNER_IMPROVES,0.782721757888794,0.8170607686042786,0.03433901071548462,0.7824177742004395,0.8168889284133911,0.03447115421295166,0.7824707627296448,0.816950798034668,0.03448003530502319,0.0003039836883544922,0.0002509951591491699,-0.00017184019088745117,-0.0001099705696105957,0.00013214349746704102,0.00014102458953857422,1.0,1.0,0.00013214349746704102,0.00014102458953857422,0.00014102458953857422,0.0,1.0,0.005,0.6120043396949768,0.7853938341140747,0.4701825603353233,0.0024152715047086226,14.611438662843112,1e-06,34.9678750038147,56.896484375,56.57050180435181,93.84724497795105,True,PASS,,0.9999688212367972
17,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00013715028762817383,-0.0003350973129272461,-0.00018638612371829256,-0.00045162615699381357,-0.00045162615699381357,0.0,WINNER_IMPROVES,0.7359081506729126,0.7421469688415527,0.006238818168640137,0.735864520072937,0.7418819069862366,0.0060173869132995605,0.7357710003852844,0.7418118715286255,0.0060408711433410645,4.363059997558594e-05,0.00013715028762817383,-0.0002650618553161621,-0.0003350973129272461,-0.00022143125534057617,-0.00019794702529907227,1.0,1.0,-0.00022143125534057617,-0.00019794702529907227,-0.00019794702529907227,0.0,1.0,0.005,0.7461904287338257,0.7395972013473511,0.5749338284387537,0.0024434356382834997,14.611470356740735,1e-06,34.96790552139282,56.916015625,56.57050180435181,93.069819688797,True,PASS,,0.9999463508156687
18,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.0003014206886291504,-0.0002372264862060547,-0.0004155964977190978,-0.00032463040913290715,-0.00032463040913290715,0.0,WINNER_IMPROVES,0.7254231572151184,0.7308772802352905,0.005454123020172119,0.7251032590866089,0.7306509017944336,0.005547642707824707,0.7251217365264893,0.7306400537490845,0.005518317222595215,0.0003198981285095215,0.0003014206886291504,-0.0002263784408569336,-0.0002372264862060547,9.351968765258789e-05,6.41942024230957e-05,1.0,1.0,9.351968765258789e-05,6.41942024230957e-05,6.41942024230957e-05,0.0,1.0,0.005,0.6223251819610596,0.7282136082649231,0.5301234730381652,0.0024531256822544127,14.611502618251976,1e-06,34.96790552139282,56.896484375,56.57050180435181,93.10318303108215,True,PASS,,0.9999759387784963
19,v10_TypeM_039_04214_containment_orbit_left_44_seed43214_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.0002976655960083008,-0.000370025634765625,-0.00037814483356534817,-0.0004738228910378757,-0.0004738228910378757,0.0,WINNER_IMPROVES,0.7873223423957825,0.7811216115951538,-0.006200730800628662,0.787039577960968,0.7807980179786682,-0.006241559982299805,0.7870246767997742,0.7807515859603882,-0.006273090839385986,0.0002827644348144531,0.0002976655960083008,-0.0003235936164855957,-0.000370025634765625,-4.082918167114258e-05,-7.236003875732422e-05,1.0,1.0,-4.082918167114258e-05,-7.236003875732422e-05,-7.236003875732422e-05,0.0,1.0,0.005,0.7449687719345093,0.790873646736145,0.49436533276198674,0.00246297740796707,14.611535394628952,1e-06,34.9678750038147,56.916015625,56.57050180435181,93.516756772995,True,PASS,,0.9999735558054205
