step,pair_id,scope,objective,used_window_frames,timestep,actual_sigma,actual_sigma_bin,pair_weight,win_gap,lose_gap,g_w,g_l,g_l_clip,loser_dominance,health_flags,E_ref_winner_cached,E_ref_loser_cached,Delta_ref,E_policy_winner_pre,E_policy_loser_pre,Delta_policy_pre,E_policy_winner_post,E_policy_loser_post,Delta_policy_post,winner_improvement_pre,winner_improvement_post,loser_degradation_pre,loser_degradation_post,reference_relative_margin_pre,reference_relative_margin_post,winner_contribution_ratio_pre,winner_contribution_ratio_post,u_raw_pre,u_raw_post,u_clipped,lambda_loser,lambda_winner_anchor,lambda_pref,dpo_loss,objective_loss,grad_norm,update_norm,lora_param_norm,lr,allocated_gb,reserved_gb,max_allocated_gb,step_time,finite,status,error_reason,winner_contribution_ratio
0,v6b_GT_C_007_04228_containment_orbit_left_44_seed43228,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00012010335922241211,0.00010228157043457031,-0.00015345500740703092,0.0001251744934090043,0.0001251744934090043,0.4492345595021994,WINNER_IMPROVES;LOSER_DEGRADES,0.782721757888794,0.8170607686042786,0.03433901071548462,0.7826356291770935,0.8171142935752869,0.03447866439819336,0.7826016545295715,0.8171630501747131,0.0345613956451416,8.612871170043945e-05,0.00012010335922241211,5.352497100830078e-05,0.00010228157043457031,0.00013965368270874023,0.00022238492965698242,0.6167306871532223,0.5400696864111498,0.00013965368270874023,0.00022238492965698242,0.00022238492965698242,0.0,1.0,0.005,0.5579445958137512,0.7853274941444397,0.41342834583848587,0.0024979445848923843,14.611002167360331,1e-06,34.9678750038147,56.896484375,56.521642208099365,96.73880124092102,True,PASS,,0.550729551831726
1,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-5.990266799926758e-05,-0.00011491775512695312,-8.140296488213658e-05,-0.00015485699806430816,-0.00015485699806430816,0.0,WINNER_IMPROVES,0.7359081506729126,0.7421469688415527,0.006238818168640137,0.7359509468078613,0.7421951293945312,0.006244182586669922,0.7358482480049133,0.7420320510864258,0.006183803081512451,-4.279613494873047e-05,5.990266799926758e-05,4.8160552978515625e-05,-0.00011491775512695312,5.364418029785156e-06,-5.501508712768555e-05,0.0,1.0,5.364418029785156e-06,-5.501508712768555e-05,-5.501508712768555e-05,0.0,1.0,0.005,0.8798193335533142,0.7405012845993042,0.5732822856312797,0.002362348074512993,14.611026312672154,1e-06,34.96790552139282,56.896484375,56.57050180435181,93.07042002677917,True,PASS,,0.999877169440832
2,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00013941526412963867,-1.5437602996826172e-05,-0.0001922032117127364,-2.1122240685351253e-05,-2.1122240685351253e-05,0.0,WINNER_IMPROVES,0.7254231572151184,0.7308772802352905,0.005454123020172119,0.7253143787384033,0.7308176159858704,0.005503237247467041,0.7252837419509888,0.7308618426322937,0.005578100681304932,0.00010877847671508789,0.00013941526412963867,-5.9664249420166016e-05,-1.5437602996826172e-05,4.9114227294921875e-05,0.0001239776611328125,1.0,1.0,4.9114227294921875e-05,0.0001239776611328125,0.0001239776611328125,0.0,1.0,0.005,0.6302313804626465,0.7284174561500549,0.4908947787579963,0.002344621414498346,14.611050684026038,1e-06,34.96790552139282,56.896484375,56.57050180435181,94.47558569908142,True,PASS,,0.9999479744398895
3,v10_TypeM_039_04214_containment_orbit_left_44_seed43214_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-5.835294723510742e-05,-0.00011307001113891602,-7.411844665551125e-05,-0.00014476387855213128,-0.00014476387855213128,0.0,WINNER_IMPROVES,0.7873223423957825,0.7811216115951538,-0.006200730800628662,0.7872707843780518,0.7810786962509155,-0.0061920881271362305,0.7872639894485474,0.7810085415840149,-0.006255447864532471,5.155801773071289e-05,5.835294723510742e-05,-4.291534423828125e-05,-0.00011307001113891602,8.64267349243164e-06,-5.4717063903808594e-05,1.0,1.0,8.64267349243164e-06,-5.4717063903808594e-05,-5.4717063903808594e-05,0.0,1.0,0.005,0.6486457586288452,0.7904050350189209,0.42478070269735696,0.00230670163104624,14.61107533383279,1e-06,34.9678750038147,56.916015625,56.57050180435181,93.68978929519653,True,PASS,,0.9998650990213451
4,v6b_GT_C_007_04228_containment_orbit_left_44_seed43228,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00019288063049316406,0.00016707181930541992,-0.00024645334705367035,0.00020445815619102672,0.00020445815619102672,0.45342294550117174,WINNER_IMPROVES;LOSER_DEGRADES,0.782721757888794,0.8170607686042786,0.03433901071548462,0.7825326323509216,0.8170862197875977,0.034553587436676025,0.7825288772583008,0.817227840423584,0.0346989631652832,0.00018912553787231445,0.00019288063049316406,2.5451183319091797e-05,0.00016707181930541992,0.00021457672119140625,0.000359952449798584,0.8813888888888889,0.5358503063421096,0.00021457672119140625,0.000359952449798584,0.000359952449798584,0.0,1.0,0.005,0.5692952871322632,0.7853958010673523,0.4261980971145363,0.002310958621627532,14.611100329300026,1e-06,34.9678750038147,56.896484375,56.57050180435181,93.06257748603821,True,PASS,,0.5465548776899424
5,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-3.039836883544922e-06,-2.86102294921875e-05,-4.130737127768355e-06,-3.8551367576969206e-05,-3.8551367576969206e-05,0.0,WINNER_IMPROVES,0.7359081506729126,0.7421469688415527,0.006238818168640137,0.7359104156494141,0.7420344352722168,0.006124019622802734,0.735905110836029,0.7421183586120605,0.006213247776031494,-2.2649765014648438e-06,3.039836883544922e-06,-0.0001125335693359375,-2.86102294921875e-05,-0.00011479854583740234,-2.5570392608642578e-05,0.0,1.0,-0.00011479854583740234,-2.5570392608642578e-05,-2.5570392608642578e-05,0.0,1.0,0.005,0.8573660254478455,0.7403260469436646,0.5781555167554155,0.0023358173096402683,14.611125970903027,1e-06,34.96790552139282,56.916015625,56.57050180435181,92.44259667396545,True,PASS,,0.9975849710591531
6,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.0001329183578491211,-3.713369369506836e-05,-0.00018324550769080428,-5.080830605800606e-05,-5.080830605800606e-05,0.0,WINNER_IMPROVES,0.7254231572151184,0.7308772802352905,0.005454123020172119,0.7252452969551086,0.7308492660522461,0.005603969097137451,0.7252902388572693,0.7308401465415955,0.005549907684326172,0.00017786026000976562,0.0001329183578491211,-2.8014183044433594e-05,-3.713369369506836e-05,0.00014984607696533203,9.578466415405273e-05,1.0,1.0,0.00014984607696533203,9.578466415405273e-05,9.578466415405273e-05,0.0,1.0,0.005,0.6062671542167664,0.7281705141067505,0.4916440681491954,0.0023375058695939382,14.611152006863312,1e-06,34.96790552139282,56.896484375,56.57050180435181,94.22307133674622,True,PASS,,0.9999454313808845
7,v10_TypeM_039_04214_containment_orbit_left_44_seed43214_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-3.790855407714844e-05,-7.611513137817383e-05,-4.814986722407256e-05,-9.744812839964514e-05,-9.744812839964514e-05,0.0,WINNER_IMPROVES,0.7873223423957825,0.7811216115951538,-0.006200730800628662,0.7871472835540771,0.7809953689575195,-0.006151914596557617,0.7872844338417053,0.7810454964637756,-0.0062389373779296875,0.00017505884170532227,3.790855407714844e-05,-0.00012624263763427734,-7.611513137817383e-05,4.881620407104492e-05,-3.820657730102539e-05,1.0,1.0,4.881620407104492e-05,-3.820657730102539e-05,-3.820657730102539e-05,0.0,1.0,0.005,0.7002352476119995,0.7907080054283142,0.45050927890075054,0.002332357783344679,14.611178376695891,1e-06,34.9678750038147,56.916015625,56.57050180435181,93.16135239601135,True,PASS,,0.9997923582315235
8,v6b_GT_C_007_04228_containment_orbit_left_44_seed43228,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,-9.41157341003418e-05,-4.798173904418945e-05,-0.00012024885052329789,-5.872653444535121e-05,-5.872653444535121e-05,0.0,WINNER_IMPROVES,0.782721757888794,0.8170607686042786,0.03433901071548462,0.7826299071311951,0.8169668912887573,0.034336984157562256,0.7826276421546936,0.8170127868652344,0.03438514471054077,9.185075759887695e-05,9.41157341003418e-05,-9.387731552124023e-05,-4.798173904418945e-05,-2.0265579223632812e-06,4.6133995056152344e-05,1.0,1.0,-2.0265579223632812e-06,4.6133995056152344e-05,4.6133995056152344e-05,0.0,1.0,0.005,0.5919759273529053,0.7854819297790527,0.4436857728714345,0.002338843712923386,14.61120526781675,1e-06,34.9678750038147,56.896484375,56.57050180435181,92.48778033256531,True,PASS,,0.9999168460370569
9,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,calibrated_winner_detached_raw,49,349.5545349121094,0.34955453872680664,mid,1.0,5.918741226196289e-05,-0.00020235776901245117,8.042448147503188e-05,-0.00027270253436941926,-0.00027270253436941926,0.0,WINNER_WORSE,0.7359081506729126,0.7421469688415527,0.006238818168640137,0.7359855771064758,0.741985559463501,0.0059999823570251465,0.7359673380851746,0.7419446110725403,0.005977272987365723,-7.742643356323242e-05,-5.918741226196289e-05,-0.0001614093780517578,-0.00020235776901245117,-0.00023883581161499023,-0.00026154518127441406,0.0,0.0,-0.00023883581161499023,-0.00026154518127441406,-0.00026154518127441406,0.0,1.0,0.005,0.8127949833869934,0.7401164174079895,0.5753720011721231,0.002364756551200444,14.611232697959155,1e-06,34.96790552139282,56.916015625,56.57050180435181,93.29447031021118,True,PASS,,0.0
