pair_id,pair_type,source,condition_id,template,camera_motion,failure_type,PSNR,SSIM,mean_absdiff,sharpness_winner,sharpness_loser,sharpness_ratio,brightness,contrast,flicker,freeze_rate,local_absdiff_mean,local_absdiff_p95,reward_winner,reward_loser,reward_margin,R_bg,R_cam,R_fg,R_phys,R_reobs,R_quality,P_freeze,P_blur,R_total,status
v10_TypeM_047_04279_containment_orbit_left_44_seed43279_foreground_identity_color_shift,TypeM_v10_synthetic_visible,,04279_containment_orbit_left_44_seed43279,containment,orbit_left_44,foreground_identity_color_shift,32.59097760813491,0.9956779945296689,3.51338854432106,515.1888696828771,521.8336525089078,1.0128977608099785,92.98423414963942,56.98763084647799,0.9458806625902426,0.0,22.960447311401367,110.0,1.0,0.671994,0.328006,0.691994,0.681994,0.651994,0.656994,0.671994,1.0,0.0,0.0,0.671994,SCORED
v10_TypeM_048_04280_containment_orbit_left_44_seed43280_local_temporal_jump,TypeM_v10_synthetic_visible,,04280_containment_orbit_left_44_seed43280,containment,orbit_left_44,local_temporal_jump,35.07531897023976,0.9953685500299709,2.6349279582500458,756.200554392446,747.2116614610893,0.9881130834045848,87.18939428084937,46.608720688093584,6.987453031671103,0.0,14.170008659362793,66.0,1.0,0.797571,0.202429,0.817571,0.807571,0.777571,0.782571,0.797571,0.988113,0.0,0.0,0.797571,SCORED
v10_TypeM_049_04302_containment_orbit_left_44_seed43302_local_patch_freeze,TypeM_v10_synthetic_visible,,04302_containment_orbit_left_44_seed43302,containment,orbit_left_44,local_patch_freeze,34.407739638556166,0.9940183936113837,2.7225892543792725,936.3530009224665,906.0555850721739,0.967643168988525,96.63520194811699,56.05322751111787,1.4090525975706483,0.0,13.073022842407227,60.0,1.0,0.813243,0.186757,0.833243,0.823243,0.793243,0.798243,0.813243,0.967643,0.0,0.0,0.813243,SCORED
v10_TypeM_050_04339_containment_orbit_left_44_seed43339_local_patch_drift,TypeM_v10_synthetic_visible,,04339_containment_orbit_left_44_seed43339,containment,orbit_left_44,local_patch_drift,36.11061216730711,0.9974894555798417,2.40190052986145,670.6018600062614,662.0604791298468,0.9872631118804265,71.8855950771234,54.25542470638485,0.017046377654763717,0.0,7.947399616241455,44.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.987263,0.0,0.0,0.88,SCORED
v10_TypeM_051_04342_containment_orbit_left_44_seed43342_foreground_identity_color_shift,TypeM_v10_synthetic_visible,,04342_containment_orbit_left_44_seed43342,containment,orbit_left_44,foreground_identity_color_shift,34.92814713400806,0.9959196220917179,2.947407752275467,961.3922600415739,978.0085452170908,1.0172835645228877,102.90746381710738,40.680340834902275,0.7724027149153712,0.0,14.898463249206543,54.0,1.0,0.787165,0.212835,0.807165,0.797165,0.767165,0.772165,0.787165,1.0,0.0,0.0,0.787165,SCORED
v10_TypeM_052_04346_containment_orbit_left_44_seed43346_local_temporal_jump,TypeM_v10_synthetic_visible,,04346_containment_orbit_left_44_seed43346,containment,orbit_left_44,local_temporal_jump,34.734855640938385,0.9883426051303297,2.720038115978241,818.4017034290921,819.9885850007843,1.001939000814764,90.15381610576924,38.08604508329628,0.7561968106493692,0.0,18.360820770263672,78.0,1.0,0.737703,0.262297,0.757703,0.747703,0.717703,0.722703,0.737703,1.0,0.0,0.0,0.737703,SCORED
v10_TypeM_053_04351_containment_orbit_left_44_seed43351_local_patch_freeze,TypeM_v10_synthetic_visible,,04351_containment_orbit_left_44_seed43351,containment,orbit_left_44,local_patch_freeze,33.754422671723226,0.9739714229242897,2.9757002890110016,896.210383322485,906.0822588679118,1.011015131846402,101.088134765625,40.70834547121539,1.3098159533234257,0.0,20.27326011657715,103.0,1.0,0.710382,0.289618,0.730382,0.720382,0.690382,0.695382,0.710382,1.0,0.0,0.0,0.710382,SCORED
v10_TypeM_054_04355_containment_orbit_left_44_seed43355_local_patch_drift,TypeM_v10_synthetic_visible,,04355_containment_orbit_left_44_seed43355,containment,orbit_left_44,local_patch_drift,34.4860795814057,0.989090607678735,2.577813059091568,819.2784496412663,827.3954554180548,1.0099075055256672,116.42013659354969,46.595212678495045,1.215425947068959,0.0,11.36859130859375,77.0,1.0,0.837592,0.162408,0.857592,0.847592,0.817592,0.822592,0.837592,1.0,0.0,0.0,0.837592,SCORED
v10_TypeM_055_04357_containment_orbit_left_44_seed43357_foreground_identity_color_shift,TypeM_v10_synthetic_visible,,04357_containment_orbit_left_44_seed43357,containment,orbit_left_44,foreground_identity_color_shift,35.02474403367936,0.9940741526958969,2.880885899066925,840.3251457081901,850.8291164080521,1.0124998885740946,103.71459272335737,42.79142161650417,0.9109569556553836,0.0,14.919353485107422,49.0,1.0,0.786866,0.213134,0.806866,0.796866,0.766866,0.771866,0.786866,1.0,0.0,0.0,0.786866,SCORED
v10_TypeM_056_04358_containment_orbit_left_44_seed43358_local_temporal_jump,TypeM_v10_synthetic_visible,,04358_containment_orbit_left_44_seed43358,containment,orbit_left_44,local_temporal_jump,35.718276995686026,0.9941427401593208,2.4587093591690063,1212.9993023145707,1204.9624139441808,0.9933743668702621,91.34545272435898,39.31901850972643,0.401279341291001,0.0,11.06187915802002,52.0,1.0,0.841973,0.158027,0.861973,0.851973,0.821973,0.826973,0.841973,0.993374,0.0,0.0,0.841973,SCORED
v10_TypeM_057_prefix5_anchored_1279c3b65a6d9e_object_identity_change_local_patch_freeze,TypeM_v10_synthetic_visible,,prefix5_anchored_1279c3b65a6d9e_object_identity_change,containment,orbit_left_44,local_patch_freeze,37.573175341533386,0.9977518090182688,2.1787102818489075,756.5875323051218,754.9035995780129,0.9977743054795619,65.36114846254007,43.55962845620529,0.5589413017867533,0.0,6.070722579956055,32.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.997774,0.0,0.0,0.88,SCORED
v10_TypeM_058_prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch_local_patch_drift,TypeM_v10_synthetic_visible,,prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch,containment,orbit_left_44,local_patch_drift,35.670552765357684,0.9936056987465317,2.469504714012146,756.5875323051218,756.4685998284135,0.9998428040755724,65.54309645432693,43.41417886671073,0.5115854203374213,0.0,12.870560646057129,65.0,1.0,0.816135,0.183865,0.836135,0.826135,0.796135,0.801135,0.816135,0.999843,0.0,0.0,0.816135,SCORED
v10_TypeM_059_prefix5_anchored_95981b8f74bed0_background_drift_foreground_identity_color_shift,TypeM_v10_synthetic_visible,,prefix5_anchored_95981b8f74bed0_background_drift,containment,orbit_left_44,foreground_identity_color_shift,34.11156371576165,0.9943931773184941,3.1606059074401855,756.5875323051218,753.3002967935578,0.9956551815000124,65.46219200721154,43.48554317968146,0.8385018709270857,0.0,18.773319244384766,75.0,1.0,0.73181,0.26819,0.75181,0.74181,0.71181,0.71681,0.73181,0.995655,0.0,0.0,0.73181,SCORED
v10_TypeM_060_prefix5_anchored_d744c2d6f264ba_object_deformation_local_temporal_jump,TypeM_v10_synthetic_visible,,prefix5_anchored_d744c2d6f264ba_object_deformation,containment,orbit_left_44,local_temporal_jump,35.827364944675,0.9949773340358049,2.4266448616981506,756.5875323051218,752.6432079514102,0.9947866913211205,65.30022348257212,43.59814747223356,0.5236314454700862,0.0,11.614709854125977,63.0,1.0,0.834076,0.165924,0.854076,0.844076,0.814076,0.819076,0.834076,0.994787,0.0,0.0,0.834076,SCORED
v10_TypeM_061_prefix5_anchored_d86ae2fb1d25b2_freeze_foreground_local_patch_freeze,TypeM_v10_synthetic_visible,,prefix5_anchored_d86ae2fb1d25b2_freeze_foreground,containment,orbit_left_44,local_patch_freeze,36.940612421205586,0.9959981086009942,2.258046567440033,756.5875323051218,755.8590595639905,0.9990371599992548,65.3768573467548,43.55223832656045,0.6594748692958995,0.0,7.509292125701904,39.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.999037,0.0,0.0,0.88,SCORED
v10_TypeM_062_prefix5_anchored_dc458b2cf487d8_wrong_camera_motion_local_patch_drift,TypeM_v10_synthetic_visible,,prefix5_anchored_dc458b2cf487d8_wrong_camera_motion,containment,orbit_left_44,local_patch_drift,37.468235268225925,0.9976780230223123,2.180745840072632,756.5875323051218,753.672332049968,0.9961469094760008,65.34429900340545,43.55461979154845,0.3865590783482569,0.0,7.11898946762085,38.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.996147,0.0,0.0,0.88,SCORED
v10_TypeM_063_v6_04204_containment_orbit_left_44_seed43204_foreground_identity_color_shift,TypeM_v10_synthetic_visible,,v6_04204_containment_orbit_left_44_seed43204,containment,orbit_left_44,foreground_identity_color_shift,34.594210853845055,0.9974119965173341,2.9245471954345703,756.5875323051218,754.3579941092628,0.9970531655654972,65.4030486278045,43.482323723248236,0.7745785949619395,0.0,18.426353454589844,72.0,1.0,0.736766,0.263234,0.756766,0.746766,0.716766,0.721766,0.736766,0.997053,0.0,0.0,0.736766,SCORED
