pair_id,pair_type,source,condition_id,template,camera_motion,failure_type,PSNR,SSIM,mean_absdiff,sharpness_winner,sharpness_loser,sharpness_ratio,brightness,contrast,flicker,freeze_rate,local_absdiff_mean,local_absdiff_p95,reward_winner,reward_loser,reward_margin,R_bg,R_cam,R_fg,R_phys,R_reobs,R_quality,P_freeze,P_blur,R_total,status
v11_SYN_0121_02378_collision_orbit_right_64_seed41378_collision_response_failure_synthetic,TypeM_v11_synthetic_visible,synthetic_controlled,02378_collision_orbit_right_64_seed41378,collision,orbit_right_64,collision_response_failure_synthetic,39.04995329057279,0.9980420516059348,2.082657665014267,1417.3419195554493,1393.6266876697557,0.9832678117102472,78.73437813000801,44.451127403607494,0.16295242879860367,0.0,7.5593109130859375,28.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.983268,0.0,0.0,0.88,SCORED
v11_SYN_0122_02378_collision_orbit_right_64_seed41378_object_deformation_visible,TypeM_v11_synthetic_visible,synthetic_controlled,02378_collision_orbit_right_64_seed41378,collision,orbit_right_64,object_deformation_visible,41.48689011057722,0.9994035514424205,1.8829485476016998,1417.3419195554493,1404.8009264518068,0.9911517517955528,78.73570713141025,44.468505705998034,0.12547463671059922,0.0,2.6955204010009766,8.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.991152,0.0,0.0,0.88,SCORED
v11_SYN_0123_02378_collision_orbit_right_64_seed41378_object_duplicate_or_fragment,TypeM_v11_synthetic_visible,synthetic_controlled,02378_collision_orbit_right_64_seed41378,collision,orbit_right_64,object_duplicate_or_fragment,41.34277505047088,0.9993908402940099,1.8821852505207062,1417.3419195554493,1411.1099909348225,0.9956030873494629,78.72801607572116,44.474843568762836,0.15216701867577292,0.0,2.2238929271698,5.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.995603,0.0,0.0,0.88,SCORED
v11_SYN_0124_02378_collision_orbit_right_64_seed41378_local_scene_patch_drift,TypeM_v11_synthetic_visible,synthetic_controlled,02378_collision_orbit_right_64_seed41378,collision,orbit_right_64,local_scene_patch_drift,40.34761200378058,0.99894659586885,1.985714703798294,1417.3419195554493,1399.0531199614225,0.9870964096039299,78.73423602764423,44.460807962023445,0.16225681262031325,0.0,4.781365871429443,16.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.987096,0.0,0.0,0.88,SCORED
v11_SYN_0125_02378_collision_orbit_right_64_seed41378_background_drift_visible,TypeM_v11_synthetic_visible,synthetic_controlled,02378_collision_orbit_right_64_seed41378,collision,orbit_right_64,background_drift_visible,40.805343541529744,0.9991842545394817,1.9524549543857574,1417.3419195554493,1403.02313072865,0.9898974350372789,78.73486515925481,44.465856685664136,0.1515534996071022,0.0,3.912885904312134,13.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.989897,0.0,0.0,0.88,SCORED
v11_SYN_0126_02378_collision_orbit_right_64_seed41378_object_identity_color_shift,TypeM_v11_synthetic_visible,synthetic_controlled,02378_collision_orbit_right_64_seed41378,collision,orbit_right_64,object_identity_color_shift,37.757755122165484,0.9990849239516031,2.2707463204860687,1417.3419195554493,1414.542186217432,0.9980246591895623,78.54660394130609,44.58016592783174,0.3560517005813162,0.0,10.65689754486084,30.0,1.0,0.847759,0.152241,0.867759,0.857759,0.827759,0.832759,0.847759,0.998025,0.0,0.0,0.847759,SCORED
v11_SYN_0127_02384_collision_orbit_right_64_seed41384_collision_response_failure_synthetic,TypeM_v11_synthetic_visible,synthetic_controlled,02384_collision_orbit_right_64_seed41384,collision,orbit_right_64,collision_response_failure_synthetic,40.517994422417,0.9986356633752445,1.952693909406662,1380.7288879089947,1361.5189317521745,0.9860870904410501,76.17048590244391,43.1424674397771,0.4838615269076961,0.0,4.278609275817871,19.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.986087,0.0,0.0,0.88,SCORED
v11_SYN_0128_02384_collision_orbit_right_64_seed41384_object_deformation_visible,TypeM_v11_synthetic_visible,synthetic_controlled,02384_collision_orbit_right_64_seed41384,collision,orbit_right_64,object_deformation_visible,40.99039189547254,0.9991853166819895,1.9182800948619843,1380.7288879089947,1352.6438378519342,0.9796592580320005,76.15667943709936,43.145519805334985,0.47615131350753864,0.0,3.5172040462493896,11.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.979659,0.0,0.0,0.88,SCORED
v11_SYN_0129_02384_collision_orbit_right_64_seed41384_object_duplicate_or_fragment,TypeM_v11_synthetic_visible,synthetic_controlled,02384_collision_orbit_right_64_seed41384,collision,orbit_right_64,object_duplicate_or_fragment,41.07708433968051,0.9992111176651794,1.8742360770702362,1380.7288879089947,1376.7904036071425,0.9971475324855669,76.16280987079327,43.15956069477377,0.4427840433291607,0.0,2.693763017654419,10.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.997148,0.0,0.0,0.88,SCORED
v11_SYN_0130_02384_collision_orbit_right_64_seed41384_local_scene_patch_drift,TypeM_v11_synthetic_visible,synthetic_controlled,02384_collision_orbit_right_64_seed41384,collision,orbit_right_64,local_scene_patch_drift,40.12711250511729,0.9987453203914904,2.004453420639038,1380.7288879089947,1356.416639334306,0.9823917289121838,76.16125300480769,43.14244012120288,0.4700491875320881,0.0,4.712646007537842,16.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.982392,0.0,0.0,0.88,SCORED
v11_SYN_0131_02384_collision_orbit_right_64_seed41384_background_drift_visible,TypeM_v11_synthetic_visible,synthetic_controlled,02384_collision_orbit_right_64_seed41384,collision,orbit_right_64,background_drift_visible,40.68779540024062,0.9988124156420004,1.9342618882656097,1380.7288879089947,1360.8479919985687,0.9856011588733142,76.16662034254807,43.144136526360825,0.4809493066789807,0.0,4.039369583129883,18.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.985601,0.0,0.0,0.88,SCORED
v11_SYN_0132_02384_collision_orbit_right_64_seed41384_object_identity_color_shift,TypeM_v11_synthetic_visible,synthetic_controlled,02384_collision_orbit_right_64_seed41384,collision,orbit_right_64,object_identity_color_shift,37.891772603461774,0.9992202353935631,2.1771668195724487,1380.7288879089947,1376.7544060109885,0.9971214610413875,76.04494441105768,43.223668073840685,0.5738326180488962,0.0,11.548931121826172,33.0,1.0,0.835015,0.164985,0.855015,0.845015,0.815015,0.820015,0.835015,0.997121,0.0,0.0,0.835015,SCORED
v11_SYN_0133_prefix5_anchored_1128e39109fc83_object_deformation_collision_response_failure_synthetic,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_1128e39109fc83_object_deformation,collision,orbit_right_64,collision_response_failure_synthetic,40.2729337582833,0.9995465922120015,2.0137730538845062,1219.3225787162075,1206.818534020144,0.9897450888681371,101.63640700120193,61.36004694181676,0.33213148059649833,0.0,4.675782203674316,16.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.989745,0.0,0.0,0.88,SCORED
v11_SYN_0134_prefix5_anchored_1128e39109fc83_object_deformation_object_deformation_visible,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_1128e39109fc83_object_deformation,collision,orbit_right_64,object_deformation_visible,41.054794739774124,0.9996889444389838,1.9488594233989716,1219.3225787162075,1205.7939647092464,0.9889048113829649,101.64961626101764,61.35228999065308,0.35241579237444537,0.0,2.646293878555298,8.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.988905,0.0,0.0,0.88,SCORED
v11_SYN_0135_prefix5_anchored_1128e39109fc83_object_deformation_object_duplicate_or_fragment,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_1128e39109fc83_object_deformation,collision,orbit_right_64,object_duplicate_or_fragment,40.83194209900896,0.9996627582434636,1.9412017464637756,1219.3225787162075,1214.8585154904965,0.9963388989099586,101.62435834835738,61.37219862852423,0.31366358979222264,0.0,2.74379563331604,10.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.996339,0.0,0.0,0.88,SCORED
v11_SYN_0136_prefix5_anchored_1128e39109fc83_object_deformation_local_scene_patch_drift,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_1128e39109fc83_object_deformation,collision,orbit_right_64,local_scene_patch_drift,40.446660849549794,0.9995169244604742,1.9564845263957977,1219.3225787162075,1212.3430820469869,0.9942759227251864,101.65528533153046,61.34614645877275,0.3414653320711157,0.0,2.8268120288848877,7.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.994276,0.0,0.0,0.88,SCORED
v11_SYN_0137_prefix5_anchored_1128e39109fc83_object_deformation_background_drift_visible,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_1128e39109fc83_object_deformation,collision,orbit_right_64,background_drift_visible,40.282200387717,0.9994644055758763,2.028379589319229,1219.3225787162075,1202.1187093005926,0.985890633289495,101.65017590645033,61.34676512840271,0.3613225804199654,0.0,3.645357131958008,15.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.985891,0.0,0.0,0.88,SCORED
v11_SYN_0138_prefix5_anchored_1128e39109fc83_object_deformation_object_identity_color_shift,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_1128e39109fc83_object_deformation,collision,orbit_right_64,object_identity_color_shift,36.94753595464428,0.9995161103682011,2.3994403779506683,1219.3225787162075,1217.4716702881728,0.9984820190663036,101.45705566406251,61.47788496517697,0.5833229961771946,0.0,12.227864265441895,34.0,1.0,0.825316,0.174684,0.845316,0.835316,0.805316,0.810316,0.825316,0.998482,0.0,0.0,0.825316,SCORED
v11_SYN_0139_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_collision_response_failure_synthetic,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp,collision,orbit_right_64,collision_response_failure_synthetic,35.24968725592254,0.99460261357237,2.3560454547405243,1219.3225787162075,1216.681598659745,0.9978340595832506,101.44535068609777,61.14996261066237,0.5787443679761,0.0,11.0333890914917,91.0,1.0,0.84238,0.15762,0.86238,0.85238,0.82238,0.82738,0.84238,0.997834,0.0,0.0,0.84238,SCORED
v11_SYN_0140_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_object_deformation_visible,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp,collision,orbit_right_64,object_deformation_visible,40.80489992917432,0.9996332322833399,1.9788991510868073,1219.3225787162075,1195.618595368301,0.9805597109885199,101.64654384515225,61.34796449519378,0.3722627791595113,0.0,2.735034942626953,9.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.98056,0.0,0.0,0.88,SCORED
v11_SYN_0141_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_object_duplicate_or_fragment,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp,collision,orbit_right_64,object_duplicate_or_fragment,40.696933672115364,0.9996341920822631,1.9532833695411682,1219.3225787162075,1213.018321179599,0.9948297049185493,101.61307466947116,61.37831599953735,0.33435969899620827,0.0,2.164801597595215,4.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.99483,0.0,0.0,0.88,SCORED
v11_SYN_0142_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_local_scene_patch_drift,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp,collision,orbit_right_64,local_scene_patch_drift,40.329114539028424,0.9995552506693821,2.0188691318035126,1219.3225787162075,1204.7504876459452,0.9880490271297576,101.64942157451924,61.35005765412076,0.33674167753977513,0.0,4.363400459289551,15.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.988049,0.0,0.0,0.88,SCORED
v11_SYN_0143_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_background_drift_visible,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp,collision,orbit_right_64,background_drift_visible,40.85831330032791,0.9996460466454637,1.9669637978076935,1219.3225787162075,1210.890695728878,0.993084780740063,101.6515092898638,61.35254080399919,0.3388307145240689,0.0,2.962104082107544,11.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.993085,0.0,0.0,0.88,SCORED
v11_SYN_0144_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_object_identity_color_shift,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp,collision,orbit_right_64,object_identity_color_shift,40.075296578618016,0.999610868888287,2.040756016969681,1219.3225787162075,1217.362436764535,0.9983924336477646,101.54249173677886,61.438789863411685,0.18891411686893889,0.0,4.634425640106201,24.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.998392,0.0,0.0,0.88,SCORED
v11_SYN_0145_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_collision_response_failure_synthetic,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch,collision,orbit_right_64,collision_response_failure_synthetic,40.97573759623106,0.9996689615924912,1.9513133466243744,1219.3225787162075,1211.5094369648555,0.9935922274537304,101.66438363882213,61.34628025266848,0.3380467864468008,0.0,2.7796239852905273,9.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.993592,0.0,0.0,0.88,SCORED
v11_SYN_0146_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_object_deformation_visible,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch,collision,orbit_right_64,object_deformation_visible,40.48326612134768,0.9995886976179844,1.9950505793094635,1219.3225787162075,1183.8554881467467,0.9709124630680458,101.64774576822917,61.34200569468635,0.34734267885911,0.0,4.1739397048950195,14.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.970912,0.0,0.0,0.88,SCORED
v11_SYN_0147_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_object_duplicate_or_fragment,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch,collision,orbit_right_64,object_duplicate_or_fragment,40.55741118052164,0.9996053907524978,1.9657643735408783,1219.3225787162075,1214.8945343707048,0.9963684389847571,101.64723495092149,61.355924974627925,0.3245475319953616,0.0,2.3342745304107666,5.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.996368,0.0,0.0,0.88,SCORED
v11_SYN_0148_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_local_scene_patch_drift,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch,collision,orbit_right_64,local_scene_patch_drift,39.804643619284235,0.9994192147617593,2.065888911485672,1219.3225787162075,1199.921975776955,0.9840890316787474,101.65020407652244,61.34509269191771,0.33977879823938173,0.0,5.091446876525879,18.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.984089,0.0,0.0,0.88,SCORED
v11_SYN_0149_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_background_drift_visible,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch,collision,orbit_right_64,background_drift_visible,38.745055984630284,0.9990253801972369,2.1578690111637115,1219.3225787162075,1181.0446783510733,0.9686072406089263,101.65216909555289,61.328988767387926,0.3498923677966221,0.0,6.820886135101318,26.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.968607,0.0,0.0,0.88,SCORED
v11_SYN_0150_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_object_identity_color_shift,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch,collision,orbit_right_64,object_identity_color_shift,38.65165870242427,0.9995039188200407,2.1712771356105804,1219.3225787162075,1217.5342466603684,0.9985333396710693,101.45877028245192,61.501378722796275,0.4054263528304396,0.0,8.133833885192871,27.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.998533,0.0,0.0,0.88,SCORED
v11_SYN_0151_prefix5_anchored_525c18bc4422f0_background_drift_collision_response_failure_synthetic,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_525c18bc4422f0_background_drift,collision,orbit_right_64,collision_response_failure_synthetic,38.30661441100063,0.9970305990670958,2.133438915014267,1219.3225787162075,1218.977420738894,0.9997169264450151,101.50420234875803,61.216714751359575,0.4841647385365549,0.0,7.097519874572754,45.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.999717,0.0,0.0,0.88,SCORED
v11_SYN_0152_prefix5_anchored_525c18bc4422f0_background_drift_object_deformation_visible,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_525c18bc4422f0_background_drift,collision,orbit_right_64,object_deformation_visible,40.98722229790326,0.9996846138970505,1.9497866928577423,1219.3225787162075,1203.872660622708,0.9873290970326364,101.64989545773237,61.35184564249076,0.3361376086841799,0.0,3.217306613922119,10.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.987329,0.0,0.0,0.88,SCORED
v11_SYN_0153_prefix5_anchored_525c18bc4422f0_background_drift_object_duplicate_or_fragment,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_525c18bc4422f0_background_drift,collision,orbit_right_64,object_duplicate_or_fragment,40.85215683501948,0.999656284100813,1.9460812211036682,1219.3225787162075,1216.8435252561217,0.9979668600407098,101.67125713641828,61.34148210649707,0.3207883179934484,0.0,2.5631234645843506,9.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.997967,0.0,0.0,0.88,SCORED
v11_SYN_0154_prefix5_anchored_525c18bc4422f0_background_drift_local_scene_patch_drift,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_525c18bc4422f0_background_drift,collision,orbit_right_64,local_scene_patch_drift,40.614630086782284,0.9996159152244228,1.9903457462787628,1219.3225787162075,1207.3210505465863,0.9901572164993332,101.65019844250801,61.35164234458452,0.3248308392551252,0.0,4.096897602081299,13.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.990157,0.0,0.0,0.88,SCORED
v11_SYN_0155_prefix5_anchored_525c18bc4422f0_background_drift_background_drift_visible,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_525c18bc4422f0_background_drift,collision,orbit_right_64,background_drift_visible,39.94735859124976,0.9994589107908844,2.0519493520259857,1219.3225787162075,1201.5565798935413,0.9854296154945305,101.65347368289264,61.343660428076134,0.34592282436963545,0.0,4.742039680480957,16.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.98543,0.0,0.0,0.88,SCORED
v11_SYN_0156_prefix5_anchored_525c18bc4422f0_background_drift_object_identity_color_shift,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_525c18bc4422f0_background_drift,collision,orbit_right_64,object_identity_color_shift,39.49977167308127,0.9995638742488535,2.1437491476535797,1219.3225787162075,1217.2340275598074,0.9982871217255025,101.50234813201122,61.47052611003518,0.07551004512833416,0.0,5.271764755249023,26.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.998287,0.0,0.0,0.88,SCORED
v11_SYN_0157_prefix5_anchored_7f708dfe212ad6_freeze_foreground_collision_response_failure_synthetic,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_7f708dfe212ad6_freeze_foreground,collision,orbit_right_64,collision_response_failure_synthetic,38.54321719252461,0.998925257836015,2.2048878371715546,1219.3225787162075,1178.7841076880125,0.9667532844035167,101.63272986778846,61.33777549381202,0.38320459701586645,0.0,6.716577529907227,25.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.966753,0.0,0.0,0.88,SCORED
v11_SYN_0158_prefix5_anchored_7f708dfe212ad6_freeze_foreground_object_deformation_visible,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_7f708dfe212ad6_freeze_foreground,collision,orbit_right_64,object_deformation_visible,41.06292484379537,0.9996976430223614,1.9366490244865417,1219.3225787162075,1208.9847549736696,0.9915216662805145,101.6493145282452,61.348656022024045,0.31899100537369945,0.0,2.743096351623535,7.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.991522,0.0,0.0,0.88,SCORED
v11_SYN_0159_prefix5_anchored_7f708dfe212ad6_freeze_foreground_object_duplicate_or_fragment,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_7f708dfe212ad6_freeze_foreground,collision,orbit_right_64,object_duplicate_or_fragment,37.24373200516158,0.9978531253316898,2.0347672402858734,1219.3225787162075,1217.882639728743,0.9988190664132541,101.54710599459135,61.29441290963145,0.4309647933898327,0.0,4.2231831550598145,7.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.998819,0.0,0.0,0.88,SCORED
v11_SYN_0160_prefix5_anchored_7f708dfe212ad6_freeze_foreground_local_scene_patch_drift,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_7f708dfe212ad6_freeze_foreground,collision,orbit_right_64,local_scene_patch_drift,40.378623266053,0.9995588564033444,1.9924668967723846,1219.3225787162075,1206.2690911615703,0.9892944756606775,101.6567094851763,61.34531091985241,0.33548494993397204,0.0,3.425961971282959,11.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.989294,0.0,0.0,0.88,SCORED
v11_SYN_0161_prefix5_anchored_7f708dfe212ad6_freeze_foreground_background_drift_visible,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_7f708dfe212ad6_freeze_foreground,collision,orbit_right_64,background_drift_visible,40.46005940440038,0.9995183435169543,1.9432665407657623,1219.3225787162075,1213.8534648957227,0.9955146292609806,101.6549303886218,61.346533885409755,0.3277232815377639,0.0,2.7934677600860596,6.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.995515,0.0,0.0,0.88,SCORED
v11_SYN_0162_prefix5_anchored_7f708dfe212ad6_freeze_foreground_object_identity_color_shift,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_7f708dfe212ad6_freeze_foreground,collision,orbit_right_64,object_identity_color_shift,37.90089911434306,0.9995439670308497,2.2717919051647186,1219.3225787162075,1217.3054455786375,0.9983456936079709,101.46695650540866,61.49680084003903,0.4400210208320843,0.0,9.843751907348633,29.0,1.0,0.859375,0.140625,0.879375,0.869375,0.839375,0.844375,0.859375,0.998346,0.0,0.0,0.859375,SCORED
v11_SYN_0163_prefix5_anchored_b53591379e11c1_object_deformation_collision_response_failure_synthetic,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_b53591379e11c1_object_deformation,collision,orbit_right_64,collision_response_failure_synthetic,40.74062426514551,0.9996084699453438,1.977659434080124,1219.3225787162075,1209.7929493346471,0.9921844887152189,101.68083683894231,61.33303099772657,0.33487533705947353,0.0,3.2064785957336426,12.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.992184,0.0,0.0,0.88,SCORED
v11_SYN_0164_prefix5_anchored_b53591379e11c1_object_deformation_object_deformation_visible,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_b53591379e11c1_object_deformation,collision,orbit_right_64,object_deformation_visible,40.77043844008489,0.9996465806529049,1.9768767058849335,1219.3225787162075,1197.4374392685413,0.9820513949206453,101.64829790164264,61.349544961740676,0.3503740198735985,0.0,3.4221630096435547,11.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.982051,0.0,0.0,0.88,SCORED
v11_SYN_0165_prefix5_anchored_b53591379e11c1_object_deformation_object_duplicate_or_fragment,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_b53591379e11c1_object_deformation,collision,orbit_right_64,object_duplicate_or_fragment,38.255065020664674,0.998683039813747,1.9847378432750702,1219.3225787162075,1221.2273681547595,1.0015621702330775,101.71307592147436,61.38757975393925,0.35241238920864737,0.0,3.52052640914917,7.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,1.0,0.0,0.0,0.88,SCORED
v11_SYN_0166_prefix5_anchored_b53591379e11c1_object_deformation_local_scene_patch_drift,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_b53591379e11c1_object_deformation,collision,orbit_right_64,local_scene_patch_drift,40.82323487771883,0.999636797722546,1.9744801819324493,1219.3225787162075,1208.4793513278362,0.9911071708432603,101.65229992988783,61.35125579209986,0.3489323335834541,0.0,2.8745169639587402,10.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.991107,0.0,0.0,0.88,SCORED
v11_SYN_0167_prefix5_anchored_b53591379e11c1_object_deformation_background_drift_visible,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_b53591379e11c1_object_deformation,collision,orbit_right_64,background_drift_visible,39.682857005601534,0.9993807802210457,2.0848611891269684,1219.3225787162075,1195.7615202981888,0.9806769276564185,101.65159067007212,61.34296314851805,0.3528158797550355,0.0,4.935164928436279,17.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.980677,0.0,0.0,0.88,SCORED
v11_SYN_0168_prefix5_anchored_b53591379e11c1_object_deformation_object_identity_color_shift,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_b53591379e11c1_object_deformation,collision,orbit_right_64,object_identity_color_shift,37.307424473680456,0.9994096913238832,2.364033490419388,1219.3225787162075,1217.441287926394,0.9984571016553704,101.40070362580128,61.52007369352815,0.5839056336501656,0.0,10.435686111450195,33.0,1.0,0.850919,0.149081,0.870919,0.860919,0.830919,0.835919,0.850919,0.998457,0.0,0.0,0.850919,SCORED
v11_SYN_0169_prefix5_anchored_e78653865b3413_wrong_camera_motion_collision_response_failure_synthetic,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_e78653865b3413_wrong_camera_motion,collision,orbit_right_64,collision_response_failure_synthetic,40.716252106301404,0.999632995087816,1.9766288697719574,1219.3225787162075,1208.854636784567,0.9914149527731398,101.66246306590546,61.34563955720006,0.3281078505265819,0.0,3.753934383392334,12.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.991415,0.0,0.0,0.88,SCORED
v11_SYN_0170_prefix5_anchored_e78653865b3413_wrong_camera_motion_object_deformation_visible,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_e78653865b3413_wrong_camera_motion,collision,orbit_right_64,object_deformation_visible,41.16411455233518,0.9997095362887911,1.9339253306388855,1219.3225787162075,1209.723172692019,0.99212726297054,101.6502679286859,61.35332403500826,0.3412312515239674,0.0,2.494277000427246,7.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.992127,0.0,0.0,0.88,SCORED
v11_SYN_0171_prefix5_anchored_e78653865b3413_wrong_camera_motion_object_duplicate_or_fragment,TypeM_v11_synthetic_visible,synthetic_controlled,prefix5_anchored_e78653865b3413_wrong_camera_motion,collision,orbit_right_64,object_duplicate_or_fragment,40.872261778590044,0.9996673561817428,1.942360907793045,1219.3225787162075,1215.2625419328042,0.996670252112982,101.63053009815705,61.36840136709573,0.3128290679201604,0.0,2.366525411605835,5.0,1.0,0.88,0.12,0.9,0.89,0.86,0.865,0.88,0.99667,0.0,0.0,0.88,SCORED
