step,pair_id,scope,objective,used_window_frames,timestep,actual_sigma,actual_sigma_bin,pair_weight,win_gap,lose_gap,g_w,g_l,g_l_clip,loser_dominance,health_flags,E_ref_winner_cached,E_ref_loser_cached,Delta_ref,E_policy_winner_pre,E_policy_loser_pre,Delta_policy_pre,E_policy_winner_post,E_policy_loser_post,Delta_policy_post,winner_improvement_pre,winner_improvement_post,loser_degradation_pre,loser_degradation_post,reference_relative_margin_pre,reference_relative_margin_post,winner_contribution_ratio_pre,winner_contribution_ratio_post,u_raw_pre,u_raw_post,u_clipped,lambda_loser,lambda_winner_anchor,lambda_pref,dpo_loss,objective_loss,grad_norm,update_norm,lora_param_norm,lr,allocated_gb,reserved_gb,max_allocated_gb,step_time,finite,status,error_reason,winner_contribution_ratio
10,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.0003020167350769043,-3.612041473388672e-05,-0.0004164184930538118,-4.942184932091886e-05,-4.942184932091886e-05,0.0,WINNER_IMPROVES,0.7254231572151184,0.7308772802352905,0.005454123020172119,0.7251713871955872,0.7307940125465393,0.0056226253509521484,0.7251211404800415,0.7308411598205566,0.005720019340515137,0.00025177001953125,0.0003020167350769043,-8.32676887512207e-05,-3.612041473388672e-05,0.0001685023307800293,0.0002658963203430176,1.0,1.0,0.0001685023307800293,0.0002658963203430176,0.0002658963203430176,0.0,1.0,0.005,-0.0001671314239501953,0.7251088619232178,0.3065418686103471,0.0023526632871497272,14.611258811976867,1e-06,34.96790599822998,56.896484375,56.570502281188965,93.068687915802,True,PASS,,0.9999759862733535
11,v10_TypeM_039_04214_containment_orbit_left_44_seed43214_foreground_identity_color_shift,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.0001252293586730957,-0.0002372264862060547,-0.00015906993961154291,-0.0003037459337454915,-0.0003037459337454915,0.0,WINNER_IMPROVES,0.7873223423957825,0.7811216115951538,-0.006200730800628662,0.7871946692466736,0.7809605598449707,-0.006234109401702881,0.7871971130371094,0.7808843851089478,-0.006312727928161621,0.00012767314910888672,0.0001252293586730957,-0.00016105175018310547,-0.0002372264862060547,-3.337860107421875e-05,-0.00011199712753295898,1.0,1.0,-3.337860107421875e-05,-0.00011199712753295898,-0.00011199712753295898,0.0,1.0,0.005,-0.00012344121932983398,0.7870341539382935,0.26142305544642347,0.0023500604519454973,14.611287031773637,1e-06,34.967875480651855,56.916015625,56.570502281188965,94.13867712020874,True,PASS,,0.9999371385227803
12,v6b_GT_C_007_04228_containment_orbit_left_44_seed43228,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00014907121658325195,-0.00010907649993896484,-0.00019047050942681444,-0.00013350754830665653,-0.00013350754830665653,0.0,WINNER_IMPROVES,0.782721757888794,0.8170607686042786,0.03433901071548462,0.7825598120689392,0.8169875741004944,0.034427762031555176,0.7825726866722107,0.8169516921043396,0.034379005432128906,0.00016194581985473633,0.00014907121658325195,-7.319450378417969e-05,-0.00010907649993896484,8.875131607055664e-05,3.999471664428711e-05,1.0,1.0,8.875131607055664e-05,3.999471664428711e-05,3.999471664428711e-05,0.0,1.0,0.005,-0.0002532005310058594,0.7822344303131104,0.28011620942909954,0.002365787093770283,14.611315715577842,1e-06,34.967875480651855,56.896484375,56.570502281188965,93.63982343673706,True,PASS,,0.9999475011903838
13,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-3.3795833587646484e-05,-0.00020676851272583008,-4.592503716785719e-05,-0.000278647394267028,-0.000278647394267028,0.0,WINNER_IMPROVES,0.7359081506729126,0.7421469688415527,0.006238818168640137,0.7358525395393372,0.7419160008430481,0.0060634613037109375,0.735874354839325,0.7419402003288269,0.006065845489501953,5.561113357543945e-05,3.3795833587646484e-05,-0.00023096799850463867,-0.00020676851272583008,-0.00017535686492919922,-0.0001729726791381836,1.0,1.0,-0.00017535686492919922,-0.0001729726791381836,-0.0001729726791381836,0.0,1.0,0.005,0.00041294097900390625,0.7364056706428528,0.3107245589668512,0.002382233255845758,14.611345015280886,1e-06,34.96790599822998,56.916015625,56.570502281188965,92.95051884651184,True,PASS,,0.9997823012537584
14,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.0002841949462890625,-0.00023108720779418945,-0.00039184112447117396,-0.00031622784140684457,-0.00031622784140684457,0.0,WINNER_IMPROVES,0.7254231572151184,0.7308772802352905,0.005454123020172119,0.7250587940216064,0.7307676076889038,0.005708813667297363,0.7251389622688293,0.7306461930274963,0.005507230758666992,0.0003643631935119629,0.0002841949462890625,-0.00010967254638671875,-0.00023108720779418945,0.00025469064712524414,5.310773849487305e-05,1.0,1.0,0.00025469064712524414,5.310773849487305e-05,5.310773849487305e-05,0.0,1.0,0.005,-0.0002455711364746094,0.7248212695121765,0.31292265770659616,0.002395273308770822,14.611374892673675,1e-06,34.96790599822998,56.896484375,56.570502281188965,94.97212791442871,True,PASS,,0.999974480103857
15,v10_TypeM_039_04214_containment_orbit_left_44_seed43214_foreground_identity_color_shift,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00012177228927612305,-0.00017446279525756836,-0.00015467833082030753,-0.0002233740257440624,-0.0002233740257440624,0.0,WINNER_IMPROVES,0.7873223423957825,0.7811216115951538,-0.006200730800628662,0.7871816754341125,0.7808723449707031,-0.006309330463409424,0.7872005701065063,0.7809471487998962,-0.006253421306610107,0.00014066696166992188,0.00012177228927612305,-0.0002492666244506836,-0.00017446279525756836,-0.00010859966278076172,-5.269050598144531e-05,1.0,1.0,-0.00010859966278076172,-5.269050598144531e-05,-5.269050598144531e-05,0.0,1.0,0.005,3.93986701965332e-05,0.7871587872505188,0.26697355547107493,0.0023948204525179573,14.611405170932526,1e-06,34.967875480651855,56.916015625,56.570502281188965,93.26544070243835,True,PASS,,0.9999353538825653
16,v6b_GT_C_007_04228_containment_orbit_left_44_seed43228,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.0003675222396850586,-0.00011593103408813477,-0.0004696541807062692,-0.00014189796219257089,-0.00014189796219257089,0.0,WINNER_IMPROVES,0.782721757888794,0.8170607686042786,0.03433901071548462,0.7824633121490479,0.81703120470047,0.03456789255142212,0.7823542356491089,0.8169448375701904,0.03459060192108154,0.00025844573974609375,0.0003675222396850586,-2.956390380859375e-05,-0.00011593103408813477,0.0002288818359375,0.00025159120559692383,1.0,1.0,0.0002288818359375,0.00025159120559692383,0.00025159120559692383,0.0,1.0,0.005,-0.0002148747444152832,0.7822316288948059,0.2859366715838085,0.002412616716948603,14.611436051460371,1e-06,34.967875480651855,56.896484375,56.570502281188965,94.41126251220703,True,PASS,,0.9999787081910634
17,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00014132261276245117,-0.00023663043975830078,-0.00019205682412011036,-0.00031889663211757903,-0.00031889663211757903,0.0,WINNER_IMPROVES,0.7359081506729126,0.7421469688415527,0.006238818168640137,0.7358580231666565,0.7418640851974487,0.006006062030792236,0.7357668280601501,0.7419103384017944,0.006143510341644287,5.0127506256103516e-05,0.00014132261276245117,-0.0002828836441040039,-0.00023663043975830078,-0.0002327561378479004,-9.530782699584961e-05,1.0,1.0,-0.0002327561378479004,-9.530782699584961e-05,-9.530782699584961e-05,0.0,1.0,0.005,0.00030732154846191406,0.7361366152763367,0.31709685430609696,0.002430612939984921,14.611467629447505,1e-06,34.96790599822998,56.916015625,56.570502281188965,92.73744630813599,True,PASS,,0.9999479347875626
18,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00048172473907470703,-0.00017762184143066406,-0.0006642809036707881,-0.00024305506631922127,-0.00024305506631922127,0.0,WINNER_IMPROVES,0.7254231572151184,0.7308772802352905,0.005454123020172119,0.7250655293464661,0.7306499481201172,0.005584418773651123,0.7249414324760437,0.7306996583938599,0.005758225917816162,0.00035762786865234375,0.00048172473907470703,-0.00022733211517333984,-0.00017762184143066406,0.0001302957534790039,0.00030410289764404297,1.0,1.0,0.0001302957534790039,0.00030410289764404297,0.00030410289764404297,0.0,1.0,0.005,-0.0001760721206665039,0.7249311208724976,0.319902379319284,0.0024443928716346864,14.611499766886105,1e-06,34.96790599822998,56.896484375,56.570502281188965,92.823312997818,True,PASS,,0.9999849463541578
19,v10_TypeM_039_04214_containment_orbit_left_44_seed43214_foreground_identity_color_shift,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00029730796813964844,-0.00035178661346435547,-0.0003776904287755185,-0.0004504623134105852,-0.0004504623134105852,0.0,WINNER_IMPROVES,0.7873223423957825,0.7811216115951538,-0.006200730800628662,0.7870641946792603,0.7808382511138916,-0.006225943565368652,0.7870250344276428,0.7807698249816895,-0.006255209445953369,0.0002581477165222168,0.00029730796813964844,-0.00028336048126220703,-0.00035178661346435547,-2.5212764739990234e-05,-5.447864532470703e-05,1.0,1.0,-2.5212764739990234e-05,-5.447864532470703e-05,-5.447864532470703e-05,0.0,1.0,0.005,-5.6803226470947266e-05,0.7868842482566833,0.2725885761027489,0.0024450730221415827,14.611532342111342,1e-06,34.967875480651855,56.916015625,56.570502281188965,93.4994249343872,True,PASS,,0.9999735239908718
20,v6b_GT_C_007_04228_containment_orbit_left_44_seed43228,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.0003578066825866699,-0.00018715858459472656,-0.00045723589726594634,-0.0002290894733239116,-0.0002290894733239116,0.0,WINNER_IMPROVES,0.782721757888794,0.8170607686042786,0.03433901071548462,0.7824445962905884,0.8168990015983582,0.034454405307769775,0.7823639512062073,0.8168736100196838,0.03450965881347656,0.0002771615982055664,0.0003578066825866699,-0.00016176700592041016,-0.00018715858459472656,0.00011539459228515625,0.00017064809799194336,1.0,1.0,0.00011539459228515625,0.00017064809799194336,0.00017064809799194336,0.0,1.0,0.005,-8.046627044677734e-05,0.782346785068512,0.29220255378797194,0.002463978592461564,14.611565567652097,1e-06,34.967875480651855,56.896484375,56.570502281188965,93.46422958374023,True,PASS,,0.9999781299295197
21,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00013065338134765625,-0.00027495622634887695,-0.00017755609711366443,-0.00037055621151100296,-0.00037055621151100296,0.0,WINNER_IMPROVES,0.7359081506729126,0.7421469688415527,0.006238818168640137,0.7357674241065979,0.741735577583313,0.005968153476715088,0.7357774972915649,0.7418720126152039,0.006094515323638916,0.00014072656631469727,0.00013065338134765625,-0.0004113912582397461,-0.00027495622634887695,-0.00027066469192504883,-0.0001443028450012207,1.0,1.0,-0.00027066469192504883,-0.0001443028450012207,-0.0001443028450012207,0.0,1.0,0.005,0.00023037195205688477,0.7359822392463684,0.3235949328192283,0.0024832127944323175,14.611599557479646,1e-06,34.96790599822998,56.916015625,56.570502281188965,94.55146050453186,True,PASS,,0.99994368294307
22,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.0005328655242919922,-0.000246584415435791,-0.0007348281039845177,-0.0003374383423711701,-0.0003374383423711701,0.0,WINNER_IMPROVES,0.7254231572151184,0.7308772802352905,0.005454123020172119,0.7249537110328674,0.730591356754303,0.005637645721435547,0.7248902916908264,0.7306306958198547,0.00574040412902832,0.00046944618225097656,0.0005328655242919922,-0.00028592348098754883,-0.000246584415435791,0.00018352270126342773,0.00028628110885620117,1.0,1.0,0.00018352270126342773,0.00028628110885620117,0.00028628110885620117,0.0,1.0,0.005,-0.0002790689468383789,0.7246189117431641,0.3262858639431532,0.0024978929202413196,14.611634050125575,1e-06,34.96790599822998,56.896484375,56.570502281188965,93.15932178497314,True,PASS,,0.9999863915603371
23,v10_TypeM_039_04214_containment_orbit_left_44_seed43214_foreground_identity_color_shift,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.000331878662109375,-0.00039505958557128906,-0.00042161717991157945,-0.0005058873175302777,-0.0005058873175302777,0.0,WINNER_IMPROVES,0.7873223423957825,0.7811216115951538,-0.006200730800628662,0.7869535088539124,0.7808858752250671,-0.006067633628845215,0.7869904637336731,0.7807265520095825,-0.006263911724090576,0.0003688335418701172,0.000331878662109375,-0.00023573637008666992,-0.00039505958557128906,0.00013309717178344727,-6.318092346191406e-05,1.0,1.0,0.00013309717178344727,-6.318092346191406e-05,-6.318092346191406e-05,0.0,1.0,0.005,8.463859558105469e-06,0.7870296239852905,0.27857595760382575,0.002498957699721442,14.611669020857208,1e-06,34.967875480651855,56.916015625,56.570502281188965,93.36006474494934,True,PASS,,0.9999762823639546
24,v6b_GT_C_007_04228_containment_orbit_left_44_seed43228,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.0004894733428955078,-0.0003962516784667969,-0.0006255434208658093,-0.00048508973313417914,-0.00048508973313417914,0.0,WINNER_IMPROVES,0.782721757888794,0.8170607686042786,0.03433901071548462,0.782249391078949,0.8167363405227661,0.03448694944381714,0.7822322845458984,0.8166645169258118,0.03443223237991333,0.0004723668098449707,0.0004894733428955078,-0.00032442808151245117,-0.0003962516784667969,0.00014793872833251953,9.322166442871094e-05,1.0,1.0,0.00014793872833251953,9.322166442871094e-05,9.322166442871094e-05,0.0,1.0,0.005,-0.0001863241195678711,0.7820985317230225,0.29833647829535864,0.002518942730566566,14.611704801287942,1e-06,34.967875480651855,56.896484375,56.570502281188965,93.25481390953064,True,PASS,,0.9999840141550401
25,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.0003298521041870117,-0.0005033612251281738,-0.00044832503268873406,-0.0006784801651113909,-0.0006784801651113909,0.0,WINNER_IMPROVES,0.7359081506729126,0.7421469688415527,0.006238818168640137,0.7356352806091309,0.7417770624160767,0.006141781806945801,0.7355782985687256,0.7416436076164246,0.006065309047698975,0.0002728700637817383,0.0003298521041870117,-0.0003699064254760742,-0.0005033612251281738,-9.703636169433594e-05,-0.0001735091209411621,1.0,1.0,-9.703636169433594e-05,-0.0001735091209411621,-0.0001735091209411621,0.0,1.0,0.005,5.257129669189453e-05,0.7356972098350525,0.3305382611214442,0.002538670771535131,14.611741205358205,1e-06,34.96790599822998,56.916015625,56.570502281188965,93.98047375679016,True,PASS,,0.9999776952518298
26,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00048041343688964844,-0.0004184246063232422,-0.0006624720665396307,-0.0005726603233335517,-0.0005726603233335517,0.0,WINNER_IMPROVES,0.7254231572151184,0.7308772802352905,0.005454123020172119,0.7248477935791016,0.7305373549461365,0.005689561367034912,0.7249427437782288,0.7304588556289673,0.005516111850738525,0.0005753636360168457,0.00048041343688964844,-0.00033992528915405273,-0.0004184246063232422,0.00023543834686279297,6.198883056640625e-05,1.0,1.0,0.00023543834686279297,6.198883056640625e-05,6.198883056640625e-05,0.0,1.0,0.005,-0.00030922889709472656,0.7245027422904968,0.3331833121409367,0.0025539075220959323,14.61177833611693,1e-06,34.96790599822998,56.896484375,56.570502281188965,93.01302599906921,True,PASS,,0.9999849052517719
27,v10_TypeM_039_04214_containment_orbit_left_44_seed43214_foreground_identity_color_shift,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00042754411697387695,-0.00044912099838256836,-0.0005431831619759869,-0.0005751347176698336,-0.0005751347176698336,0.0,WINNER_IMPROVES,0.7873223423957825,0.7811216115951538,-0.006200730800628662,0.786846935749054,0.7807338833808899,-0.0061130523681640625,0.7868947982788086,0.7806724905967712,-0.0062223076820373535,0.0004754066467285156,0.00042754411697387695,-0.000387728214263916,-0.00044912099838256836,8.767843246459961e-05,-2.1576881408691406e-05,1.0,1.0,8.767843246459961e-05,-2.1576881408691406e-05,-2.1576881408691406e-05,0.0,1.0,0.005,-6.902217864990234e-05,0.7868201732635498,0.2845898889214742,0.002554610652121256,14.61181589846398,1e-06,34.967875480651855,56.916015625,56.570502281188965,93.0417652130127,True,PASS,,0.9999815903426257
28,v6b_GT_C_007_04228_containment_orbit_left_44_seed43228,L0_camera_r4,linear_winner_detached,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.0005357861518859863,-0.0004196763038635254,-0.0006847511272779857,-0.0005137734344318383,-0.0005137734344318383,0.0,WINNER_IMPROVES,0.782721757888794,0.8170607686042786,0.03433901071548462,0.7821764945983887,0.8167184591293335,0.034541964530944824,0.782185971736908,0.816641092300415,0.03445512056350708,0.0005452632904052734,0.0005357861518859863,-0.00034230947494506836,-0.0004196763038635254,0.00020295381546020508,0.00011610984802246094,1.0,1.0,0.00020295381546020508,0.00011610984802246094,0.00011610984802246094,0.0,1.0,0.005,-0.0002682805061340332,0.7818952202796936,0.30480657681947965,0.0025752781586961984,14.611854207977778,1e-06,34.967875480651855,56.896484375,56.570502281188965,93.53972864151001,True,PASS,,0.9999853963672853
