step,pair_id,scope,objective,used_window_frames,timestep,actual_sigma,actual_sigma_bin,pair_weight,win_gap,lose_gap,g_w,g_l,g_l_clip,loser_dominance,health_flags,E_ref_winner_cached,E_ref_loser_cached,Delta_ref,E_policy_winner_pre,E_policy_loser_pre,Delta_policy_pre,E_policy_winner_post,E_policy_loser_post,Delta_policy_post,winner_improvement_pre,winner_improvement_post,loser_degradation_pre,loser_degradation_post,reference_relative_margin_pre,reference_relative_margin_post,winner_contribution_ratio_pre,winner_contribution_ratio_post,u_raw_pre,u_raw_post,u_clipped,lambda_loser,lambda_winner_anchor,lambda_pref,dpo_loss,objective_loss,grad_norm,update_norm,lora_param_norm,lr,allocated_gb,reserved_gb,max_allocated_gb,step_time,finite,status,error_reason
0,v6b_GT_C_007_04228_containment_orbit_left_44_seed43228,L0_camera_r4,winner_detached_preference,49,349.5545349121094,0.34955453872680664,mid,1.0,-8.422136306762695e-05,7.146596908569336e-05,-0.00010760642923750916,8.746331445273211e-05,8.746331445273211e-05,0.4483694539098717,WINNER_IMPROVES;LOSER_DEGRADES,0.782721757888794,0.8170607686042786,0.03433901071548462,0.7825989127159119,0.8171117901802063,0.034512877464294434,0.7826375365257263,0.8171322345733643,0.03449469804763794,0.00012284517288208008,8.422136306762695e-05,5.1021575927734375e-05,7.146596908569336e-05,0.00017386674880981445,0.0001556873321533203,0.7065478231059308,0.5409647779479326,0.00017386674880981445,0.0001556873321533203,0.0001556873321533203,0.0,1.0,0.005,0.6931456327438354,0.7862761616706848,0.13171440699786985,0.0024203448486077423,14.611001523439937,1e-06,34.9678750038147,56.896484375,56.521642208099365,95.45382952690125,True,PASS,
1,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,winner_detached_preference,49,349.5545349121094,0.34955453872680664,mid,1.0,8.314847946166992e-05,-0.00013941526412963867,0.00011298119369518521,-0.00018787162732048307,-0.00018787162732048307,0.0,WINNER_WORSE,0.7359081506729126,0.7421469688415527,0.006238818168640137,0.7359915375709534,0.7421072721481323,0.006115734577178955,0.7359912991523743,0.7420075535774231,0.006016254425048828,-8.338689804077148e-05,-8.314847946166992e-05,-3.9696693420410156e-05,-0.00013941526412963867,-0.00012308359146118164,-0.0002225637435913086,0.0,0.0,-0.00012308359146118164,-0.0002225637435913086,-0.0002225637435913086,0.0,1.0,0.005,0.6931512951850891,0.739403247833252,0.1460584420085725,0.002292350200128694,14.611024953733345,1e-06,34.96790552139282,56.896484375,56.57050180435181,94.27130722999573,True,PASS,
2,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,winner_detached_preference,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.000293731689453125,1.8298625946044922e-05,-0.00040499281847883686,2.503620939843665e-05,2.503620939843665e-05,0.05821981256014597,WINNER_IMPROVES;LOSER_DEGRADES,0.7254231572151184,0.7308772802352905,0.005454123020172119,0.7251623272895813,0.7308557033538818,0.005693376064300537,0.7251294255256653,0.7308955788612366,0.005766153335571289,0.0002608299255371094,0.000293731689453125,-2.1576881408691406e-05,1.8298625946044922e-05,0.00023925304412841797,0.0003120303153991699,1.0,0.9413562559694365,0.00023925304412841797,0.0003120303153991699,0.0003120303153991699,0.0,1.0,0.005,0.6931415796279907,0.7286638617515564,0.14715469837545592,0.0022796809241703293,14.611048730742297,1e-06,34.96790552139282,56.896484375,56.57050180435181,93.5684244632721,True,PASS,
3,v10_TypeM_039_04214_containment_orbit_left_44_seed43214_foreground_identity_color_shift,L0_camera_r4,winner_detached_preference,49,349.5545349121094,0.34955453872680664,mid,1.0,-8.738040924072266e-05,-6.407499313354492e-05,-0.0001109904453490338,-8.203283525208367e-05,-8.203283525208367e-05,0.0,WINNER_IMPROVES,0.7873223423957825,0.7811216115951538,-0.006200730800628662,0.7872564196586609,0.781083345413208,-0.006173074245452881,0.7872349619865417,0.7810575366020203,-0.006177425384521484,6.592273712158203e-05,8.738040924072266e-05,-3.826618194580078e-05,-6.407499313354492e-05,2.765655517578125e-05,2.3305416107177734e-05,1.0,1.0,2.765655517578125e-05,2.3305416107177734e-05,2.3305416107177734e-05,0.0,1.0,0.005,0.6931489706039429,0.7908085584640503,0.12554311415945235,0.002245540227190233,14.61107273412355,1e-06,34.9678750038147,56.916015625,56.57050180435181,92.85643982887268,True,PASS,
4,v6b_GT_C_007_04228_containment_orbit_left_44_seed43228,L0_camera_r4,winner_detached_preference,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.00020015239715576172,-9.5367431640625e-07,-0.0002557460397174119,-1.1672018752098646e-06,-1.1672018752098646e-06,0.0,WINNER_IMPROVES,0.782721757888794,0.8170607686042786,0.03433901071548462,0.7826035022735596,0.8171733617782593,0.03456985950469971,0.7825216054916382,0.8170598149299622,0.034538209438323975,0.000118255615234375,0.00020015239715576172,0.00011259317398071289,-9.5367431640625e-07,0.0002308487892150879,0.00019919872283935547,0.5122643945262071,1.0,0.0002308487892150879,0.00019919872283935547,0.00019919872283935547,0.0,1.0,0.005,0.6931450366973877,0.7860739827156067,0.13441104507533036,0.0022583165694328913,14.611097136000676,1e-06,34.9678750038147,56.896484375,56.57050180435181,93.75791549682617,True,PASS,
5,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,winner_detached_preference,49,349.5545349121094,0.34955453872680664,mid,1.0,6.079673767089844e-05,-7.730722427368164e-05,8.26111595303478e-05,-0.00010417242566262631,-0.00010417242566262631,0.0,WINNER_WORSE,0.7359081506729126,0.7421469688415527,0.006238818168640137,0.7359906435012817,0.7419220805168152,0.005931437015533447,0.7359689474105835,0.742069661617279,0.006100714206695557,-8.249282836914062e-05,-6.079673767089844e-05,-0.00022488832473754883,-7.730722427368164e-05,-0.00030738115310668945,-0.00013810396194458008,0.0,0.0,-0.00030738115310668945,-0.00013810396194458008,-0.00013810396194458008,0.0,1.0,0.005,0.6931514739990234,0.7394909262657166,0.14911504283126928,0.0022694060200783603,14.61112214828241,1e-06,34.96790552139282,56.916015625,56.57050180435181,93.3853166103363,True,PASS,
6,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,L0_camera_r4,winner_detached_preference,49,349.5545349121094,0.34955453872680664,mid,1.0,-0.0002865791320800781,-3.74913215637207e-05,-0.0003951290317574638,-5.1297644188867987e-05,-5.1297644188867987e-05,0.0,WINNER_IMPROVES,0.7254231572151184,0.7308772802352905,0.005454123020172119,0.7251064777374268,0.7308574318885803,0.0057509541511535645,0.7251365780830383,0.7308397889137268,0.0057032108306884766,0.0003166794776916504,0.0002865791320800781,-1.9848346710205078e-05,-3.74913215637207e-05,0.0002968311309814453,0.0002490878105163574,1.0,1.0,0.0002968311309814453,0.0002490878105163574,0.0002490878105163574,0.0,1.0,0.005,0.693141758441925,0.7287009954452515,0.1503481920331761,0.0022769850514626246,14.611147508676883,1e-06,34.96790552139282,56.896484375,56.57050180435181,94.1268584728241,True,PASS,
7,v10_TypeM_039_04214_containment_orbit_left_44_seed43214_foreground_identity_color_shift,L0_camera_r4,winner_detached_preference,49,349.5545349121094,0.34955453872680664,mid,1.0,-4.684925079345703e-05,-3.528594970703125e-05,-5.950630587036473e-05,-4.517445907185806e-05,-4.517445907185806e-05,0.0,WINNER_IMPROVES,0.7873223423957825,0.7811216115951538,-0.006200730800628662,0.7871789932250977,0.7810218930244446,-0.006157100200653076,0.787275493144989,0.7810863256454468,-0.006189167499542236,0.00014334917068481445,4.684925079345703e-05,-9.971857070922852e-05,-3.528594970703125e-05,4.363059997558594e-05,1.1563301086425781e-05,1.0,1.0,4.363059997558594e-05,1.1563301086425781e-05,1.1563301086425781e-05,0.0,1.0,0.005,0.6931471824645996,0.7906664609909058,0.12814637157506878,0.0022697362160348537,14.611173147376276,1e-06,34.9678750038147,56.916015625,56.57050180435181,93.67752695083618,True,PASS,
8,v6b_GT_C_007_04228_containment_orbit_left_44_seed43228,L0_camera_r4,winner_detached_preference,49,349.5545349121094,0.34955453872680664,mid,1.0,-3.981590270996094e-05,-4.26173210144043e-05,-5.086981998702248e-05,-5.21606637033225e-05,-5.21606637033225e-05,0.0,WINNER_IMPROVES,0.782721757888794,0.8170607686042786,0.03433901071548462,0.782551646232605,0.8170058727264404,0.03445422649383545,0.782681941986084,0.8170181512832642,0.034336209297180176,0.00017011165618896484,3.981590270996094e-05,-5.4895877838134766e-05,-4.26173210144043e-05,0.00011521577835083008,-2.8014183044433594e-06,1.0,1.0,0.00011521577835083008,-2.8014183044433594e-06,-2.8014183044433594e-06,0.0,1.0,0.005,0.6931431293487549,0.7860364317893982,0.13723017577377544,0.0022840530302409732,14.611199345682884,1e-06,34.9678750038147,56.896484375,56.57050180435181,92.90198349952698,True,PASS,
9,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,L0_camera_r4,winner_detached_preference,49,349.5545349121094,0.34955453872680664,mid,1.0,-4.4465065002441406e-05,-0.00020426511764526367,-6.042385554013148e-05,-0.00027527328025839877,-0.00027527328025839877,0.0,WINNER_IMPROVES,0.7359081506729126,0.7421469688415527,0.006238818168640137,0.7358735203742981,0.7420356869697571,0.006162166595458984,0.7358636856079102,0.7419427037239075,0.0060790181159973145,3.463029861450195e-05,4.4465065002441406e-05,-0.0001112818717956543,-0.00020426511764526367,-7.665157318115234e-05,-0.00015980005264282227,1.0,1.0,-7.665157318115234e-05,-0.00015980005264282227,-0.00015980005264282227,0.0,1.0,0.005,0.6931509375572205,0.7393955588340759,0.15209058096045527,0.0022984683549501306,14.61122610937036,1e-06,34.96790552139282,56.916015625,56.57050180435181,94.0068531036377,True,PASS,
