sample_id,model,template,camera_variant,generated_future_video_path,gt_future_video_path,R_bg,R_cam,R_fg,R_phys,R_reobs,R_quality,P_freeze,R_total,confidence,failure_tags,psnr,ssim,lpips_status,fvd_status,vbench_status
prefix5_anchored_95981b8f74bed0_background_drift,original_fast,containment,orbit_left_44,local_assets/v2v5_rollouts_20260627_1000/original_fast_screen16_remaining/sample_13/videos/prefix5_anchored_95981b8f74bed0_background_drift_original_fast_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,0.6305074602655973,0.6585156940930966,0.5514191063829966,0.6145180989601813,0.45416005690290606,0.9738296141495576,0.0,0.6569293211620921,0.55,camera_ignored;event_missing;object_identity_change;physical_event_failure;wrong_camera_motion,14.873412662808875,0.7695316338505366,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_ede413792fce8b_nonrigid_background_warp,original_fast,collision,orbit_right_64,local_assets/v2v5_rollouts_20260627_1000/original_fast_screen16_remaining/sample_14/videos/prefix5_anchored_ede413792fce8b_nonrigid_background_warp_original_fast_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7457571544664634,0.6781897712944208,0.6482906478145524,0.6492913160639284,0.5336449897825881,0.818132603080072,0.0,0.6856633419044826,0.55,camera_ignored;event_missing;object_identity_change;physical_event_failure;wrong_camera_motion,16.42298842174864,0.878832062746782,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_b53591379e11c1_object_deformation,original_fast,collision,orbit_right_64,local_assets/v2v5_rollouts_20260627_1000/original_fast_screen16_remaining/sample_15/videos/prefix5_anchored_b53591379e11c1_object_deformation_original_fast_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7457571544664634,0.6781897712944208,0.6482906478145524,0.6492913160639284,0.5336449897825881,0.818132603080072,0.0,0.6856633419044826,0.55,camera_ignored;event_missing;object_identity_change;physical_event_failure;wrong_camera_motion,16.42298842174864,0.878832062746782,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_525c18bc4422f0_background_drift,stageA_final,collision,orbit_right_64,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_525c18bc4422f0_background_drift_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7689532107429303,0.6893728954907881,0.6682930525692377,0.6634709044160161,0.5515576003612297,0.7900634062710914,0.0,0.6948138754782694,0.55,event_missing;object_duplicate;object_identity_change,16.766789131150194,0.8854049749488222,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp,stageA_final,collision,orbit_right_64,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7689532107429303,0.6893728954907881,0.6682930525692377,0.6634709044160161,0.5515576003612297,0.7900634062710914,0.0,0.6948138754782694,0.55,event_missing;object_duplicate;object_identity_change,16.766789131150194,0.8854049749488222,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_1128e39109fc83_object_deformation,stageA_final,collision,orbit_right_64,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_1128e39109fc83_object_deformation_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7689532107429303,0.6893728954907881,0.6682930525692377,0.6634709044160161,0.5515576003612297,0.7900634062710914,0.0,0.6948138754782694,0.55,event_missing;object_duplicate;object_identity_change,16.766789131150194,0.8854049749488222,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_ebade3740fe2f4_object_identity_change,stageA_final,collision,orbit_right_64,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_ebade3740fe2f4_object_identity_change_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7689532107429303,0.6893728954907881,0.6682930525692377,0.6634709044160161,0.5515576003612297,0.7900634062710914,0.0,0.6948138754782694,0.55,event_missing;object_duplicate;object_identity_change,16.766789131150194,0.8854049749488222,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_e78653865b3413_wrong_camera_motion,stageA_final,collision,orbit_right_64,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_e78653865b3413_wrong_camera_motion_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7689532107429303,0.6893728954907881,0.6682930525692377,0.6634709044160161,0.5515576003612297,0.7900634062710914,0.0,0.6948138754782694,0.55,event_missing;object_duplicate;object_identity_change,16.766789131150194,0.8854049749488222,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch,stageA_final,collision,orbit_right_64,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7689532107429303,0.6893728954907881,0.6682930525692377,0.6634709044160161,0.5515576003612297,0.7900634062710914,0.0,0.6948138754782694,0.55,event_missing;object_duplicate;object_identity_change,16.766789131150194,0.8854049749488222,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_7f708dfe212ad6_freeze_foreground,stageA_final,collision,orbit_right_64,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_7f708dfe212ad6_freeze_foreground_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7689532107429303,0.6893728954907881,0.6682930525692377,0.6634709044160161,0.5515576003612297,0.7900634062710914,0.0,0.6948138754782694,0.55,event_missing;object_duplicate;object_identity_change,16.766789131150194,0.8854049749488222,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_ff65f1ae3e7ca8_background_drift,stageA_final,collision,orbit_right_64,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_ff65f1ae3e7ca8_background_drift_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7689532107429303,0.6893728954907881,0.6682930525692377,0.6634709044160161,0.5515576003612297,0.7900634062710914,0.0,0.6948138754782694,0.55,event_missing;object_duplicate;object_identity_change,16.766789131150194,0.8854049749488222,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_d744c2d6f264ba_object_deformation,stageA_final,containment,orbit_left_44,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_d744c2d6f264ba_object_deformation_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,0.6359298681957045,0.668100090690388,0.5579440785743834,0.6230691985299778,0.4614094793093946,0.9748152736070994,0.0,0.6632219516384528,0.55,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,14.754958398212265,0.7672227260577114,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_1279c3b65a6d9e_object_identity_change,stageA_final,containment,orbit_left_44,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_1279c3b65a6d9e_object_identity_change_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,0.6359298681957045,0.668100090690388,0.5579440785743834,0.6230691985299778,0.4614094793093946,0.9748152736070994,0.0,0.6632219516384528,0.55,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,14.754958398212265,0.7672227260577114,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_dc458b2cf487d8_wrong_camera_motion,stageA_final,containment,orbit_left_44,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_dc458b2cf487d8_wrong_camera_motion_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,0.6359298681957045,0.668100090690388,0.5579440785743834,0.6230691985299778,0.4614094793093946,0.9748152736070994,0.0,0.6632219516384528,0.55,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,14.754958398212265,0.7672227260577114,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch,stageA_final,containment,orbit_left_44,local_assets/stageA_v2v5_20260627/rollouts/final/videos/prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch_stageA_final_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,0.6359298681957045,0.668100090690388,0.5579440785743834,0.6230691985299778,0.4614094793093946,0.9748152736070994,0.0,0.6632219516384528,0.55,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,14.754958398212265,0.7672227260577114,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_d86ae2fb1d25b2_freeze_foreground,stageA_final,containment,orbit_left_44,local_assets/stageA_v2v5_20260627/rollouts_accel/final_tail08_15/videos/prefix5_anchored_d86ae2fb1d25b2_freeze_foreground_stageA_final_tail_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,0.6359298681957045,0.668100090690388,0.5579440785743834,0.6230691985299778,0.4614094793093946,0.9748152736070994,0.0,0.6632219516384528,0.55,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,14.754958398212265,0.7672227260577114,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_95981b8f74bed0_background_drift,stageA_final,containment,orbit_left_44,local_assets/stageA_v2v5_20260627/rollouts_accel/final_tail08_15/videos/prefix5_anchored_95981b8f74bed0_background_drift_stageA_final_tail_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,0.6359298681957045,0.668100090690388,0.5579440785743834,0.6230691985299778,0.4614094793093946,0.9748152736070994,0.0,0.6632219516384528,0.55,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,14.754958398212265,0.7672227260577114,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_ede413792fce8b_nonrigid_background_warp,stageA_final,collision,orbit_right_64,local_assets/stageA_v2v5_20260627/rollouts_accel/final_tail08_15/videos/prefix5_anchored_ede413792fce8b_nonrigid_background_warp_stageA_final_tail_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7689532107429303,0.6893728954907881,0.6682930525692377,0.6634709044160161,0.5515576003612297,0.7900634062710914,0.0,0.6948138754782694,0.55,event_missing;object_duplicate;object_identity_change,16.766789131150194,0.8854049749488222,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_b53591379e11c1_object_deformation,stageA_final,collision,orbit_right_64,local_assets/stageA_v2v5_20260627/rollouts_accel/final_tail08_15/videos/prefix5_anchored_b53591379e11c1_object_deformation_stageA_final_tail_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7689532107429303,0.6893728954907881,0.6682930525692377,0.6634709044160161,0.5515576003612297,0.7900634062710914,0.0,0.6948138754782694,0.55,event_missing;object_duplicate;object_identity_change,16.766789131150194,0.8854049749488222,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_525c18bc4422f0_background_drift,dpo_step20,collision,orbit_right_64,local_assets/dpo_probe_v2v5_20260627/rollouts_step020/chunk_0/videos/prefix5_anchored_525c18bc4422f0_background_drift_dpo_tiny5_step20_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.730835045089839,0.6678026961740384,0.6346149983853022,0.6377222935162355,0.5207538516271843,0.7944675925199767,0.0,0.6709896799610612,0.55,object_deform;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,16.28631573207648,0.8766816454113243,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp,dpo_step20,collision,orbit_right_64,local_assets/dpo_probe_v2v5_20260627/rollouts_step020/chunk_0/videos/prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_dpo_tiny5_step20_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.730835045089839,0.6678026961740384,0.6346149983853022,0.6377222935162355,0.5207538516271843,0.7944675925199767,0.0,0.6709896799610612,0.55,object_deform;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,16.28631573207648,0.8766816454113243,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_1128e39109fc83_object_deformation,dpo_step20,collision,orbit_right_64,local_assets/dpo_probe_v2v5_20260627/rollouts_step020/chunk_0/videos/prefix5_anchored_1128e39109fc83_object_deformation_dpo_tiny5_step20_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.730835045089839,0.6678026961740384,0.6346149983853022,0.6377222935162355,0.5207538516271843,0.7944675925199767,0.0,0.6709896799610612,0.55,object_deform;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,16.28631573207648,0.8766816454113243,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_ebade3740fe2f4_object_identity_change,dpo_step20,collision,orbit_right_64,local_assets/dpo_probe_v2v5_20260627/rollouts_step020/chunk_0/videos/prefix5_anchored_ebade3740fe2f4_object_identity_change_dpo_tiny5_step20_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.730835045089839,0.6678026961740384,0.6346149983853022,0.6377222935162355,0.5207538516271843,0.7944675925199767,0.0,0.6709896799610612,0.55,object_deform;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,16.28631573207648,0.8766816454113243,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_e78653865b3413_wrong_camera_motion,dpo_step20,collision,orbit_right_64,local_assets/dpo_probe_v2v5_20260627/rollouts_step020/chunk_1/videos/prefix5_anchored_e78653865b3413_wrong_camera_motion_dpo_tiny5_step20_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.730835045089839,0.6678026961740384,0.6346149983853022,0.6377222935162355,0.5207538516271843,0.7944675925199767,0.0,0.6709896799610612,0.55,object_deform;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,16.28631573207648,0.8766816454113243,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch,dpo_step20,collision,orbit_right_64,local_assets/dpo_probe_v2v5_20260627/rollouts_step020/chunk_1/videos/prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_dpo_tiny5_step20_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.730835045089839,0.6678026961740384,0.6346149983853022,0.6377222935162355,0.5207538516271843,0.7944675925199767,0.0,0.6709896799610612,0.55,object_deform;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,16.28631573207648,0.8766816454113243,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_7f708dfe212ad6_freeze_foreground,dpo_step20,collision,orbit_right_64,local_assets/dpo_probe_v2v5_20260627/rollouts_step020/chunk_1/videos/prefix5_anchored_7f708dfe212ad6_freeze_foreground_dpo_tiny5_step20_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.730835045089839,0.6678026961740384,0.6346149983853022,0.6377222935162355,0.5207538516271843,0.7944675925199767,0.0,0.6709896799610612,0.55,object_deform;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,16.28631573207648,0.8766816454113243,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
