sample_id,model,template,camera_variant,generated_future_video_path,gt_future_video_path,R_bg,R_cam,R_fg,R_phys,R_reobs,R_quality,P_freeze,R_total,confidence,failure_tags,psnr,ssim,lpips_status,fvd_status,vbench_status
prefix5_anchored_525c18bc4422f0_background_drift,original_fast,collision,orbit_right_64,local_assets/v2v5_rollouts_20260627_082915/original_fast_screen16/videos/prefix5_anchored_525c18bc4422f0_background_drift_original_fast_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7466561039404687,0.6781458846169929,0.6488452480702127,0.6495990930510835,0.5340457015446709,0.8245925768471022,0.0,0.6871773525502703,0.55,camera_ignored;event_missing;object_identity_change;physical_event_failure;wrong_camera_motion,16.46577321719764,0.8785882478721825,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp,original_fast,collision,orbit_right_64,local_assets/v2v5_rollouts_20260627_082915/original_fast_screen16/videos/prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_original_fast_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7457571544664634,0.6781897712944208,0.6482906478145524,0.6492913160639284,0.5336449897825881,0.818132603080072,0.0,0.6856633419044826,0.55,camera_ignored;event_missing;object_identity_change;physical_event_failure;wrong_camera_motion,16.42298842174864,0.878832062746782,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_1128e39109fc83_object_deformation,original_fast,collision,orbit_right_64,local_assets/v2v5_rollouts_20260627_082915/original_fast_screen16/videos/prefix5_anchored_1128e39109fc83_object_deformation_original_fast_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7457571544664634,0.6781897712944208,0.6482906478145524,0.6492913160639284,0.5336449897825881,0.818132603080072,0.0,0.6856633419044826,0.55,camera_ignored;event_missing;object_identity_change;physical_event_failure;wrong_camera_motion,16.42298842174864,0.878832062746782,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_ebade3740fe2f4_object_identity_change,original_fast,collision,orbit_right_64,local_assets/v2v5_rollouts_20260627_082915/original_fast_screen16/videos/prefix5_anchored_ebade3740fe2f4_object_identity_change_original_fast_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7457571544664634,0.6781897712944208,0.6482906478145524,0.6492913160639284,0.5336449897825881,0.818132603080072,0.0,0.6856633419044826,0.55,camera_ignored;event_missing;object_identity_change;physical_event_failure;wrong_camera_motion,16.42298842174864,0.878832062746782,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_e78653865b3413_wrong_camera_motion,original_fast,collision,orbit_right_64,local_assets/v2v5_rollouts_20260627_082915/original_fast_screen16/videos/prefix5_anchored_e78653865b3413_wrong_camera_motion_original_fast_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7457571544664634,0.6781897712944208,0.6482906478145524,0.6492913160639284,0.5336449897825881,0.818132603080072,0.0,0.6856633419044826,0.55,camera_ignored;event_missing;object_identity_change;physical_event_failure;wrong_camera_motion,16.42298842174864,0.878832062746782,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch,original_fast,collision,orbit_right_64,local_assets/v2v5_rollouts_20260627_082915/original_fast_screen16/videos/prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_original_fast_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7457571544664634,0.6781897712944208,0.6482906478145524,0.6492913160639284,0.5336449897825881,0.818132603080072,0.0,0.6856633419044826,0.55,camera_ignored;event_missing;object_identity_change;physical_event_failure;wrong_camera_motion,16.42298842174864,0.878832062746782,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_7f708dfe212ad6_freeze_foreground,original_fast,collision,orbit_right_64,local_assets/v2v5_rollouts_20260627_082915/original_fast_screen16/videos/prefix5_anchored_7f708dfe212ad6_freeze_foreground_original_fast_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7457571544664634,0.6781897712944208,0.6482906478145524,0.6492913160639284,0.5336449897825881,0.818132603080072,0.0,0.6856633419044826,0.55,camera_ignored;event_missing;object_identity_change;physical_event_failure;wrong_camera_motion,16.42298842174864,0.878832062746782,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_ff65f1ae3e7ca8_background_drift,original_fast,collision,orbit_right_64,local_assets/v2v5_rollouts_20260627_082915/original_fast_screen16/videos/prefix5_anchored_ff65f1ae3e7ca8_background_drift_original_fast_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,0.7457571544664634,0.6781897712944208,0.6482906478145524,0.6492913160639284,0.5336449897825881,0.818132603080072,0.0,0.6856633419044826,0.55,camera_ignored;event_missing;object_identity_change;physical_event_failure;wrong_camera_motion,16.42298842174864,0.878832062746782,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_d744c2d6f264ba_object_deformation,original_fast,containment,orbit_left_44,local_assets/v2v5_rollouts_20260627_1000/original_fast_screen16_remaining/sample_08/videos/prefix5_anchored_d744c2d6f264ba_object_deformation_original_fast_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,0.6305074602655973,0.6585156940930966,0.5514191063829966,0.6145180989601813,0.45416005690290606,0.9738296141495576,0.0,0.6569293211620921,0.55,camera_ignored;event_missing;object_identity_change;physical_event_failure;wrong_camera_motion,14.873412662808875,0.7695316338505366,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_1279c3b65a6d9e_object_identity_change,original_fast,containment,orbit_left_44,local_assets/v2v5_rollouts_20260627_1000/original_fast_screen16_remaining/sample_09/videos/prefix5_anchored_1279c3b65a6d9e_object_identity_change_original_fast_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,0.6305074602655973,0.6585156940930966,0.5514191063829966,0.6145180989601813,0.45416005690290606,0.9738296141495576,0.0,0.6569293211620921,0.55,camera_ignored;event_missing;object_identity_change;physical_event_failure;wrong_camera_motion,14.873412662808875,0.7695316338505366,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_dc458b2cf487d8_wrong_camera_motion,original_fast,containment,orbit_left_44,local_assets/v2v5_rollouts_20260627_1000/original_fast_screen16_remaining/sample_10/videos/prefix5_anchored_dc458b2cf487d8_wrong_camera_motion_original_fast_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,0.6305074602655973,0.6585156940930966,0.5514191063829966,0.6145180989601813,0.45416005690290606,0.9738296141495576,0.0,0.6569293211620921,0.55,camera_ignored;event_missing;object_identity_change;physical_event_failure;wrong_camera_motion,14.873412662808875,0.7695316338505366,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch,original_fast,containment,orbit_left_44,local_assets/v2v5_rollouts_20260627_1000/original_fast_screen16_remaining/sample_11/videos/prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch_original_fast_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,0.6305074602655973,0.6585156940930966,0.5514191063829966,0.6145180989601813,0.45416005690290606,0.9738296141495576,0.0,0.6569293211620921,0.55,camera_ignored;event_missing;object_identity_change;physical_event_failure;wrong_camera_motion,14.873412662808875,0.7695316338505366,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
prefix5_anchored_d86ae2fb1d25b2_freeze_foreground,original_fast,containment,orbit_left_44,local_assets/v2v5_rollouts_20260627_1000/original_fast_screen16_remaining/sample_12/videos/prefix5_anchored_d86ae2fb1d25b2_freeze_foreground_original_fast_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,0.6305074602655973,0.6585156940930966,0.5514191063829966,0.6145180989601813,0.45416005690290606,0.9738296141495576,0.0,0.6569293211620921,0.55,camera_ignored;event_missing;object_identity_change;physical_event_failure;wrong_camera_motion,14.873412662808875,0.7695316338505366,BLOCKED_BY_ENV,BLOCKED_BY_ENV,BLOCKED_BY_ENV
