affected_tokens_count,corruption_type,cuda_memory_allocated_gb,cuda_memory_reserved_gb,delta_policy,delta_ref,dpo_loss,full_future_tokens_count,grad_norm,implicit_accuracy,lambda_loser,latent_loss_indices,linear_utility,local_mask_ratio,loser_degradation,objective,objective_loss,pair_id,pair_type,pair_weight,policy_loser_energy,policy_trainable_params,policy_winner_energy,prediction_start_frame,prefix_len,ref_loser_energy,ref_winner_energy,reference_relative_margin,reference_trainable_params,reward_margin,same_noise,same_timestep,sigma,step,step_time_sec,timestep_index,u_clipped,u_raw,winner_anchor_weight,winner_contribution_ratio,winner_improvement
19,background_drift_local,35.11052370071411,88.01171875,0.018644854426383972,0.018644854426383972,0.6931471824645996,19,0.00575646040592965,0.0,0.0,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,0.0,1.0,0.0,sdpo_anchor,0.7179019451141357,protocol_v2_A_001_001_02200_collision_orbit_right_64_seed41200_background_drift_local,local_corruption,1.0,0.11766383796930313,6553600,0.09901898354291916,5,5,0.11766383796930313,0.09901898354291916,0.0,0,0.18,True,True,0.9763493537902832,1,193.20541429519653,195,0.0,0.0,0.25,0.0,0.0
19,wrong_camera_motion_local,35.11052370071411,88.01171875,0.016181588172912598,0.015532061457633972,0.693114697933197,19,0.005202808105483514,1.0,1.0,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,0.0006495267152786255,1.0,9.490549564361572e-05,sdpo_anchor,0.7067839503288269,protocol_v2_A_002_002_02200_collision_orbit_right_64_seed41200_wrong_camera_motion_local,local_corruption,1.0,0.07085858285427094,6553600,0.05467699468135834,5,5,0.07076367735862732,0.05523161590099335,0.0006495267152786255,0,0.19999999999999998,True,True,0.988768994808197,2,192.63984203338623,102,0.0006495267152786255,0.0006495267152786255,0.25,0.8538720011711121,0.0005546212196350098
19,object_deformation_local,35.11052370071411,88.01171875,0.01337142288684845,0.013581305742263794,0.6931576728820801,19,0.014488512225598361,0.0,0.0,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,-0.00020988285541534424,1.0,8.378177881240845e-05,sdpo_anchor,0.7174948453903198,protocol_v2_A_003_003_02200_collision_orbit_right_64_seed41200_object_deformation_local,local_corruption,1.0,0.11070337891578674,6553600,0.0973319560289383,5,5,0.11061959713697433,0.09703829139471054,-0.00020988285541534424,0,0.22,True,True,0.971155047416687,3,192.48140740394592,229,-0.00020988285541534424,-0.00020988285541534424,0.25,0.0,-0.0002936646342277527
19,object_identity_change_local,35.11052370071411,88.01171875,0.01730278879404068,0.01756465435028076,0.6931602358818054,19,0.004614209473245439,0.0,1.0,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,-0.0002618655562400818,1.0,-0.0003565773367881775,sdpo_anchor,0.7129381895065308,protocol_v2_A_004_004_02200_collision_orbit_right_64_seed41200_object_identity_change_local,local_corruption,1.0,0.096414715051651,6553600,0.07911192625761032,5,5,0.09677129238843918,0.07920663803815842,-0.0002618655562400818,0,0.24,True,True,0.9815807938575745,4,193.27565670013428,158,-0.0002618655562400818,-0.0002618655562400818,0.25,0.9998944401741028,9.47117805480957e-05
19,partial_freeze,35.11052370071411,88.01171875,0.03305784612894058,0.03266601264476776,0.6931275725364685,19,0.014144966584143591,1.0,0.0,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,0.00039183348417282104,1.0,0.0010278820991516113,sdpo_anchor,0.721606969833374,protocol_v2_A_005_006_02200_collision_orbit_right_64_seed41200_partial_freeze,local_corruption,1.0,0.14676980674266815,6553600,0.11371196061372757,5,5,0.14574192464351654,0.11307591199874878,0.00039183348417282104,0,0.18,True,True,0.9622085094451904,5,192.51839184761047,282,0.00039183348417282104,0.00039183348417282104,0.25,0.0,-0.0006360486149787903
19,physical_event_local_failure,35.11052370071411,88.01171875,0.0,0.0,0.6931471824645996,19,0.0,0.0,0.0,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,0.0,1.0,0.0,sdpo_anchor,0.6931471824645996,protocol_v2_A_006_007_02200_collision_orbit_right_64_seed41200_physical_event_local_failure,local_corruption,1.0,0.0,6553600,0.0,5,5,0.0,0.0,0.0,0,0.19999999999999998,True,True,1.0,6,192.82600903511047,0,0.0,0.0,0.25,0.0,0.0
19,background_drift_local,35.11052370071411,88.01171875,0.008199263364076614,0.00821954756975174,0.6931481957435608,19,0.0038489029316701993,0.0,1.0,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,-2.0284205675125122e-05,1.0,-0.00044821202754974365,sdpo_anchor,0.7054150104522705,protocol_v2_A_007_008_02200_collision_orbit_right_64_seed41200_background_drift_local,local_corruption,1.0,0.0572664774954319,6553600,0.049067214131355286,5,5,0.057714689522981644,0.049495141953229904,-2.0284205675125122e-05,0,0.22,True,True,0.9903250336647034,7,192.67480397224426,89,-2.0284205675125122e-05,-2.0284205675125122e-05,0.25,0.9999765753746033,0.00042792782187461853
19,wrong_camera_motion_local,35.11052370071411,88.01171875,0.013341590762138367,0.013485807925462723,0.6931543946266174,19,0.003555869786506646,0.0,1.0,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,-0.00014421716332435608,1.0,-0.00029812753200531006,sdpo_anchor,0.7052507996559143,protocol_v2_A_008_009_02200_collision_orbit_right_64_seed41200_wrong_camera_motion_local,local_corruption,1.0,0.06172722950577736,6553600,0.04838563874363899,5,5,0.06202535703778267,0.048539549112319946,-0.00014421716332435608,0,0.24,True,True,0.9900882840156555,8,193.0586907863617,91,-0.00014421716332435608,-0.00014421716332435608,0.25,0.9999350309371948,0.00015391036868095398
19,background_drift_local,35.11052370071411,88.01171875,0.003062918782234192,0.0031966790556907654,0.6931538581848145,19,0.004268031996187187,0.0,0.0,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,-0.00013376027345657349,1.0,0.00014677643775939941,sdpo_anchor,0.709311306476593,protocol_v2_A_001_001_02200_collision_orbit_right_64_seed41200_background_drift_local,local_corruption,1.0,0.06766345351934433,6553600,0.06460053473711014,5,5,0.06751667708158493,0.06431999802589417,-0.00013376027345657349,0,0.18,True,True,0.9884041547775269,9,192.67308259010315,105,-0.00013376027345657349,-0.00013376027345657349,0.25,0.0,-0.0002805367112159729
19,wrong_camera_motion_local,35.11052370071411,88.01171875,0.015383265912532806,0.015110783278942108,0.693133533000946,19,0.007703031095695642,1.0,0.0,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,0.00027248263359069824,1.0,0.0006595700979232788,sdpo_anchor,0.7151395082473755,protocol_v2_A_002_002_02200_collision_orbit_right_64_seed41200_wrong_camera_motion_local,local_corruption,1.0,0.10327520966529846,6553600,0.08789194375276566,5,5,0.10261563956737518,0.08750485628843307,0.00027248263359069824,0,0.19999999999999998,True,True,0.9779482483863831,10,192.85630536079407,184,0.00027248263359069824,0.00027248263359069824,0.25,0.0,-0.00038708746433258057
